t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load;Defailance;Exces
1;0.0;643.39;72.61;0.0;0.0;0.0;0.0;0.0;-0.0;4730.0;1275.0;1042.0;7763.0;0.0;0.0
2;0.0;511.3;57.7;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;714.0;7288.0;0.0;0.0
3;0.0;438.51;49.49;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;420.0;6913.0;0.0;0.0
4;0.0;333.38;37.62;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;110.0;6486.0;0.0;0.0
5;0.0;345.96;39.04;0.0;0.0;0.0;0.0;106.0;0.0;4730.0;1275.0;0.0;6284.0;0.0;0.0
6;0.0;309.11;34.89;-0.0;0.0;0.0;79.5;68.0;0.0;4730.0;1275.0;0.0;6281.0;0.0;0.0
7;27.0;319.0;36.0;-0.0;0.0;-0.0;130.5;0.0;18.0;4730.0;1275.0;0.0;6405.0;0.0;0.0
8;271.0;419.64;47.36;-0.0;0.0;0.0;112.5;1.0;0.0;4730.0;1275.0;0.0;6742.0;0.0;0.0
9;679.0;436.71;49.29;-0.0;0.0;-0.0;113.25;0.0;113.25;4730.0;1275.0;25.75;7309.0;0.0;0.0
10;1180.0;391.78;44.22;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;193.0;7814.0;0.0;0.0
11;1542.0;437.61;49.39;-0.0;0.0;-0.0;0.0;0.0;0.0;4730.0;1262.0;0.0;8021.0;0.0;0.0
12;1751.0;598.46;67.54;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1082.0;0.0;8229.0;0.0;0.0
13;1890.0;586.78;66.22;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1272.0;0.0;8545.0;0.0;0.0
14;2011.0;761.11;85.89;-0.0;0.0;0.0;-0.0;-0.0;0.0;4730.0;620.0;0.0;8208.0;0.0;0.0
15;2123.0;837.49;94.51;-0.0;0.0;0.0;0.0;314.0;0.0;4730.0;510.0;0.0;7981.0;0.0;0.0
16;2034.0;835.69;94.31;0.0;0.0;-0.0;235.5;492.0;0.0;4730.0;510.0;0.0;7712.0;0.0;0.0
17;1875.0;797.05;89.95;0.0;0.0;-0.0;604.5;1105.67;0.0;4730.0;1151.67;0.0;7538.0;0.0;0.0
18;1611.0;827.6;93.4;-0.0;0.0;0.0;1433.75;1007.0;0.0;4730.0;1275.0;0.0;7530.0;0.0;0.0
19;1128.0;814.12;91.88;-0.0;0.0;0.0;2189.0;284.0;0.0;4730.0;1275.0;0.0;7755.0;0.0;0.0
20;600.0;791.66;89.34;-0.0;0.0;-0.0;2402.0;0.0;267.0;4730.0;1275.0;0.0;7753.0;0.0;0.0
21;211.0;817.72;92.28;-0.0;0.0;0.0;2135.0;0.0;283.0;4730.0;1275.0;0.0;7409.0;0.0;0.0
22;30.0;899.49;101.51;-0.0;0.0;0.0;1852.0;0.0;196.0;4730.0;1275.0;0.0;7232.0;0.0;0.0
23;0.0;984.85;111.15;-0.0;0.0;0.0;1656.0;0.0;679.0;4730.0;1275.0;0.0;7780.0;0.0;0.0
24;0.0;1116.05;125.95;-0.0;0.0;-0.0;977.0;0.0;773.0;4730.0;1275.0;0.0;8020.0;0.0;0.0
25;0.0;1071.12;120.88;0.0;0.0;-0.0;204.0;0.0;204.0;4730.0;1275.0;0.0;7401.0;0.0;0.0
26;0.0;1187.93;134.07;0.0;0.0;-0.0;0.0;0.0;0.0;4730.0;919.0;0.0;6971.0;0.0;0.0
27;0.0;1408.09;158.91;-0.0;0.0;-0.0;-0.0;211.0;0.0;4730.0;510.0;0.0;6596.0;0.0;0.0
28;0.0;1347.88;152.12;-0.0;0.0;0.0;158.25;537.0;0.0;4730.0;476.0;0.0;6169.0;0.0;0.0
29;0.0;1222.08;137.92;-0.0;0.0;-0.0;561.0;592.0;0.0;4730.0;442.0;0.0;5940.0;0.0;0.0
30;1.0;1258.92;142.08;-0.0;0.0;-0.0;1005.0;690.0;0.0;4730.0;374.0;0.0;5816.0;0.0;0.0
31;55.0;1311.94;148.06;-0.0;0.0;-0.0;1522.5;794.0;0.0;4730.0;306.0;0.0;5757.0;0.0;0.0
32;343.0;1364.06;153.94;0.0;0.0;-0.0;2118.0;875.0;0.0;4730.0;272.0;0.0;5988.0;0.0;0.0
33;823.0;1296.66;146.34;0.0;0.0;-0.0;2774.25;817.0;0.0;4730.0;272.0;0.0;6451.0;0.0;0.0
34;1428.0;1227.47;138.53;-0.0;0.0;-0.0;3387.0;851.0;0.0;4730.0;306.0;0.0;6979.0;0.0;0.0
35;1987.0;1273.3;143.7;0.0;0.0;-0.0;4025.25;1088.67;0.0;4730.0;338.67;0.0;7384.0;0.0;0.0
36;2358.0;1585.11;178.89;0.0;0.0;-0.0;4841.75;1200.0;0.0;4730.0;77.0;0.0;7729.0;0.0;0.0
37;2599.0;1781.0;201.0;0.0;0.0;-0.0;5741.75;1200.0;0.0;4724.0;34.0;0.0;8139.0;0.0;0.0
38;2676.0;1822.34;205.66;-0.0;0.0;-0.0;6641.75;1185.0;0.0;4300.0;0.0;0.0;7819.0;0.0;0.0
39;2597.0;1905.01;214.99;0.0;0.0;-0.0;7530.5;1200.0;0.0;4060.0;0.0;0.0;7577.0;0.0;0.0
40;2430.0;1880.75;212.25;-0.0;0.0;0.0;8430.5;1200.0;0.0;4056.0;0.0;0.0;7379.0;0.0;0.0
41;2039.0;1985.88;224.12;-0.0;0.0;0.0;9330.5;1200.0;0.0;4232.0;0.0;0.0;7281.0;0.0;0.0
42;1625.0;2082.03;234.97;0.0;0.0;-0.0;10230.5;1200.0;0.0;4610.0;0.0;0.0;7352.0;0.0;0.0
43;1068.0;1932.87;218.13;-0.0;0.0;-0.0;11130.5;1200.0;0.0;4730.0;835.0;0.0;7584.0;0.0;0.0
44;552.0;1796.28;202.72;-0.0;0.0;-0.0;12030.5;786.0;0.0;4730.0;1275.0;0.0;7770.0;0.0;0.0
45;188.0;1747.76;197.24;-0.0;0.0;-0.0;12620.0;474.0;0.0;4730.0;1275.0;0.0;7664.0;0.0;0.0
46;30.0;1813.35;204.65;-0.0;0.0;-0.0;12975.5;509.0;0.0;4730.0;1275.0;0.0;7544.0;0.0;0.0
47;0.0;1665.98;188.02;-0.0;0.0;-0.0;13357.25;0.0;215.0;4730.0;1275.0;0.0;8074.0;0.0;0.0
48;0.0;1851.09;208.91;-0.0;0.0;-0.0;13142.25;0.0;113.0;4730.0;1275.0;0.0;8178.0;0.0;0.0
49;0.0;1727.99;195.01;0.0;0.0;-0.0;13029.25;423.0;0.0;4730.0;1275.0;0.0;7505.0;0.0;0.0
50;0.0;1636.33;184.67;0.0;0.0;-0.0;13346.5;716.0;0.0;4730.0;1275.0;0.0;7110.0;0.0;0.0
51;0.0;1179.85;133.15;-0.0;0.0;0.0;13883.5;534.0;0.0;4730.0;1275.0;0.0;6784.0;0.0;0.0
52;0.0;1079.21;121.79;0.0;0.0;-0.0;14284.0;765.0;0.0;4730.0;1275.0;0.0;6441.0;0.0;0.0
53;0.0;1074.71;121.29;-0.0;0.0;-0.0;14857.75;768.0;0.0;4730.0;1275.0;0.0;6433.0;0.0;0.0
54;0.0;1030.68;116.32;0.0;0.0;-0.0;15433.75;361.0;0.0;4730.0;1275.0;0.0;6791.0;0.0;0.0
55;42.0;978.56;110.44;-0.0;0.0;-0.0;15704.5;0.0;345.0;4730.0;1275.0;0.0;7481.0;0.0;0.0
56;259.0;912.07;102.93;-0.0;0.0;-0.0;15359.5;0.0;1086.0;4730.0;1275.0;0.0;8365.0;0.0;0.0
57;666.0;927.34;104.66;-0.0;0.0;-0.0;14273.5;0.0;1200.0;4730.0;1275.0;62.0;8965.0;0.0;0.0
58;1195.0;901.28;101.72;-0.0;0.0;-0.0;13073.5;0.0;1191.0;4730.0;1275.0;0.0;9394.0;0.0;0.0
59;1651.0;961.49;108.51;-0.0;0.0;0.0;11882.5;0.0;919.0;4730.0;1275.0;0.0;9645.0;0.0;0.0
60;1994.0;1050.45;118.55;-0.0;0.0;0.0;10963.5;0.0;698.0;4730.0;1275.0;0.0;9866.0;0.0;0.0
61;2224.0;1234.66;139.34;-0.0;0.0;0.0;10265.5;0.0;426.0;4730.0;1275.0;0.0;10029.0;0.0;0.0
62;2345.0;1201.41;135.59;-0.0;0.0;0.0;9839.5;0.0;248.0;4730.0;1275.0;0.0;9935.0;0.0;0.0
63;2412.0;1290.37;145.63;-0.0;0.0;-0.0;9591.5;0.0;62.0;4730.0;1275.0;0.0;9915.0;0.0;0.0
64;2293.0;1328.11;149.89;-0.0;0.0;0.0;9529.5;101.0;0.0;4730.0;1275.0;0.0;9675.0;0.0;0.0
65;2117.0;1231.07;138.93;-0.0;0.0;0.0;9605.25;36.0;0.0;4730.0;1275.0;0.0;9456.0;0.0;0.0
66;1752.0;1045.06;117.94;-0.0;0.0;0.0;9632.25;0.0;384.0;4730.0;1275.0;0.0;9304.0;0.0;0.0
67;1243.0;849.17;95.83;0.0;0.0;0.0;9248.25;0.0;1163.0;4730.0;1275.0;0.0;9356.0;0.0;0.0
68;688.0;650.58;73.42;-0.0;0.0;-0.0;8085.25;0.0;1200.0;4730.0;1275.0;610.0;9227.0;0.0;0.0
69;245.0;472.66;53.34;-0.0;0.0;-0.0;6885.25;0.0;1200.0;4730.0;1275.0;709.0;8685.0;0.0;0.0
70;27.0;423.24;47.76;-0.0;0.0;-0.0;5685.25;0.0;1200.0;4730.0;1275.0;662.0;8365.0;0.0;0.0
71;0.0;362.13;40.87;-0.0;0.0;-0.0;4485.25;0.0;1200.0;4730.0;1275.0;1201.0;8809.0;0.0;0.0
72;0.0;368.42;41.58;0.0;0.0;-0.0;3285.25;0.0;1200.0;4730.0;1275.0;1217.0;8832.0;0.0;0.0
73;0.0;387.29;43.71;0.0;0.0;-0.0;2085.25;0.0;1200.0;4730.0;1275.0;450.0;8086.0;0.0;0.0
74;0.0;330.68;37.32;0.0;0.0;-0.0;885.25;0.0;885.25;4730.0;1275.0;385.75;7644.0;0.0;0.0
75;0.0;432.22;48.78;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;835.0;7321.0;0.0;0.0
76;0.0;466.37;52.63;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;424.0;6948.0;0.0;0.0
77;0.0;434.02;48.98;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;373.0;6861.0;0.0;0.0
78;1.0;483.44;54.56;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;584.0;7128.0;0.0;0.0
79;52.0;560.72;63.28;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1052.0;7733.0;0.0;0.0
80;347.0;608.34;68.66;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1524.0;8553.0;0.0;0.0
81;812.0;673.94;76.06;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1601.0;9168.0;0.0;0.0
82;1399.0;823.11;92.89;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1255.0;9575.0;0.0;0.0
83;1941.0;942.62;106.38;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;811.0;9806.0;0.0;0.0
84;2348.0;1075.61;121.39;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;487.0;10037.0;0.0;0.0
85;2634.0;1163.67;131.33;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;215.0;10149.0;0.0;0.0
86;2759.0;1456.61;164.39;0.0;0.0;0.0;0.0;343.0;0.0;4730.0;1275.0;0.0;10042.0;0.0;0.0
87;2698.0;1639.93;185.07;-0.0;0.0;0.0;257.25;481.0;0.0;4730.0;1275.0;0.0;10047.0;0.0;0.0
88;2524.0;1858.28;209.72;-0.0;0.0;0.0;618.0;755.0;0.0;4730.0;1275.0;0.0;9842.0;0.0;0.0
89;2196.0;1945.45;219.55;-0.0;0.0;0.0;1184.25;718.0;0.0;4730.0;1275.0;0.0;9648.0;0.0;0.0
90;1727.0;2076.64;234.36;-0.0;0.0;0.0;1722.75;533.0;0.0;4730.0;1275.0;0.0;9510.0;0.0;0.0
91;1168.0;1825.93;206.07;-0.0;0.0;-0.0;2122.5;0.0;345.0;4730.0;1275.0;0.0;9550.0;0.0;0.0
92;596.0;2035.3;229.7;-0.0;0.0;-0.0;1777.5;0.0;538.0;4730.0;1275.0;0.0;9404.0;0.0;0.0
93;200.0;2224.91;251.09;-0.0;0.0;0.0;1239.5;0.0;150.0;4730.0;1275.0;0.0;8831.0;0.0;0.0
94;22.0;2318.36;261.64;-0.0;0.0;0.0;1089.5;117.0;0.0;4730.0;1275.0;0.0;8490.0;0.0;0.0
95;0.0;2370.48;267.52;-0.0;0.0;-0.0;1177.25;0.0;309.0;4730.0;1275.0;0.0;8952.0;0.0;0.0
96;0.0;2556.49;288.51;0.0;0.0;-0.0;868.25;0.0;110.0;4730.0;1275.0;0.0;8960.0;0.0;0.0
97;0.0;2491.79;281.21;0.0;0.0;0.0;758.25;631.0;0.0;4730.0;1275.0;0.0;8147.0;0.0;0.0
98;0.0;2131.45;240.55;-0.0;0.0;-0.0;1231.5;665.0;0.0;4730.0;1275.0;0.0;7712.0;0.0;0.0
99;0.0;1925.68;217.32;-0.0;0.0;0.0;1730.25;750.0;0.0;4730.0;1275.0;0.0;7398.0;0.0;0.0
100;0.0;1506.93;170.07;-0.0;0.0;0.0;2292.75;644.0;0.0;4730.0;1275.0;0.0;7038.0;0.0;0.0
101;0.0;1495.25;168.75;-0.0;0.0;0.0;2775.75;703.0;0.0;4730.0;1275.0;0.0;6966.0;0.0;0.0
102;0.0;1350.58;152.42;-0.0;0.0;0.0;3303.0;273.0;0.0;4730.0;1275.0;0.0;7235.0;0.0;0.0
103;28.0;1239.15;139.85;-0.0;0.0;-0.0;3507.75;0.0;426.0;4730.0;1275.0;0.0;7838.0;0.0;0.0
104;191.0;1212.2;136.8;0.0;0.0;-0.0;3081.75;0.0;1134.0;4730.0;1275.0;0.0;8679.0;0.0;0.0
105;470.0;1154.69;130.31;-0.0;0.0;-0.0;1947.75;0.0;1200.0;4730.0;1275.0;333.0;9293.0;0.0;0.0
106;786.0;1206.81;136.19;-0.0;0.0;-0.0;747.75;0.0;747.75;4730.0;1275.0;822.25;9704.0;0.0;0.0
107;911.0;1152.89;130.11;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1725.0;9924.0;0.0;0.0
108;1041.0;1188.83;134.17;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1749.0;10118.0;0.0;0.0
109;1057.0;1261.62;142.38;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1710.0;10176.0;0.0;0.0
110;1105.0;1181.64;133.36;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1581.0;10006.0;0.0;0.0
111;1146.0;1078.31;121.69;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1575.0;9926.0;0.0;0.0
112;1135.0;1249.04;140.96;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1103.0;9633.0;0.0;0.0
113;1023.0;1241.85;140.15;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;950.0;9360.0;0.0;0.0
114;856.0;1155.59;130.41;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1020.0;9167.0;0.0;0.0
115;583.0;1236.46;139.54;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1260.0;9224.0;0.0;0.0
116;335.0;1069.32;120.68;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1568.0;9098.0;0.0;0.0
117;104.0;1001.03;112.97;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1305.0;8528.0;0.0;0.0
118;13.0;1007.32;113.68;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1027.0;8166.0;0.0;0.0
119;0.0;843.78;95.22;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1656.0;8600.0;0.0;0.0
120;0.0;727.86;82.14;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1860.0;8675.0;0.0;0.0
121;0.0;758.41;85.59;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1081.0;7930.0;0.0;0.0
122;0.0;617.33;69.67;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;804.0;7496.0;0.0;0.0
123;0.0;496.02;55.98;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;623.0;7180.0;0.0;0.0
124;0.0;432.22;48.78;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1275.0;324.0;6810.0;0.0;0.0
125;0.0;422.34;47.66;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;252.0;6727.0;0.0;0.0
126;0.0;415.15;46.85;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;543.0;7010.0;0.0;0.0
127;25.0;398.97;45.03;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1155.0;7629.0;0.0;0.0
128;158.0;547.24;61.76;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1662.0;8434.0;0.0;0.0
129;397.0;637.1;71.9;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1275.0;1931.0;9042.0;0.0;0.0
130;646.0;700.9;79.1;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1984.0;9415.0;0.0;0.0
131;744.0;712.58;80.42;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;2052.0;9594.0;0.0;0.0
132;848.0;682.93;77.07;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;2159.0;9772.0;0.0;0.0
133;899.0;721.57;81.43;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;1275.0;2549.0;9826.0;0.0;0.0
134;977.0;757.51;85.49;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;1275.0;2251.0;9646.0;0.0;0.0
135;1036.0;742.23;83.77;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;1275.0;2090.0;9527.0;0.0;0.0
136;1038.0;848.27;95.73;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;1275.0;1666.0;9223.0;0.0;0.0
137;1050.0;787.16;88.84;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1031.0;8962.0;0.0;0.0
138;875.0;944.42;106.58;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;874.0;8805.0;0.0;0.0
139;662.0;967.78;109.22;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1275.0;1207.0;8951.0;0.0;0.0
140;369.0;989.35;111.65;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1423.0;8898.0;0.0;0.0
141;121.0;931.84;105.16;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1191.0;8354.0;0.0;0.0
142;22.0;899.49;101.51;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;971.0;7999.0;0.0;0.0
143;0.0;1015.41;114.59;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1299.0;8434.0;0.0;0.0
144;0.0;996.54;112.46;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1441.0;8555.0;0.0;0.0
145;0.0;981.26;110.74;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;841.0;7938.0;0.0;0.0
146;0.0;1111.55;125.45;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;265.0;7507.0;0.0;0.0
147;0.0;1027.99;116.01;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;1275.0;42.0;7191.0;0.0;0.0
148;0.0;947.11;106.89;0.0;0.0;0.0;0.0;240.0;0.0;4730.0;1275.0;0.0;6819.0;0.0;0.0
149;0.0;987.55;111.45;-0.0;0.0;-0.0;180.0;372.0;0.0;4730.0;1275.0;0.0;6732.0;0.0;0.0
150;0.0;1096.28;123.72;-0.0;0.0;0.0;459.0;181.0;0.0;4730.0;1275.0;0.0;7044.0;0.0;0.0
151;35.0;1136.72;128.28;-0.0;0.0;-0.0;594.75;0.0;594.75;4300.0;1275.0;185.25;7655.0;0.0;0.0
152;203.0;1151.09;129.91;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;1275.0;1373.0;8432.0;0.0;0.0
153;596.0;1381.13;155.87;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;1275.0;1317.0;9025.0;0.0;0.0
154;1016.0;1347.88;152.12;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;1275.0;1302.0;9393.0;0.0;0.0
155;1332.0;1333.51;150.49;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;720.0;9541.0;0.0;0.0
156;1582.0;1254.43;141.57;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;688.0;9671.0;0.0;0.0
157;1648.0;1228.37;138.63;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;705.0;9725.0;0.0;0.0
158;1723.0;1134.92;128.08;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;497.0;9488.0;0.0;0.0
159;1785.0;1011.81;114.19;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;394.0;9310.0;0.0;0.0
160;1758.0;966.88;109.12;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;137.0;8976.0;0.0;0.0
161;1673.0;950.71;107.29;0.0;0.0;0.0;0.0;52.0;0.0;4730.0;1275.0;0.0;8684.0;0.0;0.0
162;1367.0;881.52;99.48;-0.0;0.0;-0.0;39.0;0.0;39.0;4730.0;1275.0;178.0;8570.0;0.0;0.0
163;969.0;971.37;109.63;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1275.0;623.0;8678.0;0.0;0.0
164;494.0;970.48;109.52;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;940.0;8519.0;0.0;0.0
165;169.0;877.02;98.98;-0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;909.0;8059.0;0.0;0.0
166;22.0;780.87;88.13;-0.0;0.0;0.0;-0.0;0.0;0.0;4730.0;1275.0;882.0;7778.0;0.0;0.0
167;0.0;685.62;77.38;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1514.0;8282.0;0.0;0.0
168;0.0;584.08;65.92;0.0;0.0;-0.0;-0.0;0.0;0.0;4730.0;1275.0;1776.0;8431.0;0.0;0.0
169;0.0;584.08;65.92;0.0;0.0;0.0;826.0;0.0;826.0;4730.0;1275.0;300.0;7781.0;0.0;0.0
170;0.0;522.08;58.92;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;717.0;7303.0;0.0;0.0
171;0.0;457.38;51.62;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;406.0;6920.0;0.0;0.0
172;0.0;546.34;61.66;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1105.0;34.0;6477.0;0.0;0.0
173;0.0;482.54;54.46;0.0;0.0;0.0;0.0;13.0;0.0;4730.0;1020.0;0.0;6274.0;0.0;0.0
174;0.0;478.95;54.05;0.0;0.0;0.0;9.75;2.0;0.0;4730.0;1020.0;0.0;6281.0;0.0;0.0
175;35.0;559.82;63.18;0.0;0.0;0.0;11.25;4.0;0.0;4730.0;1020.0;0.0;6404.0;0.0;0.0
176;232.0;550.84;62.16;0.0;0.0;0.0;14.25;41.0;0.0;4730.0;1190.0;0.0;6724.0;0.0;0.0
177;601.0;613.74;69.26;0.0;0.0;0.0;45.0;0.0;2.0;4730.0;1275.0;0.0;7291.0;0.0;0.0
178;1072.0;708.09;79.91;0.0;0.0;0.0;43.0;0.0;15.0;4730.0;1190.0;0.0;7795.0;0.0;0.0
179;1301.0;792.56;89.44;0.0;0.0;0.0;28.0;3.0;0.0;4730.0;1105.0;0.0;8015.0;0.0;0.0
180;1528.0;847.37;95.63;0.0;0.0;0.0;30.25;0.0;30.25;4730.0;935.0;0.75;8167.0;0.0;0.0
181;1638.0;868.94;98.06;0.0;0.0;0.0;0.0;16.0;0.0;4730.0;1105.0;0.0;8424.0;0.0;0.0
182;1717.0;859.95;97.05;0.0;0.0;0.0;12.0;20.0;0.0;4730.0;680.0;0.0;8064.0;0.0;0.0
183;1818.0;801.54;90.46;0.0;0.0;0.0;27.0;11.0;0.0;4730.0;340.0;0.0;7769.0;0.0;0.0
184;1770.0;840.18;94.82;0.0;0.0;0.0;35.25;0.0;15.0;4730.0;0.0;0.0;7450.0;0.0;0.0
185;1645.0;873.43;98.57;0.0;0.0;0.0;20.25;111.0;0.0;4730.0;0.0;0.0;7236.0;0.0;0.0
186;1323.0;1013.61;114.39;0.0;0.0;0.0;103.5;1.0;0.0;4730.0;0.0;0.0;7180.0;0.0;0.0
187;924.0;1082.8;122.2;0.0;0.0;0.0;104.25;0.0;104.25;4730.0;425.0;7.75;7396.0;0.0;0.0
188;485.0;1058.54;119.46;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1020.0;1.0;7414.0;0.0;0.0
189;159.0;979.46;110.54;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1105.0;48.0;7132.0;0.0;0.0
190;22.0;1093.58;123.42;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1020.0;23.0;7012.0;0.0;0.0
191;0.0;960.59;108.41;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;592.0;7666.0;0.0;0.0
192;0.0;989.35;111.65;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;826.0;7932.0;0.0;0.0
193;0.0;1062.13;119.87;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;154.0;7341.0;0.0;0.0
194;0.0;756.61;85.39;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;1275.0;67.0;6914.0;0.0;0.0
195;0.0;928.24;104.76;0.0;0.0;0.0;0.0;0.0;0.0;4730.0;763.0;0.0;6526.0;0.0;0.0
196;0.0;1026.19;115.81;0.0;0.0;0.0;0.0;27.0;0.0;4730.0;239.0;0.0;6084.0;0.0;0.0
197;0.0;1077.41;121.59;0.0;0.0;0.0;20.25;68.0;0.0;4730.0;0.0;0.0;5861.0;0.0;0.0
198;0.0;1093.58;123.42;0.0;0.0;0.0;71.25;179.0;0.0;4730.0;0.0;0.0;5768.0;0.0;0.0
199;42.0;1116.05;125.95;0.0;0.0;0.0;205.5;291.0;0.0;4730.0;0.0;0.0;5723.0;0.0;0.0
200;242.0;1134.02;127.98;0.0;0.0;0.0;423.75;346.0;0.0;4730.0;0.0;0.0;5888.0;0.0;0.0
201;644.0;1133.12;127.88;0.0;0.0;0.0;683.25;293.0;0.0;4730.0;0.0;0.0;6342.0;0.0;0.0
202;1145.0;1213.1;136.9;0.0;0.0;0.0;903.0;404.0;0.0;4730.0;0.0;0.0;6821.0;0.0;0.0
203;1560.0;1329.01;149.99;0.0;0.0;0.0;1206.0;640.0;0.0;4730.0;0.0;0.0;7129.0;0.0;0.0
204;1812.0;1676.77;189.23;0.0;0.0;0.0;1686.0;1016.0;0.0;4730.0;0.0;0.0;7392.0;0.0;0.0
205;1851.0;1869.96;211.04;0.0;0.0;0.0;2448.0;943.0;0.0;4730.0;0.0;0.0;7719.0;0.0;0.0
