t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load;Defailance;Exces
1977;294.93;722.47;81.53;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1877.07;9411.0;0.0;0.0
1978;1101.45;808.73;91.27;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1264.55;9701.0;0.0;0.0
1979;1912.16;863.54;97.46;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;520.84;9829.0;0.0;0.0
1980;2429.34;935.43;105.57;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;72.66;9978.0;0.0;0.0
1981;2714.49;948.01;106.99;0.0;0.0;0.0;0.0;28.49;0.0;5160.0;1105.0;0.0;10006.0;0.0;0.0
1982;2812.33;850.07;95.93;-0.0;0.0;0.0;21.37;2.33;0.0;5160.0;935.0;0.0;9851.0;0.0;0.0
1983;2808.14;964.19;108.81;-0.0;0.0;-0.0;23.12;0.0;12.86;5160.0;765.0;0.0;9819.0;0.0;0.0
1984;2604.06;1015.41;114.59;0.0;0.0;0.0;10.26;53.06;0.0;5160.0;765.0;0.0;9606.0;0.0;0.0
1985;2152.58;1068.42;120.58;-0.0;0.0;0.0;50.05;348.58;0.0;5160.0;1275.0;0.0;9428.0;0.0;0.0
1986;1401.97;1107.06;124.94;-0.0;0.0;-0.0;311.49;0.0;264.03;5160.0;1275.0;0.0;9333.0;0.0;0.0
1987;519.97;855.46;96.54;-0.0;0.0;-0.0;47.46;0.0;47.46;5160.0;1275.0;1562.56;9517.0;0.0;0.0
1988;57.31;708.09;79.91;-0.0;0.0;0.0;-0.0;0.0;0.0;5160.0;1275.0;2252.69;9533.0;0.0;0.0
1989;0.0;698.2;78.8;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1989.0;9201.0;0.0;0.0
1990;0.0;672.14;75.86;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1368.0;8551.0;0.0;0.0
1991;0.0;678.43;76.57;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1458.0;8648.0;0.0;0.0
1992;0.0;617.33;69.67;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1545.0;8667.0;0.0;0.0
1993;0.0;553.53;62.47;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;896.0;7947.0;0.0;0.0
1994;0.0;673.04;75.96;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;357.0;7541.0;0.0;0.0
1995;0.0;719.77;81.23;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;14.0;7250.0;0.0;0.0
1996;0.0;629.01;70.99;0.0;0.0;0.0;0.0;50.0;0.0;5160.0;1105.0;0.0;6915.0;0.0;0.0
1997;0.0;663.16;74.84;-0.0;0.0;0.0;37.5;331.0;0.0;5160.0;1275.0;0.0;6842.0;0.0;0.0
1998;0.0;774.58;87.42;-0.0;0.0;0.0;285.75;82.0;0.0;5160.0;1275.0;0.0;7215.0;0.0;0.0
1999;0.0;689.22;77.78;-0.0;0.0;-0.0;347.25;0.0;347.25;5160.0;1275.0;659.75;8209.0;0.0;0.0
2000;19.57;674.84;76.16;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1766.43;8972.0;0.0;0.0
2001;227.84;673.04;75.96;-0.0;0.0;0.0;-0.0;0.0;0.0;5160.0;1275.0;1915.16;9327.0;0.0;0.0
2002;965.87;673.04;75.96;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1468.13;9618.0;0.0;0.0
2003;1726.26;756.61;85.39;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;708.74;9712.0;0.0;0.0
2004;2309.13;725.16;81.84;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;292.87;9844.0;0.0;0.0
2005;2789.97;825.8;93.2;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1020.0;0.03;9889.0;0.0;0.0
2006;3037.38;1137.61;128.39;0.0;0.0;0.0;0.0;36.38;0.0;5160.0;255.0;0.0;9682.0;0.0;0.0
2007;3077.91;1197.82;135.18;-0.0;0.0;-0.0;27.28;0.0;24.09;5160.0;0.0;0.0;9595.0;0.0;0.0
2008;2817.92;1125.03;126.97;-0.0;0.0;0.0;3.19;32.92;0.0;5160.0;170.0;0.0;9367.0;0.0;0.0
2009;2328.7;935.43;105.57;-0.0;0.0;0.0;27.89;651.7;0.0;5160.0;1275.0;0.0;9153.0;0.0;0.0
2010;1484.44;897.69;101.31;-0.0;0.0;-0.0;516.66;0.0;180.56;5160.0;1275.0;0.0;9099.0;0.0;0.0
2011;553.52;690.12;77.88;-0.0;0.0;-0.0;336.1;0.0;336.1;5160.0;1275.0;1091.38;9184.0;0.0;0.0
2012;69.89;558.02;62.98;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;2052.11;9178.0;0.0;0.0
2013;0.0;571.5;64.5;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1908.0;8979.0;0.0;0.0
2014;0.0;609.24;68.76;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1318.0;8431.0;0.0;0.0
2015;0.0;725.16;81.84;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1358.0;8600.0;0.0;0.0
2016;0.0;764.7;86.3;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1325.0;8611.0;0.0;0.0
2017;0.0;829.4;93.6;0.0;0.0;0.0;1143.0;0.0;1055.0;5160.0;680.0;0.0;7818.0;0.0;0.0
2018;0.0;751.22;84.78;0.0;0.0;-0.0;88.0;0.0;85.0;5160.0;1275.0;0.0;7356.0;0.0;0.0
2019;0.0;767.4;86.6;0.0;0.0;0.0;3.0;24.0;0.0;5160.0;1020.0;0.0;7010.0;0.0;0.0
2020;0.0;881.52;99.48;-0.0;0.0;-0.0;21.0;0.0;21.0;5160.0;425.0;14.0;6601.0;0.0;0.0
2021;0.0;815.02;91.98;0.0;0.0;-0.0;0.0;69.0;0.0;5160.0;425.0;0.0;6423.0;0.0;0.0
2022;0.0;816.82;92.18;-0.0;0.0;0.0;51.75;10.0;0.0;5160.0;425.0;0.0;6484.0;0.0;0.0
2023;0.0;939.03;105.97;-0.0;0.0;-0.0;59.25;0.0;53.0;5160.0;510.0;0.0;6768.0;0.0;0.0
2024;23.8;1053.15;118.85;-0.0;0.0;0.0;6.25;66.8;0.0;5160.0;680.0;0.0;6969.0;0.0;0.0
2025;265.98;1188.83;134.17;-0.0;0.0;0.0;56.35;35.98;0.0;5160.0;765.0;0.0;7478.0;0.0;0.0
2026;1040.12;1461.11;164.89;0.0;0.0;-0.0;83.33;29.12;0.0;5160.0;255.0;0.0;8052.0;0.0;0.0
2027;1762.46;1807.06;203.94;0.0;0.0;-0.0;105.17;629.46;0.0;5160.0;0.0;0.0;8304.0;0.0;0.0
2028;2241.23;2344.42;264.58;-0.0;0.0;-0.0;577.27;1200.0;0.0;4863.77;0.0;0.0;8514.0;0.0;0.0
2029;2524.01;2621.18;295.82;-0.0;0.0;-0.0;1477.27;1200.0;0.0;4628.99;0.0;0.0;8870.0;0.0;0.0
2030;2626.2;2976.13;335.87;-0.0;0.0;-0.0;2377.27;1200.0;0.0;3809.8;0.0;0.0;8548.0;0.0;0.0
2031;2591.2;3241.21;365.79;-0.0;0.0;-0.0;3277.27;1200.0;0.0;3347.8;0.0;0.0;8346.0;0.0;0.0
2032;2360.22;3411.94;385.06;-0.0;0.0;-0.0;4177.27;1200.0;0.0;3130.78;0.0;0.0;8088.0;0.0;0.0
2033;1896.85;3446.99;389.01;-0.0;0.0;0.0;5077.27;1200.0;0.0;3344.15;0.0;0.0;7877.0;0.0;0.0
2034;1195.51;3245.7;366.3;-0.0;0.0;0.0;5977.27;1200.0;0.0;4176.49;0.0;0.0;7784.0;0.0;0.0
2035;460.56;2856.61;322.39;-0.0;0.0;-0.0;6877.27;925.56;0.0;5160.0;0.0;0.0;7874.0;0.0;0.0
2036;51.8;2295.0;259.0;-0.0;0.0;-0.0;7571.44;0.0;291.2;5160.0;0.0;0.0;8057.0;0.0;0.0
2037;0.0;1901.41;214.59;-0.0;0.0;0.0;7280.24;0.0;848.0;5160.0;0.0;0.0;8124.0;0.0;0.0
2038;0.0;1654.3;186.7;-0.0;0.0;-0.0;6432.24;0.0;734.0;5160.0;0.0;0.0;7735.0;0.0;0.0
2039;0.0;1538.38;173.62;-0.0;0.0;-0.0;5698.24;0.0;1135.0;5160.0;0.0;0.0;8007.0;0.0;0.0
2040;0.0;1643.52;185.48;-0.0;0.0;0.0;4563.24;0.0;1143.0;5160.0;0.0;0.0;8132.0;0.0;0.0
2041;0.0;1653.4;186.6;-0.0;0.0;0.0;3420.24;0.0;481.0;5160.0;0.0;0.0;7481.0;0.0;0.0
2042;0.0;1443.13;162.87;0.0;0.0;-0.0;2939.24;0.0;273.0;5160.0;0.0;0.0;7039.0;0.0;0.0
2043;0.0;1387.42;156.58;0.0;0.0;-0.0;2666.24;44.0;0.0;5160.0;0.0;0.0;6660.0;0.0;0.0
2044;0.0;1636.33;184.67;-0.0;0.0;-0.0;2699.24;755.0;0.0;5160.0;0.0;0.0;6226.0;0.0;0.0
2045;0.0;1557.25;175.75;0.0;0.0;-0.0;3265.49;883.0;0.0;5160.0;0.0;0.0;6010.0;0.0;0.0
2046;0.0;1378.44;155.56;-0.0;0.0;0.0;3927.74;728.0;0.0;5160.0;0.0;0.0;5966.0;0.0;0.0
2047;0.0;1541.08;173.92;0.0;0.0;-0.0;4473.74;785.0;0.0;5160.0;0.0;0.0;6090.0;0.0;0.0
2048;14.0;1603.08;180.92;0.0;0.0;-0.0;5062.49;832.0;0.0;5160.0;0.0;0.0;6126.0;0.0;0.0
2049;186.19;1823.24;205.76;0.0;0.0;-0.0;5686.49;857.19;0.0;5160.0;0.0;0.0;6518.0;0.0;0.0
2050;814.74;1662.39;187.61;-0.0;0.0;0.0;6329.38;698.74;0.0;5160.0;0.0;0.0;7126.0;0.0;0.0
2051;1401.29;1833.12;206.88;0.0;0.0;-0.0;6853.43;1067.29;0.0;5160.0;0.0;0.0;7534.0;0.0;0.0
2052;1819.86;1950.84;220.16;0.0;0.0;-0.0;7653.9;1200.0;0.0;5089.14;0.0;0.0;7880.0;0.0;0.0
2053;2000.45;2054.17;231.83;-0.0;0.0;-0.0;8553.9;1176.45;0.0;5160.0;0.0;0.0;8270.0;0.0;0.0
2054;2120.84;2173.69;245.31;0.0;0.0;-0.0;9436.24;1200.0;0.0;4530.16;0.0;0.0;7870.0;0.0;0.0
2055;2204.83;1955.33;220.67;-0.0;0.0;0.0;10336.24;1200.0;0.0;4380.17;0.0;0.0;7561.0;0.0;0.0
2056;2073.24;1963.42;221.58;-0.0;0.0;0.0;11236.24;1200.0;0.0;4226.76;0.0;0.0;7285.0;0.0;0.0
2057;1790.46;1837.61;207.39;-0.0;0.0;0.0;12136.24;1200.0;0.0;4488.54;0.0;0.0;7124.0;0.0;0.0
2058;1136.71;1532.09;172.91;-0.0;0.0;-0.0;13036.24;853.71;0.0;5160.0;0.0;0.0;7148.0;0.0;0.0
2059;419.97;1421.57;160.43;-0.0;0.0;-0.0;13676.52;0.0;258.03;5160.0;0.0;0.0;7420.0;0.0;0.0
2060;32.2;1406.29;158.71;-0.0;0.0;-0.0;13418.49;0.0;1125.8;5160.0;0.0;0.0;7883.0;0.0;0.0
2061;0.0;1232.86;139.14;-0.0;0.0;-0.0;12292.68;0.0;587.0;5160.0;1020.0;0.0;8139.0;0.0;0.0
2062;0.0;1201.41;135.59;-0.0;0.0;0.0;11705.68;13.0;0.0;5160.0;1275.0;0.0;7759.0;0.0;0.0
2063;0.0;1203.21;135.79;-0.0;0.0;0.0;11715.43;0.0;167.0;5160.0;1275.0;0.0;7941.0;0.0;0.0
2064;0.0;1269.71;143.29;-0.0;0.0;0.0;11548.43;0.0;172.0;5160.0;1275.0;0.0;8020.0;0.0;0.0
2065;0.0;1549.17;174.83;-0.0;0.0;0.0;11376.43;19.0;0.0;5160.0;510.0;0.0;7375.0;0.0;0.0
2066;0.0;1770.22;199.78;0.0;0.0;0.0;11390.68;114.0;0.0;5160.0;0.0;0.0;7016.0;0.0;0.0
2067;0.0;1667.78;188.22;-0.0;0.0;0.0;11476.18;299.0;0.0;5160.0;0.0;0.0;6717.0;0.0;0.0
2068;0.0;1747.76;197.24;-0.0;0.0;0.0;11700.43;717.0;0.0;5160.0;0.0;0.0;6388.0;0.0;0.0
2069;0.0;1829.53;206.47;-0.0;0.0;0.0;12238.18;808.0;0.0;5160.0;0.0;0.0;6388.0;0.0;0.0
2070;0.0;1780.11;200.89;-0.0;0.0;0.0;12844.18;256.0;0.0;5160.0;0.0;0.0;6885.0;0.0;0.0
2071;0.0;1727.09;194.91;-0.0;0.0;-0.0;13036.18;0.0;41.0;5160.0;850.0;0.0;7973.0;0.0;0.0
2072;7.0;1566.24;176.76;-0.0;0.0;0.0;12995.18;0.0;596.0;5160.0;1275.0;0.0;8781.0;0.0;0.0
2073;131.59;1515.92;171.08;-0.0;0.0;-0.0;12399.18;0.0;914.41;5160.0;1275.0;0.0;9168.0;0.0;0.0
2074;650.95;1731.58;195.42;0.0;0.0;-0.0;11484.77;0.0;507.05;5160.0;1275.0;0.0;9520.0;0.0;0.0
2075;1171.71;1751.35;197.65;0.0;0.0;0.0;10977.72;0.0;120.29;5160.0;1275.0;0.0;9676.0;0.0;0.0
2076;1521.68;1904.11;214.89;-0.0;0.0;-0.0;10857.43;0.0;42.32;5160.0;1020.0;0.0;9863.0;0.0;0.0
2077;1678.47;1899.62;214.38;-0.0;0.0;0.0;10815.12;13.47;0.0;5160.0;1020.0;0.0;9959.0;0.0;0.0
2078;1833.86;1923.88;217.12;-0.0;0.0;0.0;10825.22;0.0;32.14;5160.0;680.0;0.0;9847.0;0.0;0.0
2079;1847.86;1807.96;204.04;-0.0;0.0;0.0;10793.08;38.86;0.0;5160.0;850.0;0.0;9831.0;0.0;0.0
2080;1717.67;1946.34;219.66;-0.0;0.0;0.0;10822.22;4.67;0.0;5160.0;595.0;0.0;9634.0;0.0;0.0
2081;1370.49;1780.11;200.89;-0.0;0.0;0.0;10825.72;14.49;0.0;5160.0;935.0;0.0;9432.0;0.0;0.0
2082;825.94;1754.94;198.06;-0.0;0.0;0.0;10836.59;0.0;112.06;5160.0;1275.0;0.0;9326.0;0.0;0.0
2083;272.98;1396.41;157.59;-0.0;0.0;-0.0;10724.53;0.0;1200.0;5160.0;1275.0;36.02;9498.0;0.0;0.0
2084;29.4;1448.53;163.47;-0.0;0.0;-0.0;9524.53;0.0;1200.0;5160.0;1275.0;329.6;9606.0;0.0;0.0
2085;0.0;1459.31;164.69;-0.0;0.0;0.0;8324.53;0.0;1177.0;5160.0;1275.0;0.0;9236.0;0.0;0.0
2086;0.0;1470.99;166.01;0.0;0.0;-0.0;7147.53;0.0;478.0;5160.0;1275.0;0.0;8550.0;0.0;0.0
2087;0.0;1350.58;152.42;-0.0;0.0;-0.0;6669.53;0.0;733.0;5160.0;1275.0;0.0;8671.0;0.0;0.0
2088;0.0;1396.41;157.59;-0.0;0.0;-0.0;5936.53;0.0;689.0;5160.0;1275.0;0.0;8678.0;0.0;0.0
2089;0.0;1324.52;149.48;-0.0;0.0;-0.0;5247.53;0.0;120.0;5160.0;1275.0;0.0;8029.0;0.0;0.0
2090;0.0;1585.11;178.89;-0.0;0.0;0.0;5127.53;48.0;0.0;5160.0;765.0;0.0;7641.0;0.0;0.0
2091;0.0;1821.44;205.56;0.0;0.0;-0.0;5163.53;13.0;0.0;5160.0;170.0;0.0;7344.0;0.0;0.0
2092;0.0;1953.53;220.47;-0.0;0.0;-0.0;5173.28;335.0;0.0;5160.0;0.0;0.0;6999.0;0.0;0.0
2093;0.0;2026.32;228.68;0.0;0.0;-0.0;5424.53;463.0;0.0;5160.0;0.0;0.0;6952.0;0.0;0.0
2094;0.0;1974.2;222.8;-0.0;0.0;0.0;5771.78;28.0;0.0;5160.0;0.0;0.0;7329.0;0.0;0.0
2095;0.0;1941.85;219.15;-0.0;0.0;0.0;5792.78;4.0;0.0;5160.0;1020.0;0.0;8337.0;0.0;0.0
2096;5.6;1660.59;187.41;-0.0;0.0;-0.0;5795.78;0.0;895.4;5160.0;1275.0;0.0;9184.0;0.0;0.0
2097;180.59;1604.88;181.12;-0.0;0.0;-0.0;4900.38;0.0;1120.41;5160.0;1275.0;0.0;9522.0;0.0;0.0
2098;772.74;1513.22;170.78;-0.0;0.0;-0.0;3779.96;0.0;936.26;5160.0;1275.0;0.0;9828.0;0.0;0.0
2099;1593.08;1435.05;161.95;-0.0;0.0;-0.0;2843.7;0.0;352.92;5160.0;1275.0;0.0;9978.0;0.0;0.0
2100;2102.64;1532.99;173.01;-0.0;0.0;0.0;2490.78;4.64;0.0;5160.0;1190.0;0.0;10154.0;0.0;0.0
2101;2350.42;1528.5;172.5;-0.0;0.0;0.0;2494.26;1.42;0.0;5160.0;1020.0;0.0;10230.0;0.0;0.0
2102;2504.41;1481.77;167.23;-0.0;0.0;0.0;2495.32;0.0;28.59;5160.0;765.0;0.0;10107.0;0.0;0.0
2103;2440.01;1409.89;159.11;-0.0;0.0;-0.0;2466.73;0.0;9.99;5160.0;935.0;0.0;10114.0;0.0;0.0
2104;2160.03;1352.38;152.62;0.0;0.0;0.0;2456.74;0.0;13.97;5160.0;1105.0;0.0;9944.0;0.0;0.0
2105;1649.07;1067.52;120.48;-0.0;0.0;0.0;2442.78;0.0;491.93;5160.0;1275.0;0.0;9764.0;0.0;0.0
2106;935.13;886.01;99.99;-0.0;0.0;-0.0;1950.85;0.0;1200.0;5160.0;1275.0;92.87;9649.0;0.0;0.0
2107;319.18;541.85;61.15;0.0;0.0;-0.0;750.85;0.0;750.85;5160.0;1275.0;1660.98;9769.0;0.0;0.0
2108;19.6;286.65;32.35;-0.0;0.0;0.0;0.0;0.0;-0.0;5160.0;1275.0;3108.4;9882.0;0.0;0.0
2109;0.0;265.08;29.92;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;2737.0;9467.0;0.0;0.0
2110;0.0;349.55;39.45;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1945.0;8769.0;0.0;0.0
2111;0.0;386.39;43.61;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;2023.0;8888.0;0.0;0.0
2112;0.0;485.24;54.76;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1902.0;8877.0;0.0;0.0
2113;0.0;550.84;62.16;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1031.0;8079.0;0.0;0.0
2114;0.0;750.32;84.68;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;419.0;7689.0;0.0;0.0
2115;0.0;815.02;91.98;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;50.0;7392.0;0.0;0.0
2116;0.0;845.57;95.43;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;935.0;12.0;7048.0;0.0;0.0
2117;0.0;955.2;107.8;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;765.0;13.0;7001.0;0.0;0.0
2118;0.0;964.19;108.81;0.0;0.0;0.0;0.0;48.0;0.0;5160.0;1190.0;0.0;7375.0;0.0;0.0
2119;0.0;1044.16;117.84;-0.0;0.0;-0.0;36.0;0.0;36.0;5160.0;1275.0;745.0;8378.0;0.0;0.0
2120;9.8;1077.41;121.59;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1587.2;9231.0;0.0;0.0
2121;173.59;1085.5;122.5;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1752.41;9569.0;0.0;0.0
2122;775.54;1251.73;141.27;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1277.46;9881.0;0.0;0.0
2123;1451.69;1483.57;167.43;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;498.31;10036.0;0.0;0.0
2124;1899.65;1620.16;182.84;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;73.35;10211.0;0.0;0.0
2125;2020.04;1887.94;213.06;-0.0;0.0;0.0;0.0;16.04;0.0;5160.0;1020.0;0.0;10285.0;0.0;0.0
2126;2074.64;2009.25;226.75;-0.0;0.0;-0.0;12.03;0.0;8.36;5160.0;680.0;0.0;10159.0;0.0;0.0
2127;1934.65;2104.5;237.5;0.0;0.0;-0.0;3.67;0.0;3.67;5160.0;680.0;45.68;10166.0;0.0;0.0
2128;1692.47;2023.62;228.38;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;850.0;38.53;9993.0;0.0;0.0
2129;1296.3;1939.16;218.84;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1190.0;3.7;9808.0;0.0;0.0
2130;727.94;1780.11;200.89;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;542.06;9686.0;0.0;0.0
2131;230.98;1603.08;180.92;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1346.02;9796.0;0.0;0.0
2132;28.0;1411.68;159.32;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1868.0;9902.0;0.0;0.0
2133;0.0;1264.31;142.69;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1643.0;9485.0;0.0;0.0
2134;0.0;1354.17;152.83;-0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;844.0;8786.0;0.0;0.0
2135;0.0;1261.62;142.38;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1066.0;8905.0;0.0;0.0
2136;0.0;1172.66;132.34;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;1151.0;8891.0;0.0;0.0
2137;0.0;1097.18;123.82;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;433.0;8089.0;0.0;0.0
2138;0.0;1154.69;130.31;0.0;0.0;0.0;0.0;22.0;0.0;5160.0;1275.0;0.0;7698.0;0.0;0.0
2139;0.0;1265.21;142.79;-0.0;0.0;0.0;16.5;18.0;0.0;5160.0;850.0;0.0;7400.0;0.0;0.0
2140;0.0;1389.22;156.78;-0.0;0.0;-0.0;30.0;0.0;9.0;5160.0;340.0;0.0;7055.0;0.0;0.0
2141;0.0;1367.65;154.35;-0.0;0.0;0.0;21.0;15.0;0.0;5160.0;340.0;0.0;7007.0;0.0;0.0
2142;0.0;1437.74;162.26;-0.0;0.0;0.0;32.25;61.0;0.0;5160.0;680.0;0.0;7379.0;0.0;0.0
2143;0.0;1365.86;154.14;-0.0;0.0;-0.0;78.0;0.0;78.0;5160.0;1275.0;346.0;8379.0;0.0;0.0
2144;1.4;1224.78;138.22;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1428.6;9228.0;0.0;0.0
2145;117.59;892.3;100.7;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;2016.41;9562.0;0.0;0.0
2146;660.75;883.31;99.69;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1787.25;9866.0;0.0;0.0
2147;1250.1;734.15;82.85;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1508.9;10011.0;0.0;0.0
2148;1629.47;634.4;71.6;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1406.53;10177.0;0.0;0.0
2149;1852.06;512.2;57.8;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1385.94;10243.0;0.0;0.0
2150;2010.24;509.5;57.5;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1097.76;10110.0;0.0;0.0
2151;2203.43;631.71;71.29;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;767.57;10109.0;0.0;0.0
2152;2063.44;678.43;76.57;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;679.56;9933.0;0.0;0.0
2153;1727.47;874.33;98.67;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;615.53;9751.0;0.0;0.0
2154;1006.52;1092.68;123.32;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;979.48;9637.0;0.0;0.0
2155;330.37;1175.35;132.65;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1688.63;9762.0;0.0;0.0
2156;33.6;1446.73;163.27;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1799.4;9878.0;0.0;0.0
2157;0.0;1660.59;187.41;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;1183.0;9466.0;0.0;0.0
2158;0.0;1679.46;189.54;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;466.0;8770.0;0.0;0.0
2159;0.0;1768.42;199.58;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;486.0;8889.0;0.0;0.0
2160;0.0;1807.96;204.04;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;429.0;8876.0;0.0;0.0
2161;0.0;1823.24;205.76;0.0;0.0;0.0;0.0;8.0;0.0;5160.0;935.0;0.0;8116.0;0.0;0.0
2162;0.0;1487.17;167.83;-0.0;0.0;0.0;6.0;29.0;0.0;5160.0;935.0;0.0;7721.0;0.0;0.0
2163;0.0;1488.06;167.94;-0.0;0.0;-0.0;27.75;0.0;12.0;5160.0;595.0;0.0;7423.0;0.0;0.0
2164;0.0;1444.93;163.07;-0.0;0.0;-0.0;15.75;0.0;15.75;5160.0;255.0;21.25;7060.0;0.0;0.0
2165;0.0;1425.16;160.84;0.0;0.0;0.0;0.0;11.0;0.0;5160.0;255.0;0.0;6990.0;0.0;0.0
2166;0.0;1322.72;149.28;-0.0;0.0;-0.0;8.25;0.0;8.25;5160.0;680.0;29.75;7350.0;0.0;0.0
2167;0.0;1599.49;180.51;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;131.0;8346.0;0.0;0.0
2168;8.4;1674.97;189.03;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;879.6;9187.0;0.0;0.0
2169;200.18;1808.86;204.14;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;833.82;9482.0;0.0;0.0
2170;830.14;1764.83;199.17;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;1275.0;573.86;9803.0;0.0;0.0
2171;1699.47;1597.69;180.31;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;1275.0;33.53;9946.0;0.0;0.0
2172;2344.82;1461.11;164.89;0.0;0.0;-0.0;0.0;56.82;0.0;5160.0;1020.0;0.0;10094.0;0.0;0.0
2173;2673.79;1576.13;177.87;-0.0;0.0;-0.0;42.61;0.0;0.21;5160.0;595.0;0.0;10183.0;0.0;0.0
2174;2820.78;1458.41;164.59;-0.0;0.0;0.0;42.41;2.78;0.0;5160.0;425.0;0.0;10026.0;0.0;0.0
2175;2773.19;1604.88;181.12;-0.0;0.0;0.0;44.5;28.19;0.0;5160.0;340.0;0.0;10031.0;0.0;0.0
2176;2522.61;1710.91;193.09;-0.0;0.0;-0.0;65.63;0.0;29.39;5160.0;255.0;0.0;9871.0;0.0;0.0
2177;2022.84;1814.25;204.75;-0.0;0.0;0.0;36.24;18.84;0.0;5160.0;510.0;0.0;9693.0;0.0;0.0
