t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;Load;Defailance;Exces
186;1323.0;1013.61;114.39;0.0;0.0;0.0;792.75;431.0;0.0;5160.0;0.0;0.0;7.55896933e6;7180.0;0.0;0.0
187;924.0;1082.8;122.2;0.0;0.0;0.0;1116.0;0.0;107.0;5160.0;0.0;0.0;7.54864933e6;7396.0;0.0;0.0
188;485.0;1058.54;119.46;0.0;0.0;0.0;1009.0;0.0;591.0;5160.0;0.0;0.0;7.53832933e6;7414.0;0.0;0.0
189;159.0;979.46;110.54;0.0;0.0;0.0;418.0;0.0;418.0;5160.0;255.0;50.0;7.52749933e6;7132.0;0.0;0.0
190;22.0;1093.58;123.42;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;595.0;18.0;7.51598933e6;7012.0;0.0;0.0
191;0.0;960.59;108.41;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;587.0;7.50396933e6;7666.0;0.0;0.0
192;0.0;989.35;111.65;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;821.0;7.49194933e6;7932.0;0.0;0.0
193;0.0;1062.13;119.87;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;149.0;7.47992933e6;7341.0;0.0;0.0
194;0.0;756.61;85.39;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;425.0;487.0;7.46875933e6;6914.0;0.0;0.0
195;0.0;928.24;104.76;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;333.0;0.0;7.45777333e6;6526.0;0.0;0.0
196;0.0;1026.19;115.81;0.0;0.0;0.0;0.0;218.0;0.0;5160.0;0.0;0.0;7.44745333e6;6084.0;0.0;0.0
197;0.0;1077.41;121.59;0.0;0.0;0.0;163.5;498.0;0.0;5160.0;0.0;0.0;7.43713333e6;5861.0;0.0;0.0
198;0.0;1093.58;123.42;0.0;0.0;0.0;537.0;609.0;0.0;5160.0;0.0;0.0;7.42681333e6;5768.0;0.0;0.0
199;42.0;1116.05;125.95;0.0;0.0;0.0;993.75;721.0;0.0;5160.0;0.0;0.0;7.41649333e6;5723.0;0.0;0.0
200;242.0;1134.02;127.98;0.0;0.0;0.0;1534.5;776.0;0.0;5160.0;0.0;0.0;7.40617333e6;5888.0;0.0;0.0
201;644.0;1133.12;127.88;0.0;0.0;0.0;2116.5;723.0;0.0;5160.0;0.0;0.0;7.39585333e6;6342.0;0.0;0.0
202;1145.0;1213.1;136.9;0.0;0.0;0.0;2658.75;834.0;0.0;5160.0;0.0;0.0;7.38553333e6;6821.0;0.0;0.0
203;1560.0;1329.01;149.99;0.0;0.0;0.0;3284.25;1070.0;0.0;5160.0;0.0;0.0;7.37521333e6;7129.0;0.0;0.0
204;1812.0;1676.77;189.23;0.0;0.0;0.0;4086.75;1200.0;0.0;4914.0;0.0;0.0;7.36538533e6;7392.0;0.0;0.0
205;1851.0;1869.96;211.04;0.0;0.0;0.0;4986.75;1200.0;0.0;4987.0;0.0;0.0;7.35541133e6;7719.0;0.0;0.0
206;1895.0;1932.87;218.13;0.0;0.0;0.0;5886.75;1200.0;0.0;4495.0;0.0;0.0;7.34642133e6;7341.0;0.0;0.0
207;1906.0;1847.5;208.5;0.0;0.0;0.0;6786.75;1200.0;0.0;4224.0;0.0;0.0;7.33797333e6;6986.0;0.0;0.0
208;1854.0;2093.71;236.29;0.0;0.0;0.0;7686.75;1200.0;0.0;3693.0;0.0;0.0;7.33058733e6;6677.0;0.0;0.0
209;1664.0;2212.33;249.67;0.0;0.0;0.0;8586.75;1200.0;0.0;3574.0;0.0;0.0;7.32343933e6;6500.0;0.0;0.0
210;1344.0;2481.9;280.1;0.0;0.0;0.0;9486.75;1200.0;0.0;3606.0;0.0;0.0;7.31622733e6;6512.0;0.0;0.0
211;906.0;2533.12;285.88;0.0;0.0;0.0;10386.75;1200.0;0.0;4302.0;0.0;0.0;7.30762333e6;6827.0;0.0;0.0
212;460.0;2512.46;283.54;0.0;0.0;0.0;11286.75;1200.0;0.0;5061.0;0.0;0.0;7.29750133e6;7117.0;0.0;0.0
213;144.0;2543.91;287.09;0.0;0.0;0.0;12186.75;1041.0;0.0;5160.0;0.0;0.0;7.28718133e6;7094.0;0.0;0.0
214;15.0;2394.74;270.26;0.0;0.0;0.0;12967.5;769.0;0.0;5160.0;0.0;0.0;7.27686133e6;7071.0;0.0;0.0
215;0.0;2071.25;233.75;0.0;0.0;0.0;13544.25;0.0;225.0;5160.0;0.0;0.0;7.26654133e6;7690.0;0.0;0.0
216;0.0;1862.78;210.22;0.0;0.0;0.0;13319.25;0.0;656.0;5160.0;0.0;0.0;7.25622133e6;7889.0;0.0;0.0
217;0.0;2499.87;282.13;0.0;0.0;0.0;12663.25;697.0;0.0;5160.0;0.0;0.0;7.24590133e6;7245.0;0.0;0.0
218;0.0;2429.79;274.21;0.0;0.0;0.0;13186.0;1024.0;0.0;5160.0;0.0;0.0;7.23558133e6;6840.0;0.0;0.0
219;0.0;2166.5;244.5;0.0;0.0;0.0;13954.0;1036.0;0.0;5160.0;0.0;0.0;7.22526133e6;6535.0;0.0;0.0
220;0.0;1940.95;219.05;0.0;0.0;0.0;14731.0;1111.0;0.0;5160.0;0.0;0.0;7.21494133e6;6209.0;0.0;0.0
221;0.0;1799.87;203.13;0.0;0.0;0.0;15564.25;945.0;0.0;5160.0;0.0;0.0;7.20462133e6;6218.0;0.0;0.0
222;0.0;1666.88;188.12;0.0;0.0;0.0;16273.0;391.0;0.0;5160.0;0.0;0.0;7.19430133e6;6624.0;0.0;0.0
223;22.0;1639.93;185.07;0.0;0.0;0.0;16566.25;0.0;281.0;5160.0;0.0;0.0;7.18398133e6;7288.0;0.0;0.0
224;180.0;1602.18;180.82;0.0;0.0;0.0;16285.25;0.0;941.0;5160.0;0.0;0.0;7.17366133e6;8064.0;0.0;0.0
225;494.0;1444.93;163.07;0.0;0.0;0.0;15344.25;0.0;1200.0;5160.0;299.0;0.0;7.16274333e6;8761.0;0.0;0.0
226;865.0;1099.87;124.13;0.0;0.0;0.0;14144.25;0.0;1200.0;5160.0;737.0;0.0;7.15094933e6;9186.0;0.0;0.0
227;1255.0;1063.93;120.07;0.0;0.0;0.0;12944.25;0.0;1200.0;5160.0;595.0;30.0;7.13943933e6;9424.0;0.0;0.0
228;1474.0;904.88;102.12;0.0;0.0;0.0;11744.25;0.0;1200.0;5160.0;765.0;17.0;7.12758933e6;9623.0;0.0;0.0
229;1749.0;830.3;93.7;0.0;0.0;0.0;10544.25;0.0;1200.0;5160.0;681.0;0.0;7.11590733e6;9714.0;0.0;0.0
230;1838.0;771.89;87.11;0.0;0.0;0.0;9344.25;0.0;1200.0;5160.0;425.0;122.0;7.10473733e6;9604.0;0.0;0.0
231;1856.0;773.69;87.31;0.0;0.0;0.0;8144.25;0.0;1200.0;5160.0;425.0;18.0;7.09356733e6;9520.0;0.0;0.0
232;1780.0;870.73;98.27;0.0;0.0;0.0;6944.25;0.0;1200.0;5160.0;85.0;64.0;7.08307733e6;9258.0;0.0;0.0
233;1650.0;869.83;98.17;0.0;0.0;0.0;5744.25;0.0;1200.0;5160.0;0.0;32.0;7.07275733e6;9010.0;0.0;0.0
234;1329.0;1130.43;127.57;0.0;0.0;0.0;4544.25;0.0;1118.0;5160.0;0.0;0.0;7.06243733e6;8865.0;0.0;0.0
235;889.0;1246.34;140.66;0.0;0.0;0.0;3426.25;0.0;1200.0;5160.0;340.0;55.0;7.05143733e6;9031.0;0.0;0.0
236;466.0;1339.8;151.2;0.0;0.0;0.0;2226.25;0.0;1037.0;5160.0;850.0;0.0;7.03941733e6;9004.0;0.0;0.0
237;134.0;1531.2;172.8;0.0;0.0;0.0;1189.25;0.0;659.0;5160.0;850.0;0.0;7.02739733e6;8507.0;0.0;0.0
238;17.0;1528.5;172.5;0.0;0.0;0.0;530.25;0.0;435.0;5160.0;850.0;0.0;7.01537733e6;8163.0;0.0;0.0
239;0.0;1515.02;170.98;0.0;0.0;0.0;95.25;0.0;95.25;5160.0;850.0;815.75;7.00335733e6;8607.0;0.0;0.0
240;0.0;1284.98;145.02;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1208.0;6.99133733e6;8648.0;0.0;0.0
241;0.0;1329.01;149.99;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;492.0;6.97931733e6;7981.0;0.0;0.0
242;0.0;1067.52;120.48;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;425.0;800.0;6.96814733e6;7573.0;0.0;0.0
243;0.0;980.36;110.64;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;179.0;6.95612733e6;7280.0;0.0;0.0
244;0.0;994.74;112.26;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;0.0;660.0;6.94580733e6;6927.0;0.0;0.0
245;0.0;1125.93;127.07;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;0.0;440.0;6.93548733e6;6853.0;0.0;0.0
246;0.0;1229.27;138.73;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;0.0;620.0;6.92516733e6;7148.0;0.0;0.0
247;10.0;1224.78;138.22;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;329.0;6.91314733e6;7712.0;0.0;0.0
248;195.0;1116.05;125.95;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1037.0;6.90112733e6;8484.0;0.0;0.0
249;514.0;930.04;104.96;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1570.0;6.88910733e6;9129.0;0.0;0.0
250;841.0;724.26;81.74;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;595.0;2152.0;6.87759733e6;9554.0;0.0;0.0
251;1123.0;713.48;80.52;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;510.0;2211.0;6.86625733e6;9798.0;0.0;0.0
252;1283.0;859.05;96.95;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1772.0;6.85423733e6;10021.0;0.0;0.0
253;1419.0;823.11;92.89;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1754.0;6.84221733e6;10099.0;0.0;0.0
254;1500.0;936.33;105.67;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1433.0;6.83019733e6;9985.0;0.0;0.0
255;1548.0;969.58;109.42;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;425.0;1749.0;6.81902733e6;9961.0;0.0;0.0
256;1490.0;1155.59;130.41;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;85.0;1703.0;6.80853733e6;9724.0;0.0;0.0
257;1386.0;1397.31;157.69;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;562.0;6.79651733e6;9513.0;0.0;0.0
258;1100.0;1540.18;173.82;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;519.0;6.78449733e6;9343.0;0.0;0.0
259;696.0;1628.24;183.76;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;901.0;6.77247733e6;9419.0;0.0;0.0
260;400.0;1748.65;197.35;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;946.0;6.76045733e6;9302.0;0.0;0.0
261;122.0;1781.0;201.0;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;656.0;6.74843733e6;8770.0;0.0;0.0
262;13.0;1530.3;172.7;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;765.0;800.0;6.73658733e6;8441.0;0.0;0.0
263;0.0;1582.42;178.58;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1115.0;6.72456733e6;8886.0;0.0;0.0
264;0.0;1229.27;138.73;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1509.0;6.71254733e6;8887.0;0.0;0.0
265;0.0;1298.46;146.54;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;639.0;6.70052733e6;8094.0;0.0;0.0
266;0.0;1025.29;115.71;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;531.0;6.68850733e6;7682.0;0.0;0.0
267;0.0;843.78;95.22;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;436.0;6.67648733e6;7385.0;0.0;0.0
268;0.0;684.72;77.28;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;595.0;515.0;6.66497733e6;7032.0;0.0;0.0
269;0.0;513.09;57.91;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;510.0;717.0;6.65363733e6;6958.0;0.0;0.0
270;0.0;425.93;48.07;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;510.0;1099.0;6.64229733e6;7243.0;0.0;0.0
271;15.0;451.09;50.91;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1270.0;6.63027733e6;7797.0;0.0;0.0
272;148.0;696.41;78.59;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1648.0;6.61825733e6;8581.0;0.0;0.0
273;477.0;709.89;80.11;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1950.0;6.60623733e6;9227.0;0.0;0.0
274;817.0;762.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1991.0;6.59421733e6;9666.0;0.0;0.0
275;1156.0;877.02;98.98;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1785.0;6.58219733e6;9927.0;0.0;0.0
276;1336.0;848.27;95.73;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1865.0;6.57017733e6;10155.0;0.0;0.0
277;1391.0;930.04;104.96;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1795.0;6.55815733e6;10231.0;0.0;0.0
278;1468.0;1051.35;118.65;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1466.0;6.54613733e6;10114.0;0.0;0.0
279;1624.0;1222.08;137.92;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1103.0;6.53411733e6;10097.0;0.0;0.0
280;1572.0;1338.0;151.0;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;170.0;1468.0;6.52345733e6;9859.0;0.0;0.0
281;1500.0;1317.33;148.67;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;666.0;6.51143733e6;9642.0;0.0;0.0
282;1209.0;1370.35;154.65;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;716.0;6.49941733e6;9460.0;0.0;0.0
283;822.0;1280.49;144.51;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1252.0;6.48739733e6;9509.0;0.0;0.0
284;445.0;1665.98;188.02;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1065.0;6.47537733e6;9374.0;0.0;0.0
285;133.0;1726.19;194.81;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;765.0;852.0;6.46352733e6;8831.0;0.0;0.0
286;14.0;1575.23;177.77;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;765.0;806.0;6.45167733e6;8498.0;0.0;0.0
287;0.0;1527.6;172.4;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1230.0;6.43965733e6;8940.0;0.0;0.0
288;0.0;1397.31;157.69;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;1361.0;6.42763733e6;8926.0;0.0;0.0
289;0.0;1382.03;155.97;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;510.0;815.0;6.41629733e6;8023.0;0.0;0.0
290;0.0;1205.91;136.09;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;178.0;6.40427733e6;7530.0;0.0;0.0
291;0.0;1148.4;129.6;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;740.0;0.0;6.39247733e6;7178.0;0.0;0.0
292;0.0;1064.83;120.17;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;425.0;4.0;6.38130733e6;6774.0;0.0;0.0
293;0.0;1060.34;119.66;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;255.0;25.0;6.37047733e6;6620.0;0.0;0.0
294;0.0;1043.26;117.74;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;340.0;43.0;6.35947733e6;6704.0;0.0;0.0
295;21.0;1051.35;118.65;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;496.0;0.0;6.34816533e6;6847.0;0.0;0.0
296;189.0;1077.41;121.59;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;680.0;45.0;6.33648533e6;7273.0;0.0;0.0
297;585.0;1011.81;114.19;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;765.0;227.0;6.32463533e6;7863.0;0.0;0.0
298;1038.0;1070.22;120.78;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;340.0;734.0;6.31363533e6;8463.0;0.0;0.0
299;1423.0;1311.94;148.06;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;680.0;42.0;6.30195533e6;8765.0;0.0;0.0
300;1694.0;1565.34;176.66;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;340.0;30.0;6.29095533e6;8966.0;0.0;0.0
301;1708.0;1766.63;199.37;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;340.0;18.0;6.27995533e6;9192.0;0.0;0.0
302;1830.0;1683.96;190.04;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;76.0;0.0;6.26948333e6;8940.0;0.0;0.0
303;1927.0;1878.05;211.95;0.0;0.0;0.0;0.0;368.0;0.0;5160.0;0.0;0.0;6.25916333e6;8809.0;0.0;0.0
304;1862.0;1909.5;215.5;0.0;0.0;0.0;276.0;598.0;0.0;5160.0;0.0;0.0;6.24884333e6;8549.0;0.0;0.0
305;1690.0;2007.45;226.55;0.0;0.0;0.0;724.5;760.0;0.0;5160.0;0.0;0.0;6.23852333e6;8324.0;0.0;0.0
306;1379.0;1977.79;223.21;0.0;0.0;0.0;1294.5;539.0;0.0;5160.0;0.0;0.0;6.22820333e6;8201.0;0.0;0.0
307;960.0;2177.28;245.72;0.0;0.0;0.0;1698.75;328.0;0.0;5160.0;0.0;0.0;6.21788333e6;8215.0;0.0;0.0
308;488.0;2186.27;246.73;0.0;0.0;0.0;1944.75;0.0;35.0;5160.0;0.0;0.0;6.20756333e6;8116.0;0.0;0.0
309;149.0;2024.52;228.48;0.0;0.0;0.0;1909.75;0.0;166.0;5160.0;0.0;0.0;6.19724333e6;7728.0;0.0;0.0
310;13.0;1999.36;225.64;0.0;0.0;0.0;1743.75;0.0;258.0;5160.0;0.0;0.0;6.18692333e6;7656.0;0.0;0.0
311;0.0;1979.59;223.41;0.0;0.0;0.0;1485.75;0.0;928.0;5160.0;0.0;0.0;6.17660333e6;8291.0;0.0;0.0
312;0.0;2009.25;226.75;0.0;0.0;0.0;557.75;0.0;557.75;5160.0;425.0;11.25;6.16543333e6;8390.0;0.0;0.0
313;0.0;2197.95;248.05;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;56.0;0.0;6.15500133e6;7662.0;0.0;0.0
314;0.0;1939.16;218.84;0.0;0.0;0.0;0.0;100.0;0.0;5160.0;0.0;0.0;6.14468133e6;7218.0;0.0;0.0
315;0.0;1795.38;202.62;0.0;0.0;0.0;75.0;315.0;0.0;5160.0;0.0;0.0;6.13436133e6;6843.0;0.0;0.0
316;0.0;1807.06;203.94;0.0;0.0;0.0;311.25;762.0;0.0;5160.0;0.0;0.0;6.12404133e6;6409.0;0.0;0.0
317;0.0;1728.89;195.11;0.0;0.0;0.0;882.75;907.0;0.0;5160.0;0.0;0.0;6.11372133e6;6177.0;0.0;0.0
318;0.0;1571.63;177.37;0.0;0.0;0.0;1563.0;843.0;0.0;5160.0;0.0;0.0;6.10340133e6;6066.0;0.0;0.0
319;30.0;1384.73;156.27;0.0;0.0;0.0;2195.25;772.0;0.0;5160.0;0.0;0.0;6.09308133e6;5959.0;0.0;0.0
320;225.0;1322.72;149.28;0.0;0.0;0.0;2774.25;699.0;0.0;5160.0;0.0;0.0;6.08276133e6;6158.0;0.0;0.0
321;660.0;1428.76;161.24;0.0;0.0;0.0;3298.5;785.0;0.0;5160.0;0.0;0.0;6.07244133e6;6625.0;0.0;0.0
322;1228.0;1429.66;161.34;0.0;0.0;0.0;3887.25;830.0;0.0;5160.0;0.0;0.0;6.06212133e6;7149.0;0.0;0.0
323;1699.0;1383.83;156.17;0.0;0.0;0.0;4509.75;877.0;0.0;5160.0;0.0;0.0;6.05180133e6;7522.0;0.0;0.0
324;2015.0;1417.08;159.92;0.0;0.0;0.0;5167.5;967.0;0.0;5160.0;0.0;0.0;6.04148133e6;7785.0;0.0;0.0
325;2199.0;1417.08;159.92;0.0;0.0;0.0;5892.75;809.0;0.0;5160.0;0.0;0.0;6.03116133e6;8127.0;0.0;0.0
326;2304.0;1351.48;152.52;0.0;0.0;0.0;6499.5;1185.0;0.0;5160.0;0.0;0.0;6.02084133e6;7783.0;0.0;0.0
327;2318.0;1431.45;161.55;0.0;0.0;0.0;7388.25;1200.0;0.0;4803.0;0.0;0.0;6.01123533e6;7514.0;0.0;0.0
328;2216.0;1588.71;179.29;0.0;0.0;0.0;8288.25;1200.0;0.0;4457.0;0.0;0.0;6.00232133e6;7241.0;0.0;0.0
329;2024.0;1580.62;178.38;0.0;0.0;0.0;9188.25;1200.0;0.0;4490.0;0.0;0.0;5.99334133e6;7073.0;0.0;0.0
330;1665.0;1566.24;176.76;0.0;0.0;0.0;10088.25;1200.0;0.0;4846.0;0.0;0.0;5.98364933e6;7054.0;0.0;0.0
331;1137.0;1630.04;183.96;0.0;0.0;0.0;10988.25;886.0;0.0;5160.0;0.0;0.0;5.97332933e6;7225.0;0.0;0.0
332;587.0;1571.63;177.37;0.0;0.0;0.0;11652.75;93.0;0.0;5160.0;0.0;0.0;5.96300933e6;7403.0;0.0;0.0
333;177.0;1570.73;177.27;0.0;0.0;0.0;11722.5;0.0;243.0;5160.0;0.0;0.0;5.95268933e6;7328.0;0.0;0.0
334;14.0;1657.0;187.0;0.0;0.0;0.0;11479.5;0.0;316.0;5160.0;0.0;0.0;5.94236933e6;7334.0;0.0;0.0
335;0.0;1760.34;198.66;0.0;0.0;0.0;11163.5;0.0;812.0;5160.0;0.0;0.0;5.93204933e6;7931.0;0.0;0.0
336;0.0;1508.73;170.27;0.0;0.0;0.0;10351.5;0.0;1192.0;5160.0;34.0;0.0;5.92166133e6;8065.0;0.0;0.0
337;0.0;1471.89;166.11;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;274.0;5.65212033e6;7922.0;0.0;0.0
338;0.0;1056.74;119.26;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;239.0;5.64010033e6;7425.0;0.0;0.0
339;0.0;849.17;95.83;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;850.0;111.0;5.62808033e6;7066.0;0.0;0.0
340;0.0;816.82;92.18;0.0;0.0;0.0;0.0;268.0;0.0;5160.0;850.0;0.0;5.61606033e6;6651.0;0.0;0.0
341;0.0;778.18;87.82;0.0;0.0;0.0;201.0;392.0;0.0;5160.0;850.0;0.0;5.60404033e6;6484.0;0.0;0.0
342;0.0;725.16;81.84;0.0;0.0;0.0;495.0;248.0;0.0;5160.0;850.0;0.0;5.59202033e6;6569.0;0.0;0.0
343;34.68;706.29;79.71;0.0;0.0;0.0;681.0;114.68;0.0;5160.0;850.0;0.0;5.58000033e6;6716.0;0.0;0.0
344;260.11;772.79;87.21;0.0;0.0;0.0;767.01;19.11;0.0;5160.0;850.0;0.0;5.56798033e6;7111.0;0.0;0.0
345;741.32;720.67;81.33;0.0;0.0;0.0;781.34;0.0;132.68;5160.0;850.0;0.0;5.55596033e6;7686.0;0.0;0.0
346;1392.68;781.77;88.23;0.0;0.0;0.0;648.66;26.68;0.0;5160.0;850.0;0.0;5.54394033e6;8246.0;0.0;0.0
347;1958.42;778.18;87.82;0.0;0.0;0.0;668.67;333.42;0.0;5160.0;850.0;0.0;5.53192033e6;8501.0;0.0;0.0
348;2306.32;733.25;82.75;0.0;0.0;0.0;918.74;461.32;0.0;5160.0;850.0;0.0;5.51990033e6;8671.0;0.0;0.0
349;2498.15;710.78;80.22;0.0;0.0;0.0;1264.73;425.15;0.0;5160.0;850.0;0.0;5.50788033e6;8874.0;0.0;0.0
350;2667.22;770.09;86.91;0.0;0.0;0.0;1583.59;937.22;0.0;5160.0;850.0;0.0;5.49586033e6;8597.0;0.0;0.0
351;2684.57;790.76;89.24;0.0;0.0;0.0;2286.51;1160.57;0.0;5160.0;850.0;0.0;5.48384033e6;8414.0;0.0;0.0
352;2537.17;882.41;99.59;0.0;0.0;0.0;3156.93;1200.0;0.0;5160.0;648.83;0.0;5.47222267e6;8128.0;0.0;0.0
353;2252.13;948.91;107.09;0.0;0.0;0.0;4056.93;1200.0;0.0;5160.0;631.87;0.0;5.46063893e6;7900.0;0.0;0.0
354;1843.54;1054.05;118.95;0.0;0.0;0.0;4956.93;1200.0;0.0;5160.0;821.46;0.0;5.44867601e6;7798.0;0.0;0.0
355;1258.29;1002.83;113.17;0.0;0.0;0.0;5856.93;492.29;0.0;5160.0;850.0;0.0;5.43665601e6;7892.0;0.0;0.0
356;628.6;947.11;106.89;0.0;0.0;0.0;6226.15;0.0;158.4;5160.0;850.0;0.0;5.42463601e6;7851.0;0.0;0.0
357;202.67;956.1;107.9;0.0;0.0;0.0;6067.75;0.0;213.33;5160.0;850.0;0.0;5.41261601e6;7490.0;0.0;0.0
358;14.09;1064.83;120.17;0.0;0.0;0.0;5854.42;0.0;210.91;5160.0;850.0;0.0;5.40059601e6;7420.0;0.0;0.0
359;0.0;969.58;109.42;0.0;0.0;0.0;5643.51;0.0;956.0;5160.0;850.0;0.0;5.38857601e6;8045.0;0.0;0.0
360;0.0;940.82;106.18;0.0;0.0;0.0;4687.51;0.0;1138.0;5160.0;850.0;0.0;5.37655601e6;8195.0;0.0;0.0
361;0.0;1031.58;116.42;0.0;0.0;0.0;3549.51;0.0;357.0;5160.0;850.0;0.0;5.36453601e6;7515.0;0.0;0.0
362;0.0;785.37;88.63;0.0;0.0;0.0;3192.51;0.0;189.0;5160.0;850.0;0.0;5.35251601e6;7073.0;0.0;0.0
363;0.0;601.16;67.84;0.0;0.0;0.0;3003.51;0.0;19.0;5160.0;850.0;0.0;5.34049601e6;6698.0;0.0;0.0
364;0.0;573.3;64.7;0.0;0.0;0.0;2984.51;388.0;0.0;5160.0;850.0;0.0;5.32847601e6;6260.0;0.0;0.0
365;0.0;578.69;65.31;0.0;0.0;0.0;3275.51;630.0;0.0;5160.0;850.0;0.0;5.31645601e6;6024.0;0.0;0.0
366;0.0;580.49;65.51;0.0;0.0;0.0;3748.01;730.0;0.0;5160.0;850.0;0.0;5.30443601e6;5926.0;0.0;0.0
367;34.68;610.14;68.86;0.0;0.0;0.0;4295.51;890.68;0.0;5160.0;850.0;0.0;5.29241601e6;5833.0;0.0;0.0
368;262.28;576.0;65.0;0.0;0.0;0.0;4963.52;898.28;0.0;5160.0;850.0;0.0;5.28039601e6;6015.0;0.0;0.0
369;740.23;598.46;67.54;0.0;0.0;0.0;5637.23;937.23;0.0;5160.0;850.0;0.0;5.26837601e6;6479.0;0.0;0.0
370;1421.94;539.15;60.85;0.0;0.0;0.0;6340.16;1051.94;0.0;5160.0;850.0;0.0;5.25635601e6;6980.0;0.0;0.0
371;1985.52;594.87;67.13;0.0;0.0;0.0;7129.11;1200.0;0.0;5160.0;720.48;0.0;5.24459504e6;7328.0;0.0;0.0
372;2375.68;706.29;79.71;0.0;0.0;0.0;8029.11;1200.0;0.0;5160.0;457.32;0.0;5.23336041e6;7579.0;0.0;0.0
373;2578.35;764.7;86.3;0.0;0.0;0.0;8929.11;1182.35;0.0;5160.0;510.0;0.0;5.22202041e6;7917.0;0.0;0.0
