t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;hy_th_fatal;Load;Defailance;Exces
1;0.0;643.39;72.61;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;3177.0;9.99226e6;881.0;7763.0;0.0;0.0
2;0.0;511.3;57.7;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2849.0;9.98452e6;878.0;7288.0;0.0;0.0
3;0.0;438.51;49.49;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2555.0;9.97678e6;873.0;6913.0;0.0;0.0
4;0.0;333.38;37.62;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2245.0;9.96904e6;872.0;6486.0;0.0;0.0
5;0.0;345.96;39.04;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2029.0;9.9613e6;875.0;6284.0;0.0;0.0
6;0.0;309.11;34.89;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2067.0;9.95356e6;880.0;6281.0;0.0;0.0
7;191.91;319.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;1988.09;9.94582e6;911.0;6405.0;0.0;0.0
8;1926.17;419.64;47.36;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;478.83;9.93808e6;931.0;6742.0;0.0;0.0
9;4826.08;436.71;49.29;0.0;0.0;0.0;0.0;583.08;0.0;2580.0;0.0;0.0;9.93292e6;933.0;7309.0;0.0;0.0
10;8387.01;391.78;44.22;0.0;0.0;0.0;437.31;1009.01;0.0;0.0;0.0;0.0;9.93292e6;935.0;7814.0;0.0;0.0
11;10959.97;437.61;49.39;0.0;7500.0;5274.03;1194.07;1200.0;0.0;0.0;0.0;0.0;9.93292e6;939.0;8021.0;0.0;0.0
12;12445.47;598.46;67.54;170.26;7500.0;3817.53;2094.07;1200.0;0.0;0.0;0.0;0.0;9.93292e6;941.0;8229.0;0.0;0.0
13;13433.43;586.78;66.22;2054.05;7500.0;7164.7;2994.07;1200.0;0.0;0.0;0.0;0.0;9.93572429e6;939.0;8545.0;0.0;4006.13
14;14293.46;761.11;85.89;0.0;7500.0;1767.54;3894.07;1200.0;0.0;0.0;0.0;0.0;9.93572429e6;935.0;8208.0;0.0;0.0
15;15089.51;837.49;94.51;4295.54;7500.0;659.49;4794.07;1200.0;0.0;0.0;0.0;0.0;9.93572429e6;924.0;7981.0;0.0;0.0
16;14456.93;835.69;94.31;9894.67;7500.0;6033.94;5694.07;1200.0;0.0;0.0;0.0;0.0;9.9392305e6;922.0;7712.0;0.0;5008.87
17;13326.82;797.05;89.95;9170.92;7500.0;2024.18;6594.07;1200.0;0.0;0.0;0.0;0.0;9.9392305e6;918.0;7538.0;0.0;0.0
18;11450.4;827.6;93.4;13164.53;7500.0;3858.6;7494.07;1200.0;0.0;0.0;0.0;0.0;9.9392305e6;911.0;7530.0;0.0;0.0
19;8017.41;814.12;91.88;15000.0;0.0;0.0;8394.07;1168.41;0.0;0.0;0.0;0.0;9.9392305e6;907.0;7755.0;0.0;0.0
20;4264.58;791.66;89.34;15000.0;0.0;0.0;9270.38;832.58;0.0;3440.0;0.0;0.0;9.9323505e6;895.0;7753.0;0.0;0.0
21;1499.71;817.72;92.28;15000.0;0.0;1120.26;9894.82;0.0;9.03;3870.0;0.0;0.0;9.9246105e6;886.0;7409.0;0.0;0.0
22;213.23;899.49;101.51;13682.05;0.0;947.77;9885.79;0.0;1200.0;3870.0;0.0;0.0;9.9168705e6;881.0;7232.0;0.0;0.0
23;0.0;984.85;111.15;12567.03;0.0;2814.0;8685.79;0.0;0.0;3870.0;0.0;0.0;9.9091305e6;876.0;7780.0;0.0;0.0
24;0.0;1116.05;125.95;9256.44;0.0;2908.0;8685.79;0.0;0.0;3870.0;0.0;0.0;9.9013905e6;872.0;8020.0;0.0;0.0
25;0.0;1071.12;120.88;5835.26;0.0;1139.0;8685.79;0.0;1200.0;3870.0;0.0;0.0;9.8936505e6;893.0;7401.0;0.0;0.0
26;0.0;1187.93;134.07;4495.26;0.0;579.0;7485.79;0.0;1200.0;3870.0;0.0;0.0;9.8859105e6;889.0;6971.0;0.0;0.0
27;0.0;1408.09;158.91;3814.09;0.0;1159.0;6285.79;0.0;0.0;3870.0;0.0;0.0;9.8781705e6;888.0;6596.0;0.0;0.0
28;0.0;1347.88;152.12;2450.56;0.0;799.0;6285.79;0.0;0.0;3870.0;0.0;0.0;9.8704305e6;887.0;6169.0;0.0;0.0
29;0.0;1222.08;137.92;1510.56;0.0;710.0;6285.79;0.0;0.0;3870.0;0.0;0.0;9.8626905e6;886.0;5940.0;0.0;0.0
30;7.11;1258.92;142.08;675.26;0.0;537.89;6285.79;0.0;0.0;3870.0;0.0;0.0;9.8549505e6;891.0;5816.0;0.0;0.0
31;390.92;1311.94;148.06;42.45;0.0;36.08;6285.79;0.0;0.0;3870.0;0.0;0.0;9.8472105e6;922.0;5757.0;0.0;0.0
32;2437.92;1364.06;153.94;0.0;0.0;0.0;6285.79;1200.0;0.0;3232.08;0.0;0.0;9.84074633e6;938.0;5988.0;0.0;0.0
33;5849.58;1296.66;146.34;0.0;0.0;0.0;7185.79;1200.0;0.0;358.42;0.0;0.0;9.8400295e6;944.0;6451.0;0.0;0.0
34;10149.7;1227.47;138.53;0.0;0.0;0.0;8085.79;1200.0;0.0;0.0;0.0;0.0;9.8423652e6;949.0;6979.0;0.0;3336.7
35;14122.87;1273.3;143.7;0.0;6955.87;0.0;8985.79;1200.0;0.0;0.0;0.0;0.0;9.8423652e6;950.0;7384.0;0.0;0.0
36;16759.81;1585.11;178.89;5912.49;7500.0;0.0;9885.79;1200.0;0.0;0.0;0.0;0.0;9.84383156e6;950.0;7729.0;0.0;2094.81
37;18472.75;1781.0;201.0;12287.49;0.0;7500.0;10785.79;1200.0;0.0;0.0;0.0;0.0;9.85686258e6;949.0;8139.0;0.0;18615.75
38;19020.03;1822.34;205.66;3463.96;0.0;2944.37;11685.79;1200.0;0.0;0.0;0.0;0.0;9.86734396e6;945.0;7819.0;0.0;14973.4
39;18458.53;1905.01;214.99;0.0;0.0;0.0;12585.79;1200.0;0.0;0.0;0.0;0.0;9.87560503e6;943.0;7577.0;0.0;11801.53
40;17271.56;1880.75;212.25;0.0;7500.0;0.0;13485.79;1200.0;0.0;0.0;0.0;0.0;9.87790492e6;941.0;7379.0;0.0;3285.56
41;14492.47;1985.88;224.12;6375.0;7500.0;1321.16;14385.79;1200.0;0.0;0.0;0.0;0.0;9.87933476e6;936.0;7281.0;0.0;2042.63
42;11549.91;2082.03;234.97;11195.7;7500.0;2185.09;15285.79;1200.0;0.0;0.0;0.0;0.0;9.87933476e6;930.0;7352.0;0.0;0.0
43;7590.96;1932.87;218.13;15000.0;0.0;0.0;16185.79;1200.0;0.0;0.0;0.0;0.0;9.88000533e6;928.0;7584.0;0.0;957.96
44;3923.42;1796.28;202.72;15000.0;0.0;0.0;17085.79;302.42;0.0;2150.0;0.0;0.0;9.87570533e6;912.0;7770.0;0.0;0.0
45;1336.24;1747.76;197.24;15000.0;0.0;512.76;17312.6;0.0;0.0;3870.0;0.0;0.0;9.86796533e6;904.0;7664.0;0.0;0.0
46;213.23;1813.35;204.65;14396.75;0.0;242.77;17312.6;0.0;1200.0;3870.0;0.0;0.0;9.86022533e6;906.0;7544.0;0.0;0.0
47;0.0;1665.98;188.02;14111.13;0.0;1150.0;16112.6;0.0;1200.0;3870.0;0.0;0.0;9.85248533e6;906.0;8074.0;0.0;0.0
48;0.0;1851.09;208.91;12758.19;0.0;1048.0;14912.6;0.0;1200.0;3870.0;0.0;0.0;9.84474533e6;893.0;8178.0;0.0;0.0
49;0.0;1727.99;195.01;11525.25;0.0;512.0;13712.6;0.0;1200.0;3870.0;0.0;0.0;9.83700533e6;890.0;7505.0;0.0;0.0
50;0.0;1636.33;184.67;10922.9;0.0;219.0;12512.6;0.0;1200.0;3870.0;0.0;0.0;9.82926533e6;888.0;7110.0;0.0;0.0
51;0.0;1179.85;133.15;10665.25;0.0;691.86;11312.6;0.0;909.14;3870.0;0.0;0.0;9.82152533e6;885.0;6784.0;0.0;0.0
52;0.0;1079.21;121.79;9851.3;0.0;1370.0;10403.46;0.0;0.0;3870.0;0.0;0.0;9.81378533e6;885.0;6441.0;0.0;0.0
53;0.0;1074.71;121.29;8239.53;0.0;1367.0;10403.46;0.0;0.0;3870.0;0.0;0.0;9.80604533e6;890.0;6433.0;0.0;0.0
54;0.0;1030.68;116.32;6631.3;0.0;1774.0;10403.46;0.0;0.0;3870.0;0.0;0.0;9.79830533e6;900.0;6791.0;0.0;0.0
55;298.52;978.56;110.44;4544.24;0.0;2223.48;10403.46;0.0;0.0;3870.0;0.0;0.0;9.79056533e6;937.0;7481.0;0.0;0.0
56;1840.88;912.07;102.93;1928.38;0.0;1639.12;10403.46;0.0;0.0;3870.0;0.0;0.0;9.78282533e6;961.0;8365.0;0.0;0.0
57;4733.69;927.34;104.66;0.0;0.0;0.0;10403.46;670.69;0.0;3870.0;0.0;0.0;9.77508533e6;968.0;8965.0;0.0;0.0
58;8493.62;901.28;101.72;0.0;0.0;0.0;10906.47;1200.0;0.0;1097.38;0.0;0.0;9.77289058e6;967.0;9394.0;0.0;0.0
59;11734.71;961.49;108.51;0.0;0.0;0.0;11806.47;1200.0;0.0;0.0;0.0;0.0;9.77426238e6;964.0;9645.0;0.0;1959.71
60;14172.63;1050.45;118.55;0.0;2016.27;0.0;12706.47;1200.0;0.0;0.0;0.0;0.0;9.77584392e6;963.0;9866.0;0.0;2259.36
61;15807.38;1234.66;139.34;1713.83;5952.38;0.0;13606.47;1200.0;0.0;0.0;0.0;0.0;9.77584392e6;958.0;10029.0;0.0;0.0
62;16667.41;1201.41;135.59;6773.35;6869.41;0.0;14506.47;1200.0;0.0;0.0;0.0;0.0;9.77584392e6;954.0;9935.0;0.0;0.0
63;17143.62;1290.37;145.63;12612.35;0.0;7500.0;15406.47;1200.0;0.0;0.0;0.0;0.0;9.78631916e6;954.0;9915.0;0.0;14964.62
64;16297.81;1328.11;149.89;3788.82;7500.0;599.19;16306.47;1200.0;0.0;0.0;0.0;0.0;9.78631916e6;954.0;9675.0;0.0;0.0
65;15046.87;1231.07;138.93;9458.89;7500.0;1739.13;17206.47;1200.0;0.0;0.0;0.0;0.0;9.78631916e6;951.0;9456.0;0.0;0.0
66;12452.58;1045.06;117.94;13787.85;7500.0;4388.42;18106.47;1200.0;0.0;0.0;0.0;0.0;9.78631916e6;947.0;9304.0;0.0;0.0
67;8834.79;849.17;95.83;15000.0;0.0;0.0;19006.47;1200.0;0.0;776.21;0.0;0.0;9.78476674e6;944.0;9356.0;0.0;0.0
68;4890.05;650.58;73.42;15000.0;0.0;0.0;19906.47;257.05;0.0;3870.0;0.0;0.0;9.77702674e6;925.0;9227.0;0.0;0.0
69;1741.37;472.66;53.34;15000.0;0.0;1347.63;20099.26;0.0;1200.0;3870.0;0.0;0.0;9.76928674e6;912.0;8685.0;0.0;0.0
70;191.91;423.24;47.76;13414.55;0.0;0.0;18899.26;0.0;1200.0;3870.0;0.0;2632.09;9.76154674e6;905.0;8365.0;0.0;0.0
71;0.0;362.13;40.87;13414.55;0.0;3328.48;17699.26;0.0;1200.0;3870.0;0.0;7.52;9.75380674e6;901.0;8809.0;0.0;0.0
72;0.0;368.42;41.58;9498.7;0.0;0.0;16499.26;0.0;1200.0;3870.0;0.0;3352.0;9.74606674e6;890.0;8832.0;0.0;0.0
73;0.0;387.29;43.71;9498.7;0.0;2585.0;15299.26;0.0;1200.0;3870.0;0.0;0.0;9.73832674e6;890.0;8086.0;0.0;0.0
74;0.0;330.68;37.32;6457.52;0.0;2206.0;14099.26;0.0;1200.0;3870.0;0.0;0.0;9.73058674e6;889.0;7644.0;0.0;0.0
75;0.0;432.22;48.78;3862.23;0.0;1770.0;12899.26;0.0;1200.0;3870.0;0.0;0.0;9.72284674e6;886.0;7321.0;0.0;0.0
76;0.0;466.37;52.63;1779.87;0.0;0.0;11699.26;0.0;1200.0;3870.0;0.0;1359.0;9.71510674e6;885.0;6948.0;0.0;0.0
77;0.0;434.02;48.98;1779.87;0.0;0.0;10499.26;0.0;1200.0;3870.0;0.0;1308.0;9.70736674e6;891.0;6861.0;0.0;0.0
78;7.11;483.44;54.56;1779.87;0.0;1512.89;9299.26;0.0;1200.0;3870.0;0.0;0.0;9.69962674e6;901.0;7128.0;0.0;0.0
79;369.6;560.72;63.28;0.0;0.0;0.0;8099.26;0.0;1200.0;3870.0;0.0;1669.4;9.69188674e6;938.0;7733.0;0.0;0.0
80;2466.35;608.34;68.66;0.0;0.0;0.0;6899.26;0.0;1200.0;3870.0;0.0;339.65;9.68414674e6;961.0;8553.0;0.0;0.0
81;5771.4;673.94;76.06;0.0;0.0;0.0;5699.26;308.3;0.0;2954.9;0.0;0.0;9.67823694e6;969.0;9168.0;0.0;0.0
82;9943.58;823.11;92.89;0.0;0.0;0.0;5930.49;1200.0;0.0;0.0;0.0;0.0;9.67829614e6;967.0;9575.0;0.0;84.58
83;13795.92;942.62;106.38;0.0;3838.92;0.0;6830.49;1200.0;0.0;0.0;0.0;0.0;9.67829614e6;965.0;9806.0;0.0;0.0
84;16688.73;1075.61;121.39;3263.08;6648.73;0.0;7730.49;1200.0;0.0;0.0;0.0;0.0;9.67829614e6;964.0;10037.0;0.0;0.0
85;18721.51;1163.67;131.33;8914.5;0.0;5496.08;8630.49;1200.0;0.0;0.0;0.0;0.0;9.68821066e6;959.0;10149.0;0.0;14163.59
86;19609.97;1456.61;164.39;2448.53;7500.0;0.0;9530.49;1200.0;0.0;0.0;0.0;0.0;9.68995293e6;955.0;10042.0;0.0;2488.97
87;19176.4;1639.93;185.07;8823.53;0.0;7500.0;10430.49;1200.0;0.0;0.0;0.0;0.0;9.70203102e6;955.0;10047.0;0.0;17254.4
88;17939.67;1858.28;209.72;0.0;6845.8;0.0;11330.49;1200.0;0.0;0.0;0.0;0.0;9.70351492e6;955.0;9842.0;0.0;2119.87
89;15608.37;1945.45;219.55;5818.93;6925.37;0.0;12230.49;1200.0;0.0;0.0;0.0;0.0;9.70351492e6;952.0;9648.0;0.0;0.0
90;12274.89;2076.64;234.36;11705.5;3875.89;0.0;13130.49;1200.0;0.0;0.0;0.0;0.0;9.70351492e6;948.0;9510.0;0.0;0.0
91;8301.72;1825.93;206.07;15000.0;0.0;0.0;14030.49;1200.0;0.0;416.28;0.0;0.0;9.70268236e6;944.0;9550.0;0.0;0.0
92;4236.15;2035.3;229.7;15000.0;0.0;0.0;14930.49;107.15;0.0;3010.0;0.0;0.0;9.69666236e6;926.0;9404.0;0.0;0.0
93;1421.53;2224.91;251.09;15000.0;0.0;0.0;15010.85;0.0;1063.47;3870.0;0.0;0.0;9.68892236e6;912.0;8831.0;0.0;0.0
94;156.37;2318.36;261.64;15000.0;0.0;0.0;13947.38;0.0;1200.0;3870.0;0.0;683.63;9.68118236e6;905.0;8490.0;0.0;0.0
95;0.0;2370.48;267.52;15000.0;0.0;0.0;12747.38;0.0;1200.0;3870.0;0.0;1244.0;9.67344236e6;902.0;8952.0;0.0;0.0
96;0.0;2556.49;288.51;15000.0;0.0;0.0;11547.38;0.0;1200.0;3870.0;0.0;1045.0;9.66570236e6;891.0;8960.0;0.0;0.0
97;0.0;2491.79;281.21;15000.0;0.0;0.0;10347.38;0.0;1200.0;3870.0;0.0;304.0;9.65796236e6;889.0;8147.0;0.0;0.0
98;0.0;2131.45;240.55;15000.0;0.0;0.0;9147.38;0.0;1200.0;3870.0;0.0;270.0;9.65022236e6;887.0;7712.0;0.0;0.0
99;0.0;1925.68;217.32;15000.0;0.0;0.0;7947.38;0.0;1200.0;3870.0;0.0;185.0;9.64248236e6;885.0;7398.0;0.0;0.0
100;0.0;1506.93;170.07;15000.0;0.0;0.0;6747.38;0.0;1200.0;3870.0;0.0;291.0;9.63474236e6;884.0;7038.0;0.0;0.0
101;0.0;1495.25;168.75;15000.0;0.0;0.0;5547.38;0.0;1200.0;3870.0;0.0;232.0;9.62700236e6;890.0;6966.0;0.0;0.0
102;0.0;1350.58;152.42;15000.0;0.0;0.0;4347.38;0.0;1200.0;3870.0;0.0;662.0;9.61926236e6;899.0;7235.0;0.0;0.0
103;199.01;1239.15;139.85;15000.0;0.0;1189.99;3147.38;0.0;1200.0;3870.0;0.0;0.0;9.61152236e6;936.0;7838.0;0.0;0.0
104;1357.56;1212.2;136.8;13600.02;0.0;0.0;1947.38;0.0;1200.0;3870.0;0.0;902.44;9.60378236e6;960.0;8679.0;0.0;0.0
105;3340.59;1154.69;130.31;13600.02;0.0;50.03;747.38;0.0;747.38;3870.0;0.0;0.0;9.59604236e6;967.0;9293.0;0.0;0.0
106;5586.6;1206.81;136.19;13541.16;0.0;0.0;0.0;1095.6;0.0;3870.0;0.0;0.0;9.58830236e6;965.0;9704.0;0.0;0.0
107;6475.06;1152.89;130.11;13541.16;0.0;0.0;821.7;1200.0;0.0;3365.94;0.0;0.0;9.58157047e6;963.0;9924.0;0.0;0.0
108;7399.05;1188.83;134.17;13541.16;0.0;0.0;1721.7;1184.05;0.0;2580.0;0.0;0.0;9.57641047e6;962.0;10118.0;0.0;0.0
109;7512.77;1261.62;142.38;13541.16;0.0;0.0;2609.74;1200.0;0.0;2459.23;0.0;0.0;9.57149202e6;957.0;10176.0;0.0;0.0
110;7853.94;1181.64;133.36;13541.16;0.0;0.0;3509.74;1200.0;0.0;2037.06;0.0;0.0;9.56741789e6;953.0;10006.0;0.0;0.0
111;8145.35;1078.31;121.69;13541.16;0.0;0.0;4409.74;1200.0;0.0;1780.65;0.0;0.0;9.56385659e6;953.0;9926.0;0.0;0.0
112;8067.17;1249.04;140.96;13541.16;0.0;0.0;5309.74;1200.0;0.0;1375.83;0.0;0.0;9.56110493e6;953.0;9633.0;0.0;0.0
113;7271.11;1241.85;140.15;13541.16;0.0;0.0;6209.74;1200.0;0.0;1906.89;0.0;0.0;9.55729115e6;949.0;9360.0;0.0;0.0
114;6084.14;1155.59;130.41;13541.16;0.0;0.0;7109.74;1200.0;0.0;2996.86;0.0;0.0;9.55129742e6;946.0;9167.0;0.0;0.0
115;4143.75;1236.46;139.54;13541.16;0.0;0.0;8009.74;165.75;0.0;3870.0;0.0;0.0;9.54355742e6;942.0;9224.0;0.0;0.0
116;2381.06;1069.32;120.68;13541.16;0.0;456.94;8134.05;0.0;1200.0;3870.0;0.0;0.0;9.53581742e6;924.0;9098.0;0.0;0.0
117;739.19;1001.03;112.97;13003.58;0.0;1604.81;6934.05;0.0;1200.0;3870.0;0.0;0.0;9.52807742e6;911.0;8528.0;0.0;0.0
118;92.4;1007.32;113.68;11115.57;0.0;0.0;5734.05;0.0;1200.0;3870.0;0.0;1882.6;9.52033742e6;904.0;8166.0;0.0;0.0
119;0.0;843.78;95.22;11115.57;0.0;0.0;4534.05;0.0;1200.0;3870.0;0.0;2591.0;9.51259742e6;901.0;8600.0;0.0;0.0
120;0.0;727.86;82.14;11115.57;0.0;2795.0;3334.05;0.0;1200.0;3870.0;0.0;0.0;9.50485742e6;890.0;8675.0;0.0;0.0
121;0.0;758.41;85.59;7827.34;0.0;2016.0;2134.05;0.0;1200.0;3870.0;0.0;0.0;9.49711742e6;889.0;7930.0;0.0;0.0
122;0.0;617.33;69.67;5455.57;0.0;0.0;934.05;0.0;934.05;3870.0;0.0;2004.95;9.48937742e6;888.0;7496.0;0.0;0.0
123;0.0;496.02;55.98;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2758.0;9.48163742e6;885.0;7180.0;0.0;0.0
124;0.0;432.22;48.78;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2459.0;9.47389742e6;885.0;6810.0;0.0;0.0
125;0.0;422.34;47.66;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2387.0;9.46615742e6;890.0;6727.0;0.0;0.0
126;0.0;415.15;46.85;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2678.0;9.45841742e6;900.0;7010.0;0.0;0.0
127;177.69;398.97;45.03;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;3137.31;9.45067742e6;936.0;7629.0;0.0;0.0
128;1123.01;547.24;61.76;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2831.99;9.44293742e6;960.0;8434.0;0.0;0.0
129;2821.73;637.1;71.9;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;1641.27;9.43519742e6;968.0;9042.0;0.0;0.0
130;4591.53;700.9;79.1;5455.57;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;173.47;9.42745742e6;966.0;9415.0;0.0;0.0
131;5288.08;712.58;80.42;5455.57;0.0;0.0;0.0;357.08;0.0;3870.0;0.0;0.0;9.41971742e6;964.0;9594.0;0.0;0.0
132;6027.28;682.93;77.07;5455.57;0.0;0.0;267.81;885.28;0.0;3870.0;0.0;0.0;9.41197742e6;963.0;9772.0;0.0;0.0
133;6389.76;721.57;81.43;5455.57;0.0;0.0;931.77;1200.0;0.0;3833.24;0.0;0.0;9.40431095e6;957.0;9826.0;0.0;0.0
134;6944.16;757.51;85.49;5455.57;0.0;0.0;1831.77;1200.0;0.0;3058.84;0.0;0.0;9.39819327e6;953.0;9646.0;0.0;0.0
135;7363.51;742.23;83.77;5455.57;0.0;0.0;2731.77;1200.0;0.0;2537.49;0.0;0.0;9.39311829e6;953.0;9527.0;0.0;0.0
136;7377.73;848.27;95.73;5455.57;0.0;0.0;3631.77;1200.0;0.0;2101.27;0.0;0.0;9.38891575e6;953.0;9223.0;0.0;0.0
137;7463.02;787.16;88.84;5455.57;0.0;0.0;4531.77;1200.0;0.0;1822.98;0.0;0.0;9.38526978e6;950.0;8962.0;0.0;0.0
138;6219.18;944.42;106.58;5455.57;0.0;0.0;5431.77;1200.0;0.0;2734.82;0.0;0.0;9.37980014e6;947.0;8805.0;0.0;0.0
139;4705.25;967.78;109.22;5455.57;0.0;0.0;6331.77;701.25;0.0;3870.0;0.0;0.0;9.37206014e6;943.0;8951.0;0.0;0.0
140;2622.72;989.35;111.65;5455.57;0.0;104.28;6857.71;0.0;1200.0;3870.0;0.0;0.0;9.36432014e6;924.0;8898.0;0.0;0.0
141;860.02;931.84;105.16;5332.89;0.0;1386.98;5657.71;0.0;1200.0;3870.0;0.0;0.0;9.35658014e6;911.0;8354.0;0.0;0.0
142;156.37;899.49;101.51;3701.15;0.0;0.0;4457.71;0.0;1200.0;3870.0;0.0;1771.63;9.34884014e6;904.0;7999.0;0.0;0.0
143;0.0;1015.41;114.59;3701.15;0.0;2234.0;3257.71;0.0;1200.0;3870.0;0.0;0.0;9.34110014e6;901.0;8434.0;0.0;0.0
144;0.0;996.54;112.46;1072.91;0.0;0.0;2057.71;0.0;1200.0;3870.0;0.0;2376.0;9.33336014e6;890.0;8555.0;0.0;0.0
145;0.0;981.26;110.74;1072.91;0.0;0.0;857.71;0.0;857.71;3870.0;0.0;2118.29;9.32562014e6;890.0;7938.0;0.0;0.0
146;0.0;1111.55;125.45;1072.91;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2400.0;9.31788014e6;889.0;7507.0;0.0;0.0
147;0.0;1027.99;116.01;1072.91;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2177.0;9.31014014e6;886.0;7191.0;0.0;0.0
148;0.0;947.11;106.89;1072.91;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;1895.0;9.30240014e6;886.0;6819.0;0.0;0.0
149;0.0;987.55;111.45;1072.91;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;1763.0;9.29466014e6;891.0;6732.0;0.0;0.0
150;0.0;1096.28;123.72;1072.91;0.0;911.98;0.0;0.0;0.0;3870.0;0.0;1042.02;9.28692014e6;901.0;7044.0;0.0;0.0
151;248.77;1136.72;128.28;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;2271.23;9.27918014e6;938.0;7655.0;0.0;0.0
152;1442.85;1151.09;129.91;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;1838.15;9.27144014e6;962.0;8432.0;0.0;0.0
153;4236.15;1381.13;155.87;0.0;0.0;0.0;0.0;188.15;0.0;3440.0;0.0;0.0;9.26456014e6;970.0;9025.0;0.0;0.0
154;7221.36;1347.88;152.12;0.0;0.0;0.0;141.11;1200.0;0.0;1871.64;0.0;0.0;9.26081686e6;968.0;9393.0;0.0;0.0
155;9467.37;1333.51;150.49;0.0;210.37;0.0;1041.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;966.0;9541.0;0.0;0.0
156;11244.28;1254.43;141.57;178.82;1769.28;0.0;1941.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;965.0;9671.0;0.0;0.0
157;11713.38;1228.37;138.63;1682.7;2155.38;0.0;2841.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;960.0;9725.0;0.0;0.0
158;12246.46;1134.92;128.08;3514.78;2821.46;0.0;3741.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;955.0;9488.0;0.0;0.0
159;12687.13;1011.81;114.19;5913.02;3303.13;0.0;4641.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;955.0;9310.0;0.0;0.0
160;12495.22;966.88;109.12;8720.68;3395.22;0.0;5541.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;955.0;8976.0;0.0;0.0
161;11891.07;950.71;107.29;11606.62;3065.07;0.0;6441.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;952.0;8684.0;0.0;0.0
162;9716.14;881.52;99.48;14211.93;927.14;0.0;7341.11;1200.0;0.0;0.0;0.0;0.0;9.26081686e6;949.0;8570.0;0.0;0.0
163;6887.3;971.37;109.63;15000.0;0.0;0.0;8241.11;1200.0;0.0;1909.7;0.0;0.0;9.25699746e6;945.0;8678.0;0.0;0.0
164;3511.17;970.48;109.52;15000.0;0.0;0.0;9141.11;0.0;57.83;3870.0;0.0;0.0;9.24925746e6;926.0;8519.0;0.0;0.0
165;1201.19;877.02;98.98;15000.0;0.0;811.81;9083.29;0.0;1200.0;3870.0;0.0;0.0;9.24151746e6;913.0;8059.0;0.0;0.0
166;156.37;780.87;88.13;14044.93;0.0;1682.63;7883.29;0.0;1200.0;3870.0;0.0;0.0;9.23377746e6;906.0;7778.0;0.0;0.0
167;0.0;685.62;77.38;12065.36;0.0;302.33;6683.29;0.0;1200.0;3870.0;0.0;2146.67;9.22603746e6;902.0;8282.0;0.0;0.0
168;0.0;584.08;65.92;11709.69;0.0;2711.0;5483.29;0.0;1200.0;3870.0;0.0;0.0;9.21829746e6;892.0;8431.0;0.0;0.0
169;0.0;584.08;65.92;0.0;0.0;0.0;0.0;0.0;0.0;3870.0;0.0;3261.0;9.13791504e6;894.0;7781.0;0.0;0.0
170;0.0;522.08;58.92;0.0;0.0;-0.0;0.0;0.0;-0.0;3870.0;0.0;2852.0;9.13017504e6;890.0;7303.0;0.0;0.0
171;0.0;457.38;51.62;0.0;0.0;-0.0;0.0;0.0;-0.0;3870.0;0.0;2541.0;9.12243504e6;889.0;6920.0;0.0;0.0
172;0.0;546.34;61.66;0.0;0.0;-0.0;-0.0;0.0;0.0;3870.0;0.0;1999.0;9.11469504e6;888.0;6477.0;0.0;0.0
173;0.0;482.54;54.46;0.0;0.0;-0.0;-0.0;0.0;0.0;3870.0;0.0;1867.0;9.10695504e6;887.0;6274.0;0.0;0.0
174;0.0;478.95;54.05;0.0;0.0;-0.0;0.0;0.0;-0.0;3870.0;0.0;1878.0;9.09921504e6;892.0;6281.0;0.0;0.0
