t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;hy_th_fatal;Load;Defailance;Exces
828;17354.3;706.29;79.71;-0.0;6732.3;0.0;1436.13;1200.0;0.0;0.0;0.0;0.0;6.44503147e6;923.0;10208.0;0.0;0.0
829;19048.83;731.45;82.55;5722.46;0.0;4864.09;2336.13;1200.0;0.0;0.0;0.0;0.0;6.45424552e6;921.0;10364.0;0.0;13162.92
830;20261.3;675.74;76.26;0.0;0.0;0.0;3236.13;1200.0;0.0;0.0;0.0;0.0;6.46092933e6;916.0;10265.0;0.0;9548.3
831;20195.56;673.94;76.06;0.0;0.0;0.0;4136.13;1200.0;0.0;0.0;0.0;0.0;6.46750692e6;912.0;10349.0;0.0;9396.56
832;18990.4;726.06;81.94;0.0;7381.31;0.0;5036.13;1200.0;0.0;0.0;0.0;0.0;6.46823848e6;916.0;10172.0;0.0;1045.09
833;16989.1;739.54;83.46;6274.12;6653.1;0.0;5936.13;1200.0;0.0;0.0;0.0;0.0;6.46823848e6;912.0;9959.0;0.0;0.0
834;13950.64;618.23;69.77;11929.26;3612.64;0.0;6836.13;1200.0;0.0;0.0;0.0;0.0;6.46823848e6;907.0;9826.0;0.0;0.0
835;9524.42;768.29;86.71;15000.0;0.0;0.0;7736.13;731.42;0.0;0.0;0.0;0.0;6.46823848e6;902.0;9648.0;0.0;0.0
836;5039.76;776.38;87.62;15000.0;0.0;0.0;8284.69;0.0;0.0;3372.24;0.0;0.0;6.461494e6;887.0;9276.0;0.0;0.0
837;1541.14;856.36;96.64;15000.0;0.0;1822.99;8284.69;0.0;135.86;4300.0;0.0;0.0;6.452894e6;874.0;8753.0;0.0;0.0
838;167.99;857.25;96.75;12855.3;0.0;2055.01;8148.83;0.0;1200.0;4300.0;0.0;0.0;6.444294e6;861.0;8677.0;0.0;0.0
839;0.0;687.42;77.58;10437.65;0.0;2825.0;6948.83;0.0;1200.0;4300.0;0.0;0.0;6.435694e6;854.0;9090.0;0.0;0.0
840;0.0;694.61;78.39;7114.12;0.0;2615.0;5748.83;0.0;1200.0;4300.0;0.0;0.0;6.427094e6;846.0;8888.0;0.0;0.0
841;0.0;557.13;62.87;0.0;0.0;0.0;0.0;0.0;0.0;4300.0;0.0;3063.0;6.35599877e6;837.0;7983.0;0.0;0.0
842;0.0;413.35;46.65;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2769.0;6.34739877e6;836.0;7529.0;0.0;0.0
843;0.0;344.16;38.84;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2506.0;6.33879877e6;837.0;7189.0;0.0;0.0
844;0.0;318.1;35.9;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2164.0;6.33019877e6;839.0;6818.0;0.0;0.0
845;0.0;267.78;30.22;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2059.0;6.32159877e6;841.0;6657.0;0.0;0.0
846;0.0;212.07;23.93;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2132.0;6.31299877e6;847.0;6668.0;0.0;0.0
847;116.86;221.05;24.95;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2022.14;6.30439877e6;871.0;6685.0;0.0;0.0
848;1475.41;215.66;24.34;-0.0;0.0;0.0;0.0;0.0;-0.0;4300.0;0.0;984.59;6.29579877e6;900.0;7000.0;0.0;0.0
849;4922.9;195.89;22.11;0.0;0.0;-0.0;0.0;170.9;0.0;2580.0;0.0;0.0;6.29063877e6;913.0;7550.0;0.0;0.0
850;9626.67;232.73;26.27;0.0;0.0;0.0;128.17;1200.0;0.0;0.0;0.0;0.0;6.29095984e6;916.0;8227.0;0.0;458.67
851;13899.51;244.42;27.58;0.0;0.0;0.0;1028.17;1200.0;0.0;0.0;0.0;0.0;6.2939807e6;914.0;8656.0;0.0;4315.51
852;17281.26;248.01;27.99;0.0;0.0;0.0;1928.17;1200.0;0.0;0.0;0.0;0.0;6.29915808e6;910.0;8961.0;0.0;7396.26
853;18983.1;223.75;25.25;0.0;0.0;0.0;2828.17;1200.0;0.0;0.0;0.0;0.0;6.30525165e6;907.0;9327.0;0.0;8705.1
854;20027.57;212.97;24.03;0.0;0.0;0.0;3728.17;1200.0;0.0;0.0;0.0;0.0;6.31218205e6;905.0;9164.0;0.0;9900.57
855;19706.19;202.18;22.82;0.0;0.0;0.0;4628.17;1200.0;0.0;0.0;0.0;0.0;6.31883848e6;903.0;9222.0;0.0;9509.19
856;18610.59;256.1;28.9;0.0;7185.05;0.0;5528.17;1200.0;0.0;0.0;0.0;0.0;6.31982306e6;901.0;9104.0;0.0;1406.54
857;16536.26;284.85;32.15;6107.29;6690.26;0.0;6428.17;1200.0;0.0;0.0;0.0;0.0;6.31982306e6;890.0;8963.0;0.0;0.0
858;13424.75;382.8;43.2;11794.01;3771.75;0.0;7328.17;1200.0;0.0;0.0;0.0;0.0;6.31982306e6;882.0;8879.0;0.0;0.0
859;9122.7;412.45;46.55;15000.0;0.0;-0.0;8228.17;873.7;0.0;0.0;0.0;0.0;6.31982306e6;876.0;8708.0;0.0;0.0
860;4718.38;629.01;70.99;15000.0;0.0;0.0;8883.44;832.38;0.0;3870.0;0.0;0.0;6.31208306e6;866.0;8456.0;0.0;0.0
861;1424.28;846.47;95.53;15000.0;0.0;213.72;9507.73;0.0;1200.0;4300.0;0.0;0.0;6.30348306e6;859.0;8080.0;0.0;0.0
862;270.25;956.1;107.9;14748.56;0.0;1331.75;8307.73;0.0;1200.0;4300.0;0.0;0.0;6.29488306e6;858.0;8166.0;0.0;0.0
863;0.0;925.55;104.45;13181.8;0.0;2733.53;7107.73;0.0;686.47;4300.0;0.0;0.0;6.28628306e6;853.0;8750.0;0.0;0.0
864;0.0;931.84;105.16;9965.88;0.0;2073.0;6421.26;0.0;1200.0;4300.0;0.0;0.0;6.27768306e6;841.0;8610.0;0.0;0.0
865;0.0;930.04;104.96;7527.06;0.0;1202.0;5221.26;0.0;1200.0;4300.0;0.0;0.0;6.26908306e6;837.0;7737.0;0.0;0.0
866;0.0;724.26;81.74;6112.94;0.0;1003.0;4021.26;0.0;1200.0;4300.0;0.0;0.0;6.26048306e6;836.0;7309.0;0.0;0.0
867;0.0;577.79;65.21;4932.94;0.0;2024.0;2821.26;0.0;0.0;4300.0;0.0;0.0;6.25188306e6;836.0;6967.0;0.0;0.0
868;0.0;516.69;58.31;2551.76;0.0;1719.0;2821.26;0.0;0.0;4300.0;0.0;0.0;6.24328306e6;839.0;6594.0;0.0;0.0
869;0.0;435.82;49.18;529.41;0.0;450.0;2821.26;0.0;1200.0;4300.0;0.0;0.0;6.23468306e6;841.0;6435.0;0.0;0.0
870;0.0;424.13;47.87;0.0;0.0;-0.0;1621.26;0.0;1200.0;4300.0;0.0;386.0;6.22608306e6;847.0;6358.0;0.0;0.0
871;109.56;410.66;46.34;0.0;0.0;-0.0;421.26;0.0;421.26;4300.0;0.0;962.18;6.21748306e6;870.0;6250.0;0.0;0.0
872;1336.63;475.35;53.65;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;297.37;6.20888306e6;900.0;6463.0;0.0;0.0
873;4499.26;505.01;56.99;0.0;0.0;-0.0;0.0;188.63;0.0;2065.37;0.0;0.0;6.20475233e6;913.0;6938.0;0.0;0.0
874;9086.18;513.09;57.91;0.0;0.0;0.0;141.47;1200.0;0.0;0.0;0.0;0.0;6.20535585e6;916.0;7595.0;0.0;862.18
875;12884.26;420.54;47.46;0.0;0.0;0.0;1041.47;1200.0;0.0;0.0;0.0;0.0;6.20818263e6;913.0;8114.0;0.0;4038.26
876;16156.45;576.89;65.11;0.0;0.0;0.0;1941.47;1200.0;0.0;0.0;0.0;0.0;6.21317885e6;909.0;8461.0;0.0;7137.45
877;17741.42;601.16;67.84;0.0;0.0;0.0;2841.47;1200.0;0.0;0.0;0.0;0.0;6.21902204e6;907.0;8863.0;0.0;8347.42
878;18815.1;709.89;80.11;0.0;0.0;0.0;3741.47;1200.0;0.0;0.0;0.0;0.0;6.22584641e6;904.0;8656.0;0.0;9749.1
879;18610.59;633.51;71.49;0.0;0.0;0.0;4641.47;1200.0;0.0;0.0;0.0;0.0;6.23248212e6;903.0;8636.0;0.0;9479.59
880;17427.34;767.4;86.6;0.0;5912.87;0.0;5541.47;1200.0;0.0;0.0;0.0;0.0;6.23435215e6;900.0;8497.0;0.0;2671.47
881;15564.82;901.28;101.72;5025.94;7000.82;0.0;6441.47;1200.0;0.0;0.0;0.0;0.0;6.23435215e6;890.0;8367.0;0.0;0.0
882;12511.75;1145.7;129.3;10976.64;4293.75;0.0;7341.47;1200.0;0.0;0.0;0.0;0.0;6.23435215e6;882.0;8293.0;0.0;0.0
883;8231.61;1415.28;159.72;14626.33;439.61;0.0;8241.47;1200.0;0.0;0.0;0.0;0.0;6.23435215e6;875.0;8167.0;0.0;0.0
884;4031.81;1577.02;177.98;15000.0;0.0;209.19;9141.47;0.0;0.0;2150.0;0.0;0.0;6.23005215e6;866.0;8146.0;0.0;0.0
885;1146.73;1729.78;195.22;14753.89;0.0;640.27;9141.47;0.0;0.0;4300.0;0.0;0.0;6.22145215e6;858.0;8012.0;0.0;0.0
886;124.17;1810.66;204.34;14000.63;0.0;1762.83;9141.47;0.0;0.0;4300.0;0.0;0.0;6.21285215e6;858.0;8202.0;0.0;0.0
887;0.0;2038.9;230.1;11926.71;0.0;2182.0;9141.47;0.0;0.0;4300.0;0.0;0.0;6.20425215e6;853.0;8751.0;0.0;0.0
888;0.0;1820.54;205.46;9359.65;0.0;2212.0;9141.47;0.0;0.0;4300.0;0.0;0.0;6.19565215e6;841.0;8538.0;0.0;0.0
889;0.0;1681.26;189.74;6757.3;0.0;1398.0;9141.47;0.0;0.0;4300.0;0.0;0.0;6.18705215e6;842.0;7569.0;0.0;0.0
890;0.0;1243.65;140.35;5112.59;0.0;323.0;9141.47;0.0;1200.0;4300.0;0.0;0.0;6.17845215e6;838.0;7207.0;0.0;0.0
891;0.0;1081.0;122.0;4732.59;0.0;208.0;7941.47;0.0;1200.0;4300.0;0.0;0.0;6.16985215e6;838.0;6911.0;0.0;0.0
892;0.0;857.25;96.75;4487.89;0.0;154.0;6741.47;0.0;1200.0;4300.0;0.0;0.0;6.16125215e6;840.0;6608.0;0.0;0.0
893;0.0;726.06;81.94;4306.71;0.0;291.0;5541.47;0.0;1200.0;4300.0;0.0;0.0;6.15265215e6;842.0;6599.0;0.0;0.0
894;0.0;729.65;82.35;3964.36;0.0;797.35;4341.47;0.0;927.65;4300.0;0.0;0.0;6.14405215e6;856.0;6837.0;0.0;0.0
895;94.95;685.62;77.38;3026.3;0.0;2048.05;3413.82;0.0;0.0;4300.0;0.0;0.0;6.13545215e6;897.0;7206.0;0.0;0.0
896;905.7;822.21;92.79;616.83;0.0;524.3;3413.82;0.0;1200.0;4300.0;0.0;0.0;6.12685215e6;921.0;7845.0;0.0;0.0
897;3608.18;750.32;84.68;0.0;0.0;0.0;2213.82;228.18;0.0;4300.0;0.0;0.0;6.11825215e6;927.0;8515.0;0.0;0.0
898;7165.22;591.27;66.73;-0.0;0.0;-0.0;2384.96;0.0;35.78;1290.0;0.0;0.0;6.11567215e6;925.0;9149.0;0.0;0.0
899;10203.69;546.34;61.66;0.0;0.0;0.0;2349.18;1200.0;0.0;0.0;0.0;0.0;6.11570133e6;922.0;9570.0;0.0;41.69
900;12387.58;523.88;59.12;0.0;0.0;0.0;3249.18;1200.0;0.0;0.0;0.0;0.0;6.11701844e6;922.0;9889.0;0.0;1881.58
901;13994.46;533.76;60.24;0.0;2105.71;0.0;4149.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;921.0;10155.0;0.0;1127.76
902;14805.21;496.02;55.98;1789.85;4088.21;0.0;5049.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;915.0;10069.0;0.0;0.0
903;15126.58;642.49;72.51;5264.83;4474.58;0.0;5949.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;912.0;10167.0;0.0;0.0
904;14257.41;698.2;78.8;9068.22;3835.41;0.0;6849.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;915.0;9999.0;0.0;0.0
905;12942.69;733.25;82.75;12328.32;2762.69;0.0;7749.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;912.0;9796.0;0.0;0.0
906;10342.46;770.99;87.01;14676.61;380.46;0.0;8649.18;1200.0;0.0;0.0;0.0;0.0;6.11780787e6;907.0;9620.0;0.0;0.0
907;6763.5;790.76;89.24;15000.0;0.0;-0.0;9549.18;357.5;0.0;2150.0;0.0;0.0;6.11350787e6;902.0;9436.0;0.0;0.0
908;3221.06;992.94;112.06;15000.0;0.0;0.0;9817.31;0.0;559.94;4300.0;0.0;0.0;6.10490787e6;887.0;9186.0;0.0;0.0
909;818.05;1045.06;117.94;15000.0;0.0;1120.95;9257.37;0.0;1200.0;4300.0;0.0;0.0;6.09630787e6;874.0;8602.0;0.0;0.0
910;80.34;1040.57;117.43;13681.23;0.0;1752.66;8057.37;0.0;1200.0;4300.0;0.0;0.0;6.08770787e6;861.0;8491.0;0.0;0.0
911;0.0;1004.62;113.38;11619.28;0.0;2730.39;6857.37;0.0;723.61;4300.0;0.0;0.0;6.07910787e6;854.0;8872.0;0.0;0.0
912;0.0;905.78;102.22;8407.06;0.0;3339.0;6133.76;0.0;0.0;4300.0;0.0;0.0;6.07050787e6;846.0;8647.0;0.0;0.0
913;0.0;883.31;99.69;4478.82;0.0;1267.0;6133.76;0.0;1200.0;4300.0;0.0;0.0;6.06190787e6;843.0;7750.0;0.0;0.0
914;0.0;712.58;80.42;2988.24;0.0;1083.0;4933.76;0.0;1200.0;4300.0;0.0;0.0;6.05330787e6;840.0;7376.0;0.0;0.0
915;0.0;654.17;73.83;1714.12;0.0;856.0;3733.76;0.0;1200.0;4300.0;0.0;0.0;6.04470787e6;839.0;7084.0;0.0;0.0
916;0.0;593.07;66.93;707.06;0.0;601.0;2533.76;0.0;1200.0;4300.0;0.0;0.0;6.03610787e6;842.0;6761.0;0.0;0.0
917;0.0;624.52;70.48;0.0;0.0;-0.0;1333.76;0.0;1200.0;4300.0;0.0;517.0;6.02750787e6;844.0;6712.0;0.0;0.0
918;0.0;735.05;82.95;0.0;0.0;-0.0;133.76;0.0;133.76;4300.0;0.0;1661.24;6.01890787e6;858.0;6913.0;0.0;0.0
919;80.34;743.13;83.87;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;0.0;2049.66;6.01030787e6;899.0;7257.0;0.0;0.0
920;1227.07;611.94;69.06;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;1638.93;6.00170787e6;923.0;7847.0;0.0;0.0
921;4331.27;585.88;66.12;0.0;0.0;-0.0;-0.0;0.0;0.0;3440.0;0.0;42.73;5.99482787e6;929.0;8466.0;0.0;0.0
922;8859.75;658.67;74.33;0.0;0.0;-0.0;0.0;564.75;0.0;0.0;0.0;0.0;5.99482787e6;928.0;9028.0;0.0;0.0
923;12957.3;506.8;57.2;0.0;-0.0;0.0;423.56;1200.0;0.0;0.0;0.0;0.0;5.99686508e6;924.0;9411.0;0.0;2910.3
924;15878.9;428.63;48.37;0.0;-0.0;0.0;1323.56;1200.0;0.0;0.0;0.0;0.0;6.00068211e6;925.0;9703.0;0.0;5452.9
925;17522.3;505.01;56.99;0.0;-0.0;0.0;2223.56;1200.0;0.0;0.0;0.0;0.0;6.00555152e6;923.0;9928.0;0.0;6956.3
926;18501.03;494.22;55.78;0.0;0.0;0.0;3123.56;1200.0;0.0;0.0;0.0;0.0;6.01116834e6;918.0;9827.0;0.0;8024.03
927;18238.09;498.72;56.28;0.0;3773.66;0.0;4023.56;1200.0;0.0;0.0;0.0;0.0;6.01389024e6;914.0;9931.0;0.0;3888.43
928;17018.32;562.52;63.48;3207.61;6643.32;0.0;4923.56;1200.0;0.0;0.0;0.0;0.0;6.01389024e6;918.0;9801.0;0.0;0.0
929;15228.84;584.08;65.92;8854.43;5033.84;0.0;5823.56;1200.0;0.0;0.0;0.0;0.0;6.01389024e6;914.0;9645.0;0.0;0.0
930;12307.24;549.04;61.96;13133.2;2196.24;0.0;6723.56;1200.0;0.0;0.0;0.0;0.0;6.01389024e6;909.0;9522.0;0.0;0.0
931;8195.09;585.88;66.12;15000.0;0.0;0.0;7623.56;1200.0;0.0;1730.91;0.0;0.0;6.01042841e6;904.0;9378.0;0.0;0.0
932;3936.86;578.69;65.31;15000.0;0.0;0.0;8523.56;0.0;250.14;4300.0;0.0;0.0;6.00182841e6;889.0;9131.0;0.0;0.0
933;1044.47;598.46;67.54;15000.0;0.0;2566.53;8273.42;0.0;0.0;4300.0;0.0;0.0;5.99322841e6;876.0;8577.0;0.0;0.0
934;109.56;538.25;60.75;11980.56;0.0;2283.44;8273.42;0.0;1200.0;4300.0;0.0;0.0;5.98462841e6;863.0;8492.0;0.0;0.0
935;0.0;528.37;59.63;9294.16;0.0;2776.0;7073.42;0.0;1200.0;4300.0;0.0;0.0;5.97602841e6;856.0;8864.0;0.0;0.0
936;0.0;416.05;46.95;6028.27;0.0;2688.0;5873.42;0.0;1200.0;4300.0;0.0;0.0;5.96742841e6;847.0;8651.0;0.0;0.0
937;0.0;393.58;44.42;2865.92;0.0;1812.0;4673.42;0.0;1200.0;4300.0;0.0;0.0;5.95882841e6;844.0;7750.0;0.0;0.0
938;0.0;279.46;31.54;734.16;0.0;624.03;3473.42;0.0;1200.0;4300.0;0.0;937.97;5.95022841e6;841.0;7373.0;0.0;0.0
939;0.0;209.37;23.63;0.0;0.0;-0.0;2273.42;0.0;1200.0;4300.0;0.0;1344.0;5.94162841e6;840.0;7077.0;0.0;0.0
940;0.0;304.62;34.38;0.0;0.0;-0.0;1073.42;0.0;1073.42;4300.0;0.0;1037.58;5.93302841e6;842.0;6750.0;0.0;0.0
941;0.0;336.97;38.03;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;0.0;2020.0;5.92442841e6;844.0;6695.0;0.0;0.0
942;0.0;306.42;34.58;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;0.0;2252.0;5.91582841e6;858.0;6893.0;0.0;0.0
943;73.04;293.84;33.16;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2533.96;5.90722841e6;900.0;7234.0;0.0;0.0
944;1219.77;223.75;25.25;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2046.23;5.89862841e6;924.0;7815.0;0.0;0.0
945;4440.83;199.49;22.51;0.0;0.0;-0.0;0.0;99.83;0.0;3870.0;0.0;0.0;5.89088841e6;930.0;8433.0;0.0;0.0
946;9268.78;176.12;19.88;0.0;0.0;-0.0;74.87;473.78;0.0;0.0;0.0;0.0;5.89088841e6;928.0;8991.0;0.0;0.0
947;13636.57;172.53;19.47;0.0;0.0;0.0;430.21;1200.0;0.0;0.0;0.0;0.0;5.89316591e6;925.0;9375.0;0.0;3253.57
948;17040.23;184.21;20.79;0.0;-0.0;0.0;1330.21;1200.0;0.0;0.0;0.0;0.0;5.89762647e6;925.0;9673.0;0.0;6372.23
949;18763.98;183.31;20.69;0.0;0.0;0.0;2230.21;1200.0;0.0;0.0;0.0;0.0;5.90312846e6;924.0;9908.0;0.0;7859.98
950;19720.8;161.75;18.25;0.0;0.0;0.0;3130.21;1200.0;0.0;0.0;0.0;0.0;5.90934642e6;918.0;9818.0;0.0;8882.8
951;19399.42;166.24;18.76;0.0;2086.16;0.0;4030.21;1200.0;0.0;0.0;0.0;0.0;5.9138e6;915.0;9936.0;0.0;6362.26
952;18150.44;283.06;31.94;1773.24;7444.44;0.0;4930.21;1200.0;0.0;0.0;0.0;0.0;5.9138e6;918.0;9821.0;0.0;0.0
953;15922.72;348.65;39.35;8101.01;5431.72;0.0;5830.21;1200.0;0.0;0.0;0.0;0.0;5.9138e6;914.0;9679.0;0.0;0.0
954;12847.74;406.16;45.84;12717.97;2684.74;0.0;6730.21;1200.0;0.0;151.0;0.0;0.0;5.913498e6;910.0;9566.0;0.0;0.0
955;8567.59;454.69;51.31;15000.0;0.0;-0.0;7630.21;1200.0;0.0;1547.41;0.0;0.0;5.91040318e6;905.0;9421.0;0.0;0.0
956;4155.98;394.48;44.52;15000.0;0.0;-0.0;8530.21;0.0;276.02;4300.0;0.0;0.0;5.90180318e6;890.0;9171.0;0.0;0.0
957;1234.38;510.4;57.6;15000.0;0.0;1954.38;8254.18;0.0;560.24;4300.0;0.0;0.0;5.89320318e6;877.0;8617.0;0.0;0.0
958;153.38;549.94;62.06;12700.72;0.0;2268.62;7693.94;0.0;1200.0;4300.0;0.0;0.0;5.88460318e6;864.0;8534.0;0.0;0.0
959;0.0;600.26;67.74;10031.76;0.0;2741.0;6493.94;0.0;1200.0;4300.0;0.0;0.0;5.87600318e6;856.0;8909.0;0.0;0.0
960;0.0;570.6;64.4;6807.06;0.0;2551.0;5293.94;0.0;1200.0;4300.0;0.0;0.0;5.86740318e6;848.0;8686.0;0.0;0.0
961;0.0;522.98;59.02;3805.88;0.0;1695.0;4093.94;0.0;1200.0;4300.0;0.0;0.0;5.85880318e6;842.0;7777.0;0.0;0.0
962;0.0;322.59;36.41;1811.76;0.0;1540.0;2893.94;0.0;1200.0;4300.0;0.0;0.0;5.85020318e6;840.0;7399.0;0.0;0.0
963;0.0;263.29;29.71;0.0;0.0;-0.0;1693.94;0.0;1200.0;4300.0;0.0;1308.0;5.84160318e6;839.0;7101.0;0.0;0.0
964;0.0;270.48;30.52;0.0;0.0;-0.0;493.94;0.0;493.94;4300.0;0.0;1679.06;5.83300318e6;841.0;6774.0;0.0;0.0
965;0.0;284.85;32.15;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2101.0;5.82440318e6;843.0;6718.0;0.0;0.0
966;0.0;295.64;33.36;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2284.0;5.81580318e6;857.0;6913.0;0.0;0.0
967;58.43;304.62;34.38;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2553.57;5.80720318e6;898.0;7251.0;0.0;0.0
968;1073.69;384.6;43.4;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2032.31;5.79860318e6;923.0;7834.0;0.0;0.0
969;4061.02;339.67;38.33;0.0;0.0;-0.0;0.0;0.0;-0.0;3870.0;0.0;140.98;5.79086318e6;928.0;8450.0;0.0;0.0
970;8443.42;349.55;39.45;0.0;0.0;-0.0;0.0;253.42;0.0;430.0;0.0;0.0;5.79000318e6;927.0;9009.0;0.0;0.0
971;12796.61;301.03;33.97;0.0;0.0;0.0;190.07;1200.0;0.0;0.0;0.0;0.0;5.79178091e6;924.0;9392.0;0.0;2539.61
972;16149.14;316.3;35.7;0.0;-0.0;0.0;1090.07;1200.0;0.0;0.0;0.0;0.0;5.79571011e6;924.0;9688.0;0.0;5613.14
973;17865.58;421.44;47.56;0.0;0.0;0.0;1990.07;1200.0;0.0;0.0;0.0;0.0;5.80076102e6;923.0;9919.0;0.0;7215.58
974;19275.26;443.9;50.1;0.0;0.0;0.0;2890.07;1200.0;0.0;0.0;0.0;0.0;5.806882e6;917.0;9825.0;0.0;8744.26
975;19187.61;498.72;56.28;0.0;1524.87;0.0;3790.07;1200.0;0.0;0.0;0.0;0.0;5.81183851e6;914.0;9937.0;0.0;7080.73
976;18201.57;407.06;45.94;1296.14;7500.0;0.0;4690.07;1200.0;0.0;0.0;0.0;0.0;5.81193481e6;917.0;9817.0;0.0;137.57
977;15973.85;453.79;51.21;7671.14;5606.85;0.0;5590.07;1200.0;0.0;0.0;0.0;0.0;5.81193481e6;913.0;9672.0;0.0;0.0
978;13030.34;531.07;59.93;12436.96;3015.34;0.0;6490.07;1200.0;0.0;151.0;0.0;0.0;5.81163281e6;908.0;9557.0;0.0;0.0
979;8647.94;585.88;66.12;15000.0;0.0;-0.0;7390.07;1200.0;0.0;1314.06;0.0;0.0;5.80900468e6;903.0;9414.0;0.0;0.0
980;4207.1;632.61;71.39;15000.0;0.0;-0.0;8290.07;44.1;0.0;4300.0;0.0;0.0;5.80040468e6;888.0;9167.0;0.0;0.0
981;1365.85;655.07;73.93;15000.0;0.0;2046.9;8323.15;0.0;172.25;4300.0;0.0;0.0;5.79180468e6;876.0;8614.0;0.0;0.0
982;189.9;689.22;77.78;12591.88;0.0;2076.1;8150.9;0.0;1200.0;4300.0;0.0;0.0;5.78320468e6;863.0;8533.0;0.0;0.0
983;0.0;666.75;75.25;10149.41;0.0;2667.0;6950.9;0.0;1200.0;4300.0;0.0;0.0;5.77460468e6;855.0;8909.0;0.0;0.0
984;0.0;523.88;59.12;7011.76;0.0;2603.0;5750.9;0.0;1200.0;4300.0;0.0;0.0;5.76600468e6;847.0;8686.0;0.0;0.0
985;0.0;454.69;51.31;3949.41;0.0;1791.0;4550.9;0.0;1200.0;4300.0;0.0;0.0;5.75740468e6;843.0;7797.0;0.0;0.0
986;0.0;315.4;35.6;1842.35;0.0;1566.0;3350.9;0.0;1200.0;4300.0;0.0;0.0;5.74880468e6;840.0;7417.0;0.0;0.0
987;0.0;233.63;26.37;0.0;0.0;-0.0;2150.9;0.0;1200.0;4300.0;0.0;1359.0;5.74020468e6;839.0;7119.0;0.0;0.0
988;0.0;202.18;22.82;0.0;0.0;-0.0;950.9;0.0;950.9;4300.0;0.0;1303.1;5.73160468e6;841.0;6779.0;0.0;0.0
989;0.0;198.59;22.41;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2198.0;5.72300468e6;843.0;6719.0;0.0;0.0
990;0.0;206.68;23.32;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2374.0;5.71440468e6;858.0;6904.0;0.0;0.0
991;58.43;228.24;25.76;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;0.0;2620.57;5.70580468e6;899.0;7233.0;0.0;0.0
992;1146.73;204.88;23.12;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;2128.27;5.69720468e6;923.0;7803.0;0.0;0.0
993;4250.93;186.01;20.99;0.0;0.0;-0.0;0.0;0.0;-0.0;3870.0;0.0;99.07;5.68946468e6;929.0;8427.0;0.0;0.0
994;8903.58;228.24;25.76;0.0;0.0;-0.0;0.0;138.58;0.0;0.0;0.0;0.0;5.68946468e6;927.0;9019.0;0.0;0.0
995;13139.9;206.68;23.32;0.0;0.0;0.0;103.93;1200.0;0.0;0.0;0.0;0.0;5.69139311e6;924.0;9415.0;0.0;2754.9
996;16134.54;175.22;19.78;0.0;0.0;0.0;1003.93;1200.0;0.0;0.0;0.0;0.0;5.69519308e6;924.0;9701.0;0.0;5428.54
997;17456.56;175.22;19.78;0.0;0.0;0.0;1903.93;1200.0;0.0;0.0;0.0;0.0;5.69973858e6;923.0;9958.0;0.0;6493.56
998;18267.3;177.02;19.98;0.0;-0.0;0.0;2803.93;1200.0;0.0;0.0;0.0;0.0;5.70492299e6;917.0;9858.0;0.0;7406.3
999;17989.75;177.02;19.98;0.0;4689.76;0.0;3703.93;1200.0;0.0;0.0;0.0;0.0;5.70654838e6;914.0;9975.0;0.0;2321.99
1000;17003.71;185.11;20.89;3986.3;6168.71;0.0;4603.93;1200.0;0.0;0.0;0.0;0.0;5.70654838e6;917.0;9841.0;0.0;0.0
1001;15484.48;236.33;26.67;9229.7;4850.48;0.0;5503.93;1200.0;0.0;0.0;0.0;0.0;5.70654838e6;913.0;9697.0;0.0;0.0
1002;12424.1;281.26;31.74;13352.61;1938.1;0.0;6403.93;1200.0;0.0;0.0;0.0;0.0;5.70654838e6;909.0;9599.0;0.0;0.0
