Nucléaire ;Charbon ;Gaz semi-base ;Gaz pointe ;Fioul ;Hydro ;STEP pompage ;STEP turbinage ;Batterie injection ;Batterie soutirage ;RES ;load ;Net load 
4335.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;5313 ;  9648 ; 4335 
4524.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;4986 ;  9510 ; 4524 
5406.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;4144 ;  9550 ; 5406 
1860.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 3757.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3787 ;  9404 ; 5617 
5243.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3588 ;  8831 ; 5243 
4983.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3507 ;  8490 ; 4983 
5412.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3540 ;  8952 ; 5412 
5224.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3736 ;  8960 ; 5224 
4485.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3662 ;  8147 ; 4485 
4453.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3259 ;  7712 ; 4453 
4370.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;3028 ;  7398 ; 4370 
1860.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 2617.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;2561 ;  7038 ; 4477 
4412.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ; 0.0 ;0.0 ; 0.0 ;0.0 ; 0.0 ;2554 ;  6966 ; 4412 
