t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Hydro_lac_utilization_rate;hy_th_fatal;Load;Defailance;Exces
2318;24387.99;2739.74;164.18;0.0;0.0;0.0;13394.88;1200.0;0.0;0.0;0.0;0.0;1.0;1022.0;10062.0;0.0;17051.91
2319;24928.92;2875.12;172.3;-0.0;0.0;0.0;14294.88;1200.0;0.0;0.0;0.0;0.0;1.0;1023.0;9995.0;0.0;17804.33
2320;23337.05;3015.57;180.71;0.0;820.24;0.0;15194.88;1200.0;0.0;0.0;0.0;0.0;1.0;1021.0;9748.0;0.0;15786.1
2321;18746.91;2858.2;171.28;697.2;2324.0;0.0;16094.88;1200.0;0.0;0.0;0.0;0.0;1.0;1026.0;9527.0;0.0;9751.39
2322;11714.89;2641.59;158.3;2672.6;2324.0;0.0;16994.88;1200.0;0.0;0.0;0.0;0.0;1.0;1031.0;9390.0;0.0;2631.78
2323;3477.38;2314.99;138.73;4648.0;0.0;0.0;17894.88;0.0;38.91;2580.0;0.0;0.0;1.0;1032.0;9582.0;0.0;0.0
2324;170.01;1858.08;111.35;4648.0;0.0;2324.0;17855.97;0.0;1200.0;3010.0;0.0;199.56;1.0;1023.0;9896.0;0.0;0.0
2325;0.0;1631.32;97.76;1913.88;0.0;1626.8;16655.97;0.0;1200.0;3010.0;0.0;744.12;1.0;1011.0;9321.0;0.0;0.0
2326;0.0;1176.11;70.48;0.0;0.0;-0.0;15455.97;0.0;1200.0;3010.0;0.0;2144.41;1.0;996.0;8597.0;0.0;0.0
2327;0.0;998.42;59.83;0.0;0.0;-0.0;14255.97;0.0;1200.0;3010.0;0.0;2422.75;1.0;986.0;8677.0;0.0;0.0
2328;0.0;1105.03;66.22;0.0;0.0;-0.0;13055.97;0.0;1200.0;3010.0;0.0;2363.75;1.0;968.0;8713.0;0.0;0.0
2329;0.0;1421.48;85.19;0.0;0.0;-0.0;11855.97;0.0;1200.0;3010.0;0.0;1291.33;1.0;963.0;7971.0;0.0;0.0
2330;0.0;1810.7;108.51;0.0;0.0;-0.0;10655.97;0.0;1200.0;3010.0;0.0;475.79;1.0;960.0;7565.0;0.0;0.0
2331;0.0;2008.69;120.37;0.0;0.0;0.0;9455.97;0.0;1163.93;3010.0;0.0;0.0;1.0;961.0;7264.0;0.0;0.0
2332;0.0;2089.92;125.24;-0.0;0.0;0.0;8292.04;0.0;708.84;3010.0;0.0;0.0;1.0;961.0;6895.0;0.0;0.0
2333;0.0;2276.06;136.4;-0.0;0.0;0.0;7583.2;0.0;431.54;3010.0;0.0;0.0;1.0;964.0;6818.0;0.0;0.0
2334;0.0;2340.37;140.25;-0.0;0.0;0.0;7151.66;0.0;732.38;3010.0;0.0;0.0;1.0;985.0;7208.0;0.0;0.0
2335;0.0;2240.53;134.27;-0.0;0.0;-0.0;6419.28;0.0;1200.0;3010.0;0.0;633.2;1.0;1022.0;8240.0;0.0;0.0
2336;61.82;2267.6;135.89;0.0;0.0;-0.0;5219.28;0.0;1200.0;3010.0;0.0;1442.69;1.0;1033.0;9151.0;0.0;0.0
2337;2349.16;2490.98;149.28;0.0;0.0;-0.0;4019.28;0.0;391.58;3010.0;0.0;0.0;1.0;1029.0;9420.0;0.0;0.0
2338;10555.77;2533.29;151.81;0.0;-0.0;0.0;3627.7;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;9656.0;0.0;3413.86
2339;20941.53;2191.45;131.33;0.0;-0.0;0.0;4527.7;1200.0;0.0;0.0;0.0;0.0;1.0;1030.0;9738.0;0.0;13356.3
2340;28792.66;2044.23;122.5;0.0;-0.0;0.0;5427.7;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;9842.0;0.0;20945.4
2341;32810.97;1974.85;118.35;0.0;-0.0;0.0;6327.7;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;9874.0;0.0;24857.16
2342;34449.2;2056.07;123.21;0.0;-0.0;0.0;7227.7;1200.0;0.0;0.0;0.0;0.0;1.0;1025.0;9648.0;0.0;26805.48
2343;33243.7;2110.22;126.46;0.0;-0.0;0.0;8127.7;1200.0;0.0;0.0;0.0;0.0;1.0;1026.0;9478.0;0.0;25828.39
2344;29812.7;2294.68;137.51;0.0;820.24;0.0;9027.7;1200.0;0.0;0.0;0.0;0.0;1.0;1023.0;9180.0;0.0;22067.65
2345;23043.4;2022.23;121.19;697.2;2324.0;0.0;9927.7;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;8930.0;0.0;13760.82
2346;13646.76;1871.62;112.16;2672.6;2324.0;0.0;10827.7;1200.0;0.0;0.0;0.0;0.0;1.0;1033.0;8858.0;0.0;4281.54
2347;3369.19;1497.63;89.75;4648.0;0.0;0.0;11727.7;0.0;74.43;3010.0;0.0;0.0;1.0;1034.0;9075.0;0.0;0.0
2348;92.73;1147.34;68.76;4648.0;0.0;2324.0;11653.27;0.0;1200.0;3010.0;0.0;507.17;1.0;1026.0;9376.0;0.0;0.0
2349;0.0;1094.88;65.61;1913.88;0.0;1626.8;10453.27;0.0;1200.0;3010.0;0.0;859.71;1.0;1013.0;8870.0;0.0;0.0
2350;0.0;886.73;53.14;0.0;0.0;-0.0;9253.27;0.0;1200.0;3010.0;0.0;2098.13;1.0;999.0;8247.0;0.0;0.0
2351;0.0;834.27;50.0;0.0;0.0;-0.0;8053.27;0.0;1200.0;3010.0;0.0;2320.73;1.0;988.0;8403.0;0.0;0.0
2352;0.0;758.12;45.43;0.0;0.0;-0.0;6853.27;0.0;1200.0;3010.0;0.0;2496.44;1.0;969.0;8479.0;0.0;0.0
2353;0.0;1041.88;45.94;2246.47;0.0;1909.5;1200.0;0.0;-0.0;3010.0;0.0;794.68;1.0;960.0;7762.0;0.0;0.0
2354;0.0;982.08;43.3;0.0;0.0;-0.0;1200.0;0.0;1200.0;3010.0;0.0;1116.62;1.0;957.0;7309.0;0.0;0.0
2355;0.0;1110.87;48.98;0.0;0.0;-0.0;0.0;0.0;-0.0;3010.0;0.0;1838.14;1.0;952.0;6960.0;0.0;0.0
2356;0.0;1244.27;54.86;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1269.87;1.0;953.0;6532.0;0.0;0.0
2357;0.0;1168.37;51.52;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1160.11;1.0;956.0;6346.0;0.0;0.0
2358;0.0;1269.57;55.98;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;1105.0;21.45;1.0;967.0;6429.0;0.0;0.0
2359;0.0;1766.36;77.88;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;255.0;660.76;1.0;983.0;6753.0;0.0;0.0
2360;92.73;1908.96;84.17;0.0;0.0;-0.0;-0.0;0.0;0.0;2580.0;935.0;455.14;1.0;1004.0;7060.0;0.0;0.0
2361;1622.78;2111.35;93.1;0.0;0.0;-0.0;0.0;0.0;-0.0;2580.0;0.0;95.78;1.0;1018.0;7521.0;0.0;0.0
2362;8237.52;2391.94;105.47;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.0;1025.0;8050.0;0.0;2509.93
2363;14898.62;2962.33;130.62;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.0;1025.0;8257.0;0.0;9559.57
2364;19040.56;3696.01;162.97;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.0;1020.0;8458.0;0.0;14261.54
2365;20817.89;3905.31;172.2;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.0;1017.0;8796.0;0.0;15916.39
2366;21868.83;4116.9;181.53;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.0;1013.0;8442.0;0.0;17538.25
2367;21111.53;4632.09;204.24;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.0;1011.0;8161.0;0.0;17597.86
2368;19365.12;4618.29;203.63;-0.0;820.24;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.0;1014.0;7855.0;0.0;15325.81
2369;14651.34;4015.71;177.06;697.2;2324.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.0;1020.0;7656.0;0.0;8684.11
2370;7572.95;4013.41;176.96;2672.6;2324.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;7625.0;0.0;1641.32
2371;1808.24;3466.02;152.83;4648.0;0.0;-0.0;8100.0;0.0;0.0;1371.92;0.0;0.0;1.0;1028.0;7827.0;0.0;0.0
2372;200.91;3139.43;138.43;4648.0;0.0;773.23;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;1022.0;8284.0;0.0;0.0
2373;0.0;3132.53;138.12;3738.32;0.0;755.35;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;1006.0;8042.0;0.0;0.0
2374;0.0;3167.03;139.64;2849.67;0.0;286.33;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;991.0;7594.0;0.0;0.0
2375;0.0;3219.93;141.98;2512.81;0.0;500.1;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;984.0;7856.0;0.0;0.0
2376;0.0;3360.22;148.16;1924.46;0.0;605.62;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;965.0;8089.0;0.0;0.0
2377;0.0;3311.92;146.03;1211.96;0.0;84.05;8100.0;0.0;0.0;3010.0;0.0;0.0;1.0;962.0;7514.0;0.0;0.0
2378;0.0;4169.8;183.86;1113.09;0.0;0.0;8100.0;275.69;0.0;2047.03;0.0;0.0;1.0;959.0;7084.0;0.0;0.0
2379;0.0;3949.01;174.12;1113.09;0.0;0.0;8306.77;101.13;0.0;1720.0;0.0;0.0;1.0;954.0;6696.0;0.0;0.0
2380;0.0;4369.9;192.68;1113.09;0.0;0.0;8382.61;134.58;0.0;860.0;0.0;0.0;1.0;955.0;6243.0;0.0;0.0
2381;0.0;4443.5;195.93;1113.09;0.0;0.0;8483.55;18.42;0.0;430.0;0.0;0.0;1.0;958.0;6009.0;0.0;0.0
2382;0.0;4728.69;208.5;1113.09;0.0;0.0;8497.37;0.0;59.81;0.0;0.0;0.0;1.0;969.0;5966.0;0.0;0.0
2383;0.0;4592.99;202.52;1113.09;0.0;325.49;8437.56;0.0;0.0;0.0;0.0;0.0;1.0;986.0;6107.0;0.0;0.0
2384;0.0;4156.0;183.25;730.16;0.0;502.44;8437.56;0.0;371.31;0.0;0.0;0.0;1.0;1006.0;6219.0;0.0;0.0
2385;911.85;4337.7;191.26;139.05;0.0;118.19;8066.25;0.0;0.0;0.0;0.0;0.0;1.0;1022.0;6581.0;0.0;0.0
2386;5718.35;3840.91;169.36;0.0;0.0;0.0;8066.25;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;7169.0;0.0;2387.62
2387;10942.14;3693.71;162.87;-0.0;0.0;0.0;8966.25;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;7593.0;0.0;7033.72
2388;14759.52;3314.22;146.13;-0.0;0.0;0.0;9866.25;1200.0;0.0;0.0;0.0;0.0;1.0;1023.0;7940.0;0.0;10102.88
2389;14450.43;3134.83;138.22;-0.0;0.0;0.0;10766.25;1200.0;0.0;0.0;0.0;0.0;1.0;1020.0;8340.0;0.0;9203.48
2390;15795.01;3116.43;137.41;-0.0;-0.0;0.0;11666.25;1200.0;0.0;0.0;0.0;0.0;1.0;1017.0;7916.0;0.0;10949.85
2391;16073.2;3332.62;146.94;0.0;0.0;0.0;12566.25;1200.0;0.0;0.0;0.0;0.0;1.0;1014.0;7517.0;0.0;11849.77
2392;15176.81;3535.02;155.87;-0.0;820.24;0.0;13466.25;1200.0;0.0;0.0;0.0;0.0;1.0;1017.0;7209.0;0.0;10655.46
2393;12379.46;3624.72;159.82;697.2;2324.0;0.0;14366.25;1200.0;0.0;0.0;0.0;0.0;1.0;1023.0;7031.0;0.0;6631.99
2394;7341.12;3581.02;157.9;2672.6;2324.0;0.0;15266.25;1200.0;0.0;0.0;0.0;0.0;1.0;1030.0;7059.0;0.0;1527.04
2395;1870.05;3104.93;136.9;4648.0;0.0;0.0;16166.25;8.89;0.0;1290.0;0.0;0.0;1.0;1032.0;7425.0;0.0;0.0
2396;108.18;2868.03;126.46;4648.0;0.0;300.38;16172.92;0.0;680.94;3010.0;0.0;0.0;1.0;1025.0;8119.0;0.0;0.0
2397;0.0;2548.34;112.36;4294.61;0.0;136.3;15491.98;0.0;1200.0;3010.0;0.0;0.0;1.0;1009.0;8016.0;0.0;0.0
2398;0.0;2164.25;95.43;4134.26;0.0;93.32;14291.98;0.0;1200.0;3010.0;0.0;0.0;1.0;994.0;7557.0;0.0;0.0
2399;0.0;2033.15;89.65;4024.47;0.0;411.2;13091.98;0.0;1200.0;3010.0;0.0;0.0;1.0;987.0;7731.0;0.0;0.0
2400;0.0;1777.86;78.39;3540.7;0.0;855.75;11891.98;0.0;1200.0;3010.0;0.0;0.0;1.0;967.0;7889.0;0.0;0.0
2401;0.0;1904.36;83.97;2533.94;0.0;173.68;10691.98;0.0;1200.0;3010.0;0.0;0.0;1.0;966.0;7338.0;0.0;0.0
2402;0.0;1996.35;88.02;2329.61;0.0;0.0;9491.98;0.0;939.62;3010.0;0.0;0.0;1.0;963.0;6997.0;0.0;0.0
2403;0.0;2155.05;95.02;2329.61;0.0;0.0;8552.36;0.0;484.93;3010.0;0.0;0.0;1.0;964.0;6709.0;0.0;0.0
2404;0.0;1902.06;83.87;2329.61;0.0;0.0;8067.43;0.0;397.08;3010.0;0.0;0.0;1.0;964.0;6357.0;0.0;0.0
2405;0.0;1706.56;75.25;2329.61;0.0;0.0;7670.35;0.0;602.19;3010.0;0.0;0.0;1.0;968.0;6362.0;0.0;0.0
2406;0.0;1550.16;68.35;2329.61;0.0;69.49;7068.16;0.0;1200.0;3010.0;0.0;0.0;1.0;989.0;6887.0;0.0;0.0
2407;0.0;1536.36;67.74;2247.87;0.0;1217.89;5868.16;0.0;1200.0;3010.0;0.0;0.0;1.0;1026.0;8058.0;0.0;0.0
2408;61.82;1669.76;73.62;815.05;0.0;692.79;4668.16;0.0;1200.0;3010.0;1275.0;0.0;1.0;1038.0;9021.0;0.0;0.0
2409;2024.61;1563.96;68.96;-0.0;0.0;0.0;3468.16;0.0;1141.47;3010.0;510.0;0.0;1.0;1034.0;9353.0;0.0;0.0
2410;9427.55;1619.16;71.39;0.0;0.0;0.0;2326.69;1200.0;0.0;0.0;0.0;0.0;1.0;1034.0;9643.0;0.0;1309.11
2411;19473.3;1596.16;70.38;-0.0;0.0;0.0;3226.69;1200.0;0.0;0.0;0.0;0.0;1.0;1034.0;9723.0;0.0;11250.84
2412;27417.17;1632.96;72.0;-0.0;0.0;0.0;4126.69;1200.0;0.0;0.0;0.0;0.0;1.0;1033.0;9856.0;0.0;19099.13
2413;31852.76;1828.46;80.62;-0.0;0.0;0.0;5026.69;1200.0;0.0;0.0;0.0;0.0;1.0;1031.0;9887.0;0.0;23705.83
2414;33831.0;1842.26;81.23;-0.0;0.0;0.0;5926.69;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;9723.0;0.0;25860.48
2415;32980.97;1796.26;79.2;-0.0;0.0;0.0;6826.69;1200.0;0.0;0.0;0.0;0.0;1.0;1030.0;9561.0;0.0;25125.43
2416;29379.96;1862.96;82.14;-0.0;820.24;0.0;7726.69;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;9279.0;0.0;21052.82
2417;22394.3;1747.96;77.07;697.2;2324.0;0.0;8626.69;1200.0;0.0;0.0;0.0;0.0;1.0;1033.0;9068.0;0.0;12660.33
2418;12874.02;2065.35;91.07;2672.6;2324.0;0.0;9526.69;1200.0;0.0;0.0;0.0;0.0;1.0;1038.0;8984.0;0.0;3560.43
2419;2735.54;1975.65;87.11;4648.0;0.0;-0.0;10426.69;0.0;512.7;3010.0;0.0;0.0;1.0;1038.0;9359.0;0.0;0.0
2420;185.46;1856.06;81.84;4648.0;0.0;2316.64;9913.99;0.0;1200.0;3010.0;170.0;0.0;1.0;1030.0;9850.0;0.0;0.0
2421;0.0;1915.86;84.48;1922.54;0.0;1596.67;8713.99;0.0;1200.0;3010.0;425.0;0.0;1.0;1017.0;9249.0;0.0;0.0
2422;0.0;2014.75;88.84;44.1;0.0;0.0;7513.99;0.0;1168.41;3010.0;1275.0;0.0;1.0;1002.0;8559.0;0.0;0.0
2423;0.0;1777.86;78.39;44.1;0.0;37.49;6345.58;0.0;1200.0;3010.0;85.0;1489.26;1.0;992.0;8670.0;0.0;0.0
2424;0.0;1858.36;81.94;0.0;0.0;-0.0;5145.58;0.0;1200.0;3010.0;0.0;1638.7;1.0;973.0;8762.0;0.0;0.0
2425;0.0;1888.26;83.26;0.0;0.0;-0.0;3945.58;0.0;1200.0;3010.0;0.0;1073.49;1.0;964.0;8219.0;0.0;0.0
2426;0.0;1902.06;83.87;0.0;0.0;-0.0;2745.58;0.0;1200.0;3010.0;0.0;673.08;1.0;962.0;7831.0;0.0;0.0
2427;0.0;1722.66;75.96;0.0;0.0;-0.0;1545.58;0.0;1200.0;3010.0;0.0;590.38;1.0;962.0;7561.0;0.0;0.0
2428;0.0;1708.86;75.35;0.0;0.0;-0.0;345.58;0.0;345.58;3010.0;0.0;1114.21;1.0;962.0;7216.0;0.0;0.0
2429;0.0;1915.86;84.48;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;765.0;455.67;1.0;966.0;7197.0;0.0;0.0
2430;0.0;2247.05;99.08;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;510.0;817.87;1.0;988.0;7672.0;0.0;0.0
2431;0.0;2067.65;91.17;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;2640.18;1.0;1024.0;8833.0;0.0;0.0
2432;0.0;2166.55;95.53;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;3520.92;1.0;1036.0;9829.0;0.0;0.0
2433;1916.42;2051.55;90.46;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;765.0;1180.57;1.0;1032.0;10046.0;0.0;0.0
2434;9226.64;2083.75;91.88;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.0;1032.0;10165.0;0.0;1069.26
2435;20122.41;2412.64;106.38;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.0;1033.0;10118.0;0.0;12356.43
2436;29163.58;2658.74;117.23;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.0;1031.0;10154.0;0.0;21616.55
2437;34078.28;2909.43;128.28;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;10082.0;0.0;26862.99
2438;35160.12;3079.63;135.79;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;9858.0;0.0;28344.54
2439;33290.07;2895.63;127.68;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;9691.0;0.0;26450.38
2440;29117.22;3213.03;141.67;-0.0;820.24;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.0;1026.0;9406.0;0.0;22071.68
2441;21096.08;3203.83;141.27;697.2;2324.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.0;1031.0;9180.0;0.0;12768.17
2442;10633.04;3233.73;142.58;2672.6;2324.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.0;1036.0;9096.0;0.0;2425.35
2443;1993.7;3502.82;154.45;4648.0;0.0;0.0;8100.0;0.0;228.04;2580.0;0.0;0.0;1.0;1037.0;9496.0;0.0;0.0
2444;123.64;3070.43;135.38;4648.0;0.0;1454.55;7871.96;0.0;1200.0;3010.0;0.0;0.0;1.0;1028.0;10022.0;0.0;0.0
2445;0.0;2840.43;125.24;2936.77;0.0;1153.32;6671.96;0.0;1200.0;3010.0;0.0;0.0;1.0;1016.0;9345.0;0.0;0.0
2446;0.0;2858.83;126.05;1579.92;0.0;477.11;5471.96;0.0;1200.0;3010.0;0.0;0.0;1.0;1001.0;8673.0;0.0;0.0
2447;0.0;3045.13;134.27;1018.61;0.0;394.6;4271.96;0.0;1200.0;3010.0;0.0;0.0;1.0;990.0;8774.0;0.0;0.0
2448;0.0;3017.53;133.05;554.37;0.0;471.21;3071.96;0.0;1200.0;3010.0;0.0;73.21;1.0;971.0;8876.0;0.0;0.0
2449;0.0;2966.93;130.82;0.0;0.0;0.0;1871.96;0.0;1136.25;3010.0;0.0;0.0;1.0;963.0;8207.0;0.0;0.0
2450;0.0;2578.24;113.68;-0.0;0.0;-0.0;735.71;0.0;735.71;3010.0;0.0;414.36;1.0;961.0;7813.0;0.0;0.0
2451;0.0;2244.75;98.98;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1219.28;1.0;961.0;7534.0;0.0;0.0
2452;0.0;2095.25;92.39;0.0;0.0;0.0;-0.0;0.0;0.0;3010.0;1019.36;0.0;1.0;961.0;7178.0;0.0;0.0
2453;0.0;2092.95;92.28;-0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;984.76;1.0;965.0;7145.0;0.0;0.0
2454;0.0;2230.95;98.37;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1276.68;1.0;986.0;7602.0;0.0;0.0
2455;0.0;2490.84;109.83;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;1275.0;841.33;1.0;1022.0;8749.0;0.0;0.0
2456;15.45;2493.14;109.93;-0.0;0.0;0.0;-0.0;0.0;0.0;3010.0;1275.0;1795.47;1.0;1034.0;9733.0;0.0;0.0
2457;1143.67;2334.45;102.93;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;2326.95;1.0;1030.0;9948.0;0.0;0.0
2458;6985.66;2417.24;106.58;0.0;0.0;-0.0;0.0;461.49;0.0;0.0;0.0;0.0;1.0;1030.0;10078.0;0.0;0.0
2459;15609.55;2401.14;105.87;0.0;-0.0;0.0;346.12;1200.0;0.0;0.0;0.0;0.0;1.0;1031.0;10052.0;0.0;7895.57
2460;23120.68;2513.84;110.84;0.0;0.0;0.0;1246.12;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;10112.0;0.0;15462.36
2461;26273.5;2447.14;107.9;-0.0;0.0;0.0;2146.12;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;10059.0;0.0;18596.54
2462;27664.45;2283.85;100.7;-0.0;0.0;0.0;3046.12;1200.0;0.0;0.0;0.0;0.0;1.0;1026.0;9848.0;0.0;20027.0
2463;26768.06;2127.45;93.81;-0.0;0.0;0.0;3946.12;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;9686.0;0.0;19130.32
2464;23615.24;1904.36;83.97;-0.0;1490.7;0.0;4846.12;1200.0;0.0;0.0;0.0;0.0;1.0;1024.0;9406.0;0.0;14530.86
2465;17603.25;1823.86;80.42;1267.1;2324.0;0.0;5746.12;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;9178.0;0.0;7834.52
2466;9010.26;1812.36;79.91;3242.5;1653.53;0.0;6646.12;1200.0;0.0;0.0;0.0;0.0;1.0;1034.0;9083.0;0.0;0.0
2467;1870.05;1844.56;81.33;4648.0;0.0;392.06;7546.12;0.0;1200.0;3010.0;0.0;0.0;1.0;1035.0;9433.0;0.0;0.0
2468;15.45;1837.66;81.03;4186.76;0.0;1409.86;6346.12;0.0;1200.0;3010.0;1275.0;0.0;1.0;1027.0;9856.0;0.0;0.0
2469;0.0;1745.66;76.97;2528.1;0.0;2148.88;5146.12;0.0;1200.0;3010.0;0.0;0.49;1.0;1014.0;9196.0;0.0;0.0
2470;0.0;1628.36;71.8;0.0;0.0;-0.0;3946.12;0.0;1200.0;3010.0;0.0;1628.84;1.0;999.0;8538.0;0.0;0.0
2471;0.0;1727.26;76.16;0.0;0.0;-0.0;2746.12;0.0;1200.0;3010.0;0.0;1634.58;1.0;989.0;8637.0;0.0;0.0
2472;0.0;1996.35;88.02;0.0;0.0;-0.0;1546.12;0.0;1200.0;3010.0;0.0;1475.62;1.0;970.0;8740.0;0.0;0.0
2473;0.0;1961.85;86.5;0.0;0.0;-0.0;346.12;0.0;346.12;3010.0;0.0;1700.53;1.0;965.0;8070.0;0.0;0.0
2474;0.0;2019.35;89.04;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1592.61;1.0;963.0;7674.0;0.0;0.0
2475;0.0;2143.55;94.51;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1181.93;1.0;963.0;7393.0;0.0;0.0
2476;0.0;2341.35;103.24;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;615.42;1.0;963.0;7033.0;0.0;0.0
2477;0.0;2497.74;110.13;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;401.13;1.0;967.0;6986.0;0.0;0.0
2478;0.0;2424.14;106.89;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;882.97;1.0;988.0;7412.0;0.0;0.0
2479;0.0;2571.34;113.38;-0.0;0.0;0.0;-0.0;0.0;0.0;3010.0;0.0;1808.28;1.0;1025.0;8528.0;0.0;0.0
2480;61.82;2559.84;112.87;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;1275.0;1435.47;1.0;1037.0;9492.0;0.0;0.0
2481;865.48;2943.93;129.81;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;1765.78;1.0;1033.0;9748.0;0.0;0.0
2482;5903.81;3378.62;148.97;0.0;0.0;-0.0;0.0;526.4;0.0;0.0;0.0;0.0;1.0;1033.0;9938.0;0.0;0.0
2483;11328.51;4199.7;185.18;0.0;0.0;0.0;394.8;1200.0;0.0;0.0;0.0;0.0;1.0;1033.0;9969.0;0.0;5577.39
2484;14914.08;4188.2;184.67;-0.0;0.0;0.0;1294.8;1200.0;0.0;0.0;0.0;0.0;1.0;1032.0;10076.0;0.0;9042.95
2485;16011.38;4020.31;177.27;-0.0;0.0;0.0;2194.8;1200.0;0.0;0.0;0.0;0.0;1.0;1030.0;10049.0;0.0;9989.95
2486;16691.4;3909.91;172.4;-0.0;0.0;0.0;3094.8;1200.0;0.0;0.0;0.0;0.0;1.0;1028.0;9858.0;0.0;10743.71
2487;14048.6;3912.21;172.5;-0.0;1065.62;0.0;3994.8;1200.0;0.0;0.0;0.0;0.0;1.0;1029.0;9710.0;0.0;7186.68
2488;12487.64;4116.9;181.53;905.78;2324.0;0.0;4894.8;1200.0;0.0;0.0;0.0;0.0;1.0;1027.0;9441.0;0.0;4848.07
2489;7526.58;3776.51;166.52;2881.18;2078.61;0.0;5794.8;1200.0;0.0;0.0;0.0;0.0;1.0;1032.0;9223.0;0.0;0.0
2490;3894.66;4174.4;184.06;4648.0;0.0;-0.0;6694.8;159.12;0.0;0.0;0.0;0.0;1.0;1037.0;9131.0;0.0;0.0
2491;927.3;4524.0;199.48;4648.0;0.0;1572.23;6814.15;0.0;1200.0;0.0;0.0;0.0;1.0;1038.0;9461.0;0.0;0.0
2492;0.0;4931.09;217.42;2798.32;0.0;2050.49;5614.15;0.0;1200.0;430.0;0.0;0.0;1.0;1029.0;9858.0;0.0;0.0
2493;0.0;5365.78;236.59;385.98;0.0;328.08;4414.15;0.0;1200.0;860.0;0.0;184.55;1.0;1017.0;9192.0;0.0;0.0
2494;0.0;5368.08;236.69;0.0;0.0;-0.0;3214.15;0.0;1200.0;720.23;0.0;0.0;1.0;1001.0;8526.0;0.0;0.0
2495;0.0;5542.87;244.4;0.0;0.0;-0.0;2014.15;0.0;581.85;1265.88;0.0;0.0;1.0;991.0;8626.0;0.0;0.0
