t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load
1;0.0;840.39;72.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;850.0;6000.0;7763.0
2;0.0;667.85;57.7;0.0;0.0;-0.0;0.0;-0.0;0.0;3010.0;850.0;2702.45;7288.0
3;0.0;572.78;49.49;0.0;0.0;-0.0;0.0;-0.0;0.0;3010.0;850.0;2430.73;6913.0
4;0.0;435.45;37.62;0.0;0.0;-0.0;0.0;0.0;-0.0;3010.0;850.0;2152.92;6486.0
5;0.0;451.89;39.04;0.0;0.0;-0.0;0.0;0.0;-0.0;3010.0;850.0;1933.07;6284.0
6;0.0;403.76;34.89;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;850.0;1982.35;6281.0
7;371.58;416.67;36.0;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;850.0;1720.75;6405.0
8;3729.56;548.13;47.36;-0.0;0.0;0.0;0.0;1188.05;0.0;3010.0;595.0;0.0;6742.0
9;9344.55;570.43;49.29;0.0;-0.0;0.0;891.04;1200.0;0.0;0.0;0.0;0.0;7309.0
10;16239.43;511.75;44.22;0.0;-0.0;0.0;1791.04;1200.0;0.0;0.0;0.0;0.0;7814.0
11;21221.35;571.61;49.39;0.0;-0.0;0.0;2691.04;1200.0;0.0;0.0;0.0;0.0;8021.0
12;24097.66;781.7;67.54;0.0;0.0;0.0;3591.04;1200.0;0.0;0.0;0.0;0.0;8229.0
13;26010.61;766.44;66.22;-0.0;0.0;0.0;4491.04;1200.0;0.0;0.0;0.0;0.0;8545.0
14;27675.84;994.15;85.89;-0.0;0.0;0.0;5391.04;1200.0;0.0;0.0;0.0;0.0;8208.0
15;29217.21;1093.92;94.51;-0.0;0.0;0.0;6291.04;1200.0;0.0;0.0;0.0;0.0;7981.0
16;27992.37;1091.57;94.31;-0.0;-0.0;0.0;7191.04;1200.0;0.0;0.0;0.0;0.0;7712.0
17;25804.17;1041.1;89.95;0.0;-0.0;0.0;8091.04;1200.0;0.0;0.0;0.0;0.0;7538.0
18;22170.95;1081.0;93.4;0.0;120.73;0.0;8991.04;1200.0;0.0;0.0;0.0;0.0;7530.0
19;15523.79;1063.4;91.88;102.62;342.07;0.0;9891.04;1200.0;0.0;0.0;0.0;0.0;7755.0
20;8257.34;1034.06;89.34;393.38;342.07;0.0;10791.04;1200.0;0.0;0.0;0.0;0.0;7753.0
21;2903.83;1068.09;92.28;684.14;0.0;0.0;11691.04;515.21;0.0;3010.0;850.0;0.0;7409.0
22;412.87;1174.9;101.51;684.14;0.0;342.07;12077.45;0.0;1200.0;3010.0;850.0;140.65;7232.0
23;0.0;1286.41;111.15;281.71;0.0;239.45;10877.45;0.0;1200.0;3010.0;850.0;1083.0;7780.0
24;0.0;1457.77;125.95;0.0;0.0;-0.0;9677.45;0.0;1200.0;3010.0;850.0;1376.28;8020.0
25;0.0;1399.08;120.88;0.0;0.0;-0.0;8477.45;0.0;1200.0;3010.0;850.0;821.03;7401.0
26;0.0;1551.67;134.07;0.0;0.0;-0.0;7277.45;0.0;1200.0;3010.0;850.0;225.27;6971.0
27;0.0;1839.23;158.91;-0.0;0.0;0.0;6077.45;0.0;737.86;3010.0;850.0;0.0;6596.0
28;0.0;1760.59;152.12;0.0;0.0;-0.0;5339.59;0.0;396.29;3010.0;850.0;0.0;6169.0
29;0.0;1596.27;137.92;-0.0;0.0;0.0;4943.3;0.0;345.81;3010.0;850.0;0.0;5940.0
30;13.76;1644.39;142.08;-0.0;0.0;0.0;4597.49;0.0;155.77;3010.0;850.0;0.0;5816.0
31;756.92;1713.64;148.06;-0.0;0.0;0.0;4441.72;721.63;0.0;3010.0;850.0;0.0;5757.0
32;4720.44;1781.72;153.94;0.0;0.0;-0.0;4982.94;1200.0;0.0;531.89;0.0;0.0;5988.0
33;11326.31;1693.69;146.34;0.0;0.0;0.0;5882.94;1200.0;0.0;0.0;0.0;0.0;6451.0
34;19652.46;1603.31;138.53;-0.0;0.0;0.0;6782.94;1200.0;0.0;0.0;0.0;0.0;6979.0
35;27345.54;1663.17;143.7;-0.0;0.0;0.0;7682.94;1200.0;0.0;0.0;0.0;0.0;7384.0
36;32451.33;2070.46;178.89;-0.0;0.0;0.0;8582.94;1200.0;0.0;0.0;0.0;0.0;7729.0
37;35768.02;2326.33;201.0;-0.0;0.0;0.0;9482.94;1200.0;0.0;0.0;0.0;0.0;8139.0
38;36827.72;2380.32;205.66;-0.0;0.0;0.0;10382.94;1200.0;0.0;0.0;0.0;0.0;7819.0
39;35740.5;2488.31;214.99;-0.0;0.0;0.0;11282.94;1200.0;0.0;0.0;0.0;0.0;7577.0
40;33442.21;2456.61;212.25;-0.0;0.0;0.0;12182.94;1200.0;0.0;0.0;0.0;0.0;7379.0
41;28061.18;2593.94;224.12;-0.0;-0.0;0.0;13082.94;1200.0;0.0;0.0;0.0;0.0;7281.0
42;22363.62;2719.53;234.97;0.0;120.73;0.0;13982.94;1200.0;0.0;0.0;0.0;0.0;7352.0
43;14698.06;2524.69;218.13;102.62;342.07;0.0;14882.94;1200.0;0.0;0.0;0.0;0.0;7584.0
44;7596.75;2346.28;202.72;393.38;342.07;0.0;15782.94;1200.0;0.0;0.0;0.0;0.0;7770.0
45;2587.3;2282.9;197.24;684.14;0.0;-0.0;16682.94;1178.45;0.0;3010.0;765.0;0.0;7664.0
46;412.87;2368.58;204.65;684.14;0.0;-0.0;17566.77;0.0;697.9;3010.0;850.0;0.0;7544.0
47;0.0;2176.09;188.02;684.14;0.0;342.07;16868.87;0.0;1200.0;3010.0;850.0;307.82;8074.0
48;0.0;2417.88;208.91;281.71;0.0;239.45;15668.87;0.0;1200.0;3010.0;850.0;251.76;8178.0
49;0.0;2257.08;195.01;0.0;0.0;0.0;14468.87;0.0;1192.91;3010.0;850.0;0.0;7505.0
50;0.0;2137.36;184.67;-0.0;0.0;0.0;13275.97;0.0;927.97;3010.0;850.0;0.0;7110.0
51;0.0;1541.11;133.15;-0.0;0.0;-0.0;12348.0;0.0;1200.0;3010.0;850.0;49.74;6784.0
52;0.0;1409.65;121.79;-0.0;0.0;0.0;11148.0;0.0;1049.56;3010.0;850.0;0.0;6441.0
53;0.0;1403.78;121.29;-0.0;0.0;0.0;10098.44;0.0;1047.93;3010.0;850.0;0.0;6433.0
54;0.0;1346.27;116.32;0.0;0.0;-0.0;9050.51;0.0;1200.0;3010.0;850.0;268.41;6791.0
55;578.01;1278.19;110.44;0.0;0.0;-0.0;7850.51;0.0;1200.0;3010.0;850.0;454.36;7481.0
56;3564.42;1191.33;102.93;0.0;0.0;-0.0;6650.51;353.68;0.0;3010.0;850.0;0.0;8365.0
57;9165.64;1211.29;104.66;0.0;0.0;0.0;6915.77;1200.0;0.0;0.0;0.0;0.0;8965.0
58;16445.86;1177.25;101.72;-0.0;0.0;0.0;7815.77;1200.0;0.0;0.0;0.0;0.0;9394.0
59;22721.43;1255.89;108.51;-0.0;0.0;0.0;8715.77;1200.0;0.0;0.0;0.0;0.0;9645.0
60;27441.88;1372.09;118.55;-0.0;0.0;0.0;9615.77;1200.0;0.0;0.0;0.0;0.0;9866.0
61;30607.19;1612.7;139.34;-0.0;0.0;0.0;10515.77;1200.0;0.0;0.0;0.0;0.0;10029.0
62;32272.42;1569.28;135.59;-0.0;0.0;0.0;11415.77;1200.0;0.0;0.0;0.0;0.0;9935.0
63;33194.49;1685.47;145.63;-0.0;0.0;0.0;12315.77;1200.0;0.0;0.0;0.0;0.0;9915.0
64;31556.78;1734.77;149.89;-0.0;0.0;0.0;13215.77;1200.0;0.0;0.0;0.0;0.0;9675.0
65;29134.63;1608.01;138.93;-0.0;120.73;0.0;14115.77;1200.0;0.0;0.0;0.0;0.0;9456.0
66;24111.42;1365.05;117.94;102.62;342.07;0.0;15015.77;1200.0;0.0;0.0;0.0;0.0;9304.0
67;17106.45;1109.17;95.83;393.38;342.07;0.0;15915.77;1200.0;0.0;0.0;0.0;0.0;9356.0
68;9468.41;849.78;73.42;684.14;0.0;0.0;16815.77;1200.0;0.0;0.0;35.39;0.0;9227.0
69;3371.75;617.38;53.34;684.14;0.0;-0.0;17715.77;0.0;782.53;3010.0;850.0;0.0;8685.0
70;371.58;552.83;47.76;684.14;0.0;342.07;16933.24;0.0;1200.0;3010.0;850.0;1990.76;8365.0
71;0.0;473.01;40.87;281.71;0.0;239.45;15733.24;0.0;1200.0;3010.0;850.0;2995.67;8809.0
72;0.0;481.23;41.58;0.0;0.0;-0.0;14533.24;0.0;1200.0;3010.0;850.0;3249.19;8832.0
73;0.0;505.88;43.71;0.0;0.0;-0.0;13333.24;0.0;1200.0;3010.0;850.0;2476.41;8086.0
74;0.0;431.93;37.32;0.0;0.0;-0.0;12133.24;0.0;1200.0;3010.0;850.0;2114.75;7644.0
75;0.0;564.56;48.78;-0.0;0.0;0.0;10933.24;0.0;1200.0;3010.0;850.0;1647.66;7321.0
76;0.0;609.17;52.63;-0.0;0.0;0.0;9733.24;0.0;1200.0;3010.0;850.0;1226.2;6948.0
77;0.0;566.91;48.98;-0.0;0.0;0.0;8533.24;0.0;1200.0;3010.0;850.0;1185.11;6861.0
78;13.76;631.47;54.56;-0.0;0.0;0.0;7333.24;0.0;1200.0;3010.0;850.0;1368.21;7128.0
79;715.64;732.41;63.28;0.0;0.0;-0.0;6133.24;0.0;1200.0;3010.0;850.0;1161.68;7733.0
80;4775.49;794.61;68.66;0.0;0.0;-0.0;4933.24;945.76;0.0;3010.0;850.0;0.0;8553.0
81;11174.93;880.3;76.06;0.0;0.0;0.0;5642.56;1200.0;0.0;0.0;0.0;0.0;9168.0
82;19253.35;1075.14;92.89;-0.0;0.0;0.0;6542.56;1200.0;0.0;0.0;0.0;0.0;9575.0
83;26712.48;1231.24;106.38;-0.0;0.0;0.0;7442.56;1200.0;0.0;0.0;0.0;0.0;9806.0
84;32313.71;1404.95;121.39;-0.0;0.0;0.0;8342.56;1200.0;0.0;0.0;0.0;0.0;10037.0
85;36249.7;1519.98;131.33;-0.0;0.0;0.0;9242.56;1200.0;0.0;0.0;0.0;0.0;10149.0
86;37969.98;1902.61;164.39;-0.0;0.0;0.0;10142.56;1200.0;0.0;0.0;0.0;0.0;10042.0
87;37130.49;2142.06;185.07;-0.0;0.0;0.0;11042.56;1200.0;0.0;0.0;0.0;0.0;10047.0
88;34735.86;2427.27;209.72;-0.0;0.0;0.0;11942.56;1200.0;0.0;0.0;0.0;0.0;9842.0
89;30221.85;2541.12;219.55;-0.0;-0.0;0.0;12842.56;1200.0;0.0;0.0;0.0;0.0;9648.0
90;23767.36;2712.49;234.36;0.0;120.73;0.0;13742.56;1200.0;0.0;0.0;0.0;0.0;9510.0
91;16074.28;2385.02;206.07;102.62;342.07;0.0;14642.56;1200.0;0.0;0.0;0.0;0.0;9550.0
92;8202.29;2658.5;229.7;393.38;342.07;0.0;15542.56;1200.0;0.0;0.0;0.0;0.0;9404.0
93;2752.45;2906.15;251.09;684.14;0.0;0.0;16442.56;938.69;0.0;3010.0;850.0;0.0;8831.0
94;302.77;3028.22;261.64;684.14;0.0;0.0;17146.58;0.0;1037.37;3010.0;850.0;0.0;8490.0
95;0.0;3096.3;267.52;684.14;0.0;342.07;16109.21;0.0;1200.0;3010.0;850.0;186.11;8952.0
96;0.0;3339.26;288.51;281.71;0.0;239.45;14909.21;0.0;1200.0;3010.0;850.0;32.78;8960.0
97;0.0;3254.75;281.21;0.0;0.0;0.0;13709.21;0.0;751.04;3010.0;850.0;0.0;8147.0
98;0.0;2784.08;240.55;-0.0;0.0;0.0;12958.17;0.0;827.37;3010.0;850.0;0.0;7712.0
99;0.0;2515.3;217.32;-0.0;0.0;0.0;12130.8;0.0;805.38;3010.0;850.0;0.0;7398.0
100;0.0;1968.34;170.07;-0.0;0.0;0.0;11325.42;0.0;1039.59;3010.0;850.0;0.0;7038.0
101;0.0;1953.08;168.75;-0.0;0.0;0.0;10285.83;0.0;984.17;3010.0;850.0;0.0;6966.0
102;0.0;1764.11;152.42;-0.0;0.0;-0.0;9301.67;0.0;1200.0;3010.0;850.0;258.47;7235.0
103;385.34;1618.57;139.85;-0.0;0.0;0.0;8101.67;0.0;1200.0;3010.0;850.0;634.24;7838.0
104;2628.59;1583.36;136.8;-0.0;0.0;0.0;6901.67;0.0;470.25;3010.0;850.0;0.0;8679.0
105;6468.25;1508.24;130.31;0.0;-0.0;0.0;6431.41;1200.0;0.0;2386.2;0.0;0.0;9293.0
106;10817.11;1576.32;136.19;0.0;-0.0;0.0;7331.41;1200.0;0.0;0.0;0.0;0.0;9704.0
107;12537.39;1505.89;130.11;0.0;-0.0;0.0;8231.41;1200.0;0.0;0.0;0.0;0.0;9924.0
108;14326.48;1552.84;134.17;0.0;-0.0;0.0;9131.41;1200.0;0.0;0.0;0.0;0.0;10118.0
109;14546.67;1647.92;142.38;0.0;-0.0;0.0;10031.41;1200.0;0.0;0.0;0.0;0.0;10176.0
110;15207.26;1543.45;133.36;0.0;-0.0;0.0;10931.41;1200.0;0.0;0.0;0.0;0.0;10006.0
111;15771.51;1408.47;121.69;0.0;-0.0;0.0;11831.41;1200.0;0.0;0.0;0.0;0.0;9926.0
112;15620.13;1631.48;140.96;0.0;120.73;0.0;12731.41;1200.0;0.0;0.0;0.0;0.0;9633.0
113;14078.76;1622.09;140.15;102.62;342.07;0.0;13631.41;1200.0;0.0;0.0;0.0;0.0;9360.0
114;11780.47;1509.42;130.41;393.38;342.07;0.0;14531.41;1200.0;0.0;0.0;0.0;0.0;9167.0
115;8023.38;1615.05;139.54;684.14;0.0;0.0;15431.41;1200.0;0.0;646.03;0.0;0.0;9224.0
116;4610.35;1396.74;120.68;684.14;0.0;0.0;16331.41;889.76;0.0;3010.0;850.0;0.0;9098.0
117;1431.27;1307.53;112.97;684.14;0.0;342.07;16998.74;0.0;1200.0;3010.0;850.0;274.15;8528.0
118;178.91;1315.75;113.68;281.71;0.0;239.45;15798.74;0.0;1200.0;3010.0;850.0;1258.21;8166.0
119;0.0;1102.13;95.22;0.0;0.0;-0.0;14598.74;0.0;1200.0;3010.0;850.0;2342.64;8600.0
120;0.0;950.72;82.14;0.0;0.0;-0.0;13398.74;0.0;1200.0;3010.0;850.0;2582.14;8675.0
121;0.0;990.63;85.59;0.0;0.0;-0.0;12198.74;0.0;1200.0;3010.0;850.0;1793.78;7930.0
122;0.0;806.35;69.67;0.0;0.0;-0.0;10998.74;0.0;1200.0;3010.0;850.0;1559.98;7496.0
123;0.0;647.9;55.98;0.0;0.0;-0.0;9798.74;0.0;1200.0;3010.0;850.0;1416.12;7180.0
124;0.0;564.56;48.78;0.0;0.0;-0.0;8598.74;0.0;1200.0;3010.0;850.0;1136.66;6810.0
125;0.0;551.65;47.66;0.0;0.0;-0.0;7398.74;0.0;1200.0;3010.0;850.0;1067.68;6727.0
126;0.0;542.26;46.85;0.0;0.0;-0.0;6198.74;0.0;1200.0;3010.0;850.0;1360.89;7010.0
127;344.06;521.14;45.03;-0.0;0.0;0.0;4998.74;0.0;1200.0;3010.0;850.0;1658.78;7629.0
128;2174.43;714.8;61.76;-0.0;0.0;0.0;3798.74;0.0;1200.0;3010.0;850.0;423.01;8434.0
129;5463.6;832.17;71.9;0.0;0.0;-0.0;2598.74;1185.68;0.0;3010.0;850.0;0.0;9042.0
130;8890.4;915.51;79.1;0.0;-0.0;0.0;3487.99;1200.0;0.0;729.99;0.0;0.0;9415.0
131;10239.1;930.77;80.42;0.0;-0.0;0.0;4387.99;1200.0;0.0;0.0;0.0;0.0;9594.0
132;11670.37;892.03;77.07;0.0;-0.0;0.0;5287.99;1200.0;0.0;0.0;0.0;0.0;9772.0
133;12372.24;942.5;81.43;0.0;-0.0;0.0;6187.99;1200.0;0.0;0.0;0.0;0.0;9826.0
134;13445.69;989.45;85.49;-0.0;0.0;0.0;7087.99;1200.0;0.0;0.0;0.0;0.0;9646.0
135;14257.67;969.5;83.77;-0.0;0.0;0.0;7987.99;1200.0;0.0;0.0;0.0;0.0;9527.0
136;14285.19;1108.0;95.73;0.0;-0.0;0.0;8887.99;1200.0;0.0;0.0;0.0;0.0;9223.0
137;14450.34;1028.19;88.84;0.0;129.88;0.0;9787.99;1200.0;0.0;0.0;0.0;0.0;8962.0
138;12041.95;1233.59;106.58;110.4;342.07;0.0;10687.99;1200.0;0.0;0.0;0.0;0.0;8805.0
139;9110.59;1264.11;109.22;401.16;332.92;0.0;11587.99;1200.0;0.0;0.0;0.0;0.0;8951.0
140;5078.26;1292.28;111.65;684.14;0.0;-0.0;12487.99;1189.19;0.0;3010.0;595.0;0.0;8898.0
141;1665.23;1217.16;105.16;684.14;0.0;306.45;13379.89;0.0;1200.0;3010.0;850.0;0.0;8354.0
142;302.77;1174.9;101.51;323.61;0.0;275.07;12179.89;0.0;1200.0;3010.0;850.0;1084.74;7999.0
143;0.0;1326.31;114.59;0.0;0.0;-0.0;10979.89;0.0;1200.0;3010.0;850.0;1933.09;8434.0
144;0.0;1301.67;112.46;0.0;0.0;-0.0;9779.89;0.0;1200.0;3010.0;850.0;2080.87;8555.0
145;0.0;1281.71;110.74;0.0;0.0;-0.0;8579.89;0.0;1200.0;3010.0;850.0;1485.55;7938.0
146;0.0;1451.9;125.45;0.0;0.0;-0.0;7379.89;0.0;1200.0;3010.0;850.0;869.65;7507.0
147;0.0;1342.75;116.01;0.0;0.0;-0.0;6179.89;0.0;1200.0;3010.0;850.0;672.24;7191.0
148;0.0;1237.11;106.89;0.0;0.0;-0.0;4979.89;0.0;1200.0;3010.0;850.0;415.0;6819.0
149;0.0;1289.93;111.45;0.0;0.0;-0.0;3779.89;0.0;1200.0;3010.0;850.0;270.62;6732.0
150;0.0;1431.95;123.72;0.0;0.0;-0.0;2579.89;0.0;1200.0;3010.0;850.0;428.33;7044.0
151;481.68;1484.77;128.28;0.0;0.0;-0.0;1379.89;0.0;1200.0;3010.0;850.0;500.27;7655.0
152;2793.73;1503.55;129.91;-0.0;0.0;0.0;179.89;0.0;144.81;3010.0;850.0;0.0;8432.0
153;8202.29;1804.02;155.87;0.0;0.0;-0.0;35.07;1200.0;0.0;0.0;62.82;0.0;9025.0
154;13982.42;1760.59;152.12;0.0;-0.0;0.0;935.07;1200.0;0.0;0.0;0.0;0.0;9393.0
155;18331.28;1741.81;150.49;0.0;-0.0;0.0;1835.07;1200.0;0.0;0.0;0.0;0.0;9541.0
156;21771.84;1638.53;141.57;0.0;-0.0;0.0;2735.07;1200.0;0.0;0.0;0.0;0.0;9671.0
157;22680.15;1604.49;138.63;0.0;-0.0;0.0;3635.07;1200.0;0.0;0.0;0.0;0.0;9725.0
158;23712.32;1482.42;128.08;0.0;-0.0;0.0;4535.07;1200.0;0.0;0.0;0.0;0.0;9488.0
159;24565.57;1321.62;114.19;0.0;-0.0;0.0;5435.07;1200.0;0.0;0.0;0.0;0.0;9310.0
160;24193.99;1262.93;109.12;0.0;-0.0;0.0;6335.07;1200.0;0.0;0.0;0.0;0.0;8976.0
161;23024.2;1241.81;107.29;0.0;120.73;0.0;7235.07;1200.0;0.0;0.0;0.0;0.0;8684.0
162;18812.96;1151.43;99.48;102.62;342.07;0.0;8135.07;1200.0;0.0;0.0;0.0;0.0;8570.0
163;13335.6;1268.8;109.63;393.38;342.07;0.0;9035.07;1200.0;0.0;0.0;0.0;0.0;8678.0
164;6798.54;1267.63;109.52;684.14;0.0;0.0;9935.07;1200.0;0.0;1543.31;0.0;0.0;8519.0
165;2325.82;1145.56;98.98;684.14;0.0;0.0;10835.07;0.0;628.65;3010.0;850.0;0.0;8059.0
166;302.77;1019.97;88.13;684.14;0.0;342.07;10206.42;0.0;1200.0;3010.0;850.0;965.06;7778.0
167;0.0;895.56;77.38;281.71;0.0;239.45;9006.42;0.0;1200.0;3010.0;850.0;2009.62;8282.0
168;0.0;762.92;65.92;0.0;0.0;-0.0;7806.42;0.0;1200.0;3010.0;850.0;2542.16;8431.0
169;0.0;711.77;65.92;0.0;0.0;0.0;0.0;0.0;0.0;3010.0;850.0;3143.31;7781.0
170;0.0;636.22;58.92;0.0;0.0;-0.0;0.0;0.0;-0.0;3010.0;850.0;2747.86;7303.0
171;0.0;557.37;51.62;0.0;0.0;-0.0;0.0;0.0;-0.0;3010.0;850.0;2451.01;6920.0
172;0.0;665.78;61.66;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;850.0;1889.56;6477.0
173;0.0;588.04;54.46;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;850.0;1771.51;6274.0
174;0.0;583.66;54.05;-0.0;0.0;0.0;-0.0;0.0;0.0;3010.0;850.0;1783.29;6281.0
175;468.75;682.21;63.18;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;850.0;1329.86;6404.0
176;3107.13;671.26;62.16;0.0;0.0;-0.0;0.0;126.55;0.0;3010.0;0.0;0.0;6724.0
177;8049.07;747.91;69.26;0.0;0.0;-0.0;94.91;1200.0;0.0;0.0;0.0;0.0;7291.0
178;14357.07;862.89;79.91;-0.0;0.0;0.0;994.91;1200.0;0.0;0.0;0.0;0.0;7795.0
179;17424.02;965.82;89.44;-0.0;0.0;0.0;1894.91;1200.0;0.0;0.0;0.0;0.0;8015.0
180;20464.18;1032.62;95.63;-0.0;0.0;0.0;2794.91;1200.0;0.0;0.0;0.0;0.0;8167.0
181;21937.39;1058.9;98.06;-0.0;0.0;0.0;3694.91;1200.0;0.0;0.0;0.0;0.0;8424.0
182;22995.42;1047.95;97.05;-0.0;0.0;0.0;4594.91;1200.0;0.0;0.0;0.0;0.0;8064.0
183;24348.09;976.77;90.46;-0.0;0.0;0.0;5494.91;1200.0;0.0;0.0;0.0;0.0;7769.0
184;23705.24;1023.86;94.82;-0.0;0.0;0.0;6394.91;1200.0;0.0;0.0;0.0;0.0;7450.0
185;22031.14;1064.38;98.57;0.0;-0.0;0.0;7294.91;1200.0;0.0;0.0;0.0;0.0;7236.0
186;17718.66;1235.2;114.39;0.0;-0.0;0.0;8194.91;1200.0;0.0;0.0;0.0;0.0;7180.0
187;12374.94;1319.52;122.2;0.0;-0.0;0.0;9094.91;1200.0;0.0;0.0;0.0;0.0;7396.0
188;6495.5;1289.95;119.46;-0.0;0.0;0.0;9994.91;490.92;0.0;0.0;0.0;0.0;7414.0
189;2129.45;1193.59;110.54;-0.0;0.0;0.0;10363.1;0.0;8.42;3010.0;680.0;0.0;7132.0
190;294.64;1332.66;123.42;-0.0;0.0;-0.0;10354.68;0.0;1200.0;3010.0;850.0;201.28;7012.0
191;0.0;1170.6;108.41;-0.0;0.0;-0.0;9154.68;0.0;1200.0;3010.0;850.0;1327.0;7666.0
192;0.0;1205.64;111.65;-0.0;0.0;-0.0;7954.68;0.0;1200.0;3010.0;850.0;1554.71;7932.0
193;0.0;1294.34;119.87;0.0;0.0;-0.0;6754.68;0.0;1200.0;3010.0;850.0;866.8;7341.0
194;0.0;922.02;85.39;0.0;0.0;-0.0;5554.68;0.0;1200.0;3010.0;850.0;846.59;6914.0
195;0.0;1131.17;104.76;0.0;0.0;-0.0;4354.68;0.0;1200.0;3010.0;850.0;230.07;6526.0
196;0.0;1250.53;115.81;0.0;0.0;-0.0;3154.68;0.0;857.66;3010.0;850.0;0.0;6084.0
197;0.0;1312.95;121.59;0.0;0.0;-0.0;2297.03;0.0;566.46;3010.0;850.0;0.0;5861.0
198;0.0;1332.66;123.42;-0.0;0.0;0.0;1730.57;0.0;451.92;3010.0;850.0;0.0;5768.0
199;562.5;1360.04;125.95;0.0;0.0;-0.0;1278.65;15.49;0.0;3010.0;680.0;0.0;5723.0
200;3241.05;1381.94;127.98;0.0;0.0;-0.0;1290.26;152.97;0.0;1290.0;0.0;0.0;5888.0
201;8624.96;1380.84;127.88;0.0;0.0;-0.0;1404.99;1200.0;0.0;0.0;0.0;0.0;6342.0
202;15334.74;1478.3;136.9;0.0;0.0;-0.0;2304.99;1200.0;0.0;0.0;0.0;0.0;6821.0
203;20892.75;1619.56;149.99;0.0;0.0;-0.0;3204.99;1200.0;0.0;0.0;0.0;0.0;7129.0
204;24267.73;2043.34;189.23;0.0;0.0;-0.0;4104.99;1200.0;0.0;0.0;0.0;0.0;7392.0
205;24790.05;2278.77;211.04;0.0;0.0;-0.0;5004.99;1200.0;0.0;0.0;0.0;0.0;7719.0
206;25379.33;2355.43;218.13;0.0;0.0;-0.0;5904.99;1200.0;0.0;0.0;0.0;0.0;7341.0
207;25526.65;2251.4;208.5;0.0;0.0;-0.0;6804.99;1200.0;0.0;0.0;0.0;0.0;6986.0
208;24830.23;2551.44;236.29;0.0;0.0;-0.0;7704.99;1200.0;0.0;0.0;0.0;0.0;6677.0
209;22285.6;2695.98;249.67;-0.0;0.0;0.0;8604.99;1200.0;0.0;0.0;0.0;0.0;6500.0
210;17999.91;3024.5;280.1;-0.0;0.0;0.0;9504.99;1200.0;0.0;0.0;0.0;0.0;6512.0
211;12133.87;3086.91;285.88;-0.0;0.0;0.0;10404.99;1200.0;0.0;0.0;0.0;0.0;6827.0
212;6160.68;3061.73;283.54;-0.0;0.0;0.0;11304.99;1200.0;0.0;0.0;0.0;0.0;7117.0
213;1928.56;3100.05;287.09;-0.0;0.0;0.0;12204.99;0.0;58.29;1720.0;0.0;0.0;7094.0
214;200.89;2918.28;270.26;-0.0;0.0;0.0;12146.7;8.43;0.0;3010.0;680.0;0.0;7071.0
215;0.0;2524.06;233.75;-0.0;0.0;0.0;12153.02;0.0;1072.19;3010.0;850.0;0.0;7690.0
216;0.0;2270.01;210.22;-0.0;0.0;-0.0;11080.84;0.0;1200.0;3010.0;850.0;348.76;7889.0
217;0.0;3046.4;282.13;0.0;0.0;-0.0;9880.84;0.0;56.48;3010.0;850.0;0.0;7245.0
218;0.0;2960.98;274.21;-0.0;0.0;0.0;9824.36;0.2;0.0;3010.0;595.0;0.0;6840.0
219;0.0;2640.14;244.5;-0.0;0.0;0.0;9824.51;39.64;0.0;3010.0;680.0;0.0;6535.0
220;0.0;2365.28;219.05;-0.0;0.0;0.0;9854.24;0.0;19.67;3010.0;595.0;0.0;6209.0
221;0.0;2193.36;203.13;-0.0;0.0;0.0;9834.57;38.49;0.0;3010.0;850.0;0.0;6218.0
222;0.0;2031.3;188.12;-0.0;0.0;0.0;9863.43;0.0;544.59;3010.0;850.0;0.0;6624.0
223;294.64;1998.44;185.07;-0.0;0.0;0.0;9318.85;0.0;949.84;3010.0;850.0;0.0;7288.0
224;2410.7;1952.45;180.82;0.0;0.0;-0.0;8369.01;0.0;0.03;3010.0;510.0;0.0;8064.0
225;6616.04;1760.82;163.07;0.0;0.0;-0.0;8368.98;1068.93;0.0;1290.0;0.0;0.0;8761.0
226;11584.76;1340.33;124.13;0.0;0.0;0.0;9170.67;1200.0;0.0;0.0;0.0;0.0;9186.0
227;16807.95;1296.53;120.07;-0.0;0.0;0.0;10070.67;1200.0;0.0;0.0;0.0;0.0;9424.0
228;19740.97;1102.7;102.12;-0.0;0.0;0.0;10970.67;1200.0;0.0;0.0;0.0;0.0;9623.0
229;23423.99;1011.82;93.7;-0.0;0.0;0.0;11870.67;1200.0;0.0;0.0;0.0;0.0;9714.0
230;24615.94;940.64;87.11;-0.0;0.0;0.0;12770.67;1200.0;0.0;0.0;0.0;0.0;9604.0
231;24857.01;942.83;87.31;-0.0;0.0;0.0;13670.67;1200.0;0.0;0.0;0.0;0.0;9520.0
232;23839.16;1061.09;98.27;-0.0;0.0;0.0;14570.67;1200.0;0.0;0.0;0.0;0.0;9258.0
233;22098.1;1060.0;98.17;-0.0;0.0;0.0;15470.67;1200.0;0.0;0.0;0.0;0.0;9010.0
