t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load
1718;37316.67;1909.52;145.73;-0.0;0.0;0.0;3692.16;1200.0;0.0;0.0;0.0;0.0;7640.0
1719;37816.67;2188.58;167.02;-0.0;0.0;0.0;4592.16;1200.0;0.0;0.0;0.0;0.0;7316.0
1720;34966.67;2568.62;196.03;-0.0;0.0;0.0;5492.16;1200.0;0.0;0.0;0.0;0.0;7028.0
1721;30083.33;2849.0;217.42;-0.0;0.0;0.0;6392.16;1200.0;0.0;0.0;0.0;0.0;6851.0
1722;21133.33;2980.56;227.46;-0.0;-0.0;0.0;7292.16;1200.0;0.0;0.0;0.0;0.0;6865.0
1723;10700.0;2732.07;208.5;-0.0;-0.0;0.0;8192.16;1200.0;0.0;151.0;0.0;0.0;7145.0
1724;2233.33;2394.54;182.74;-0.0;0.0;-0.0;9092.16;0.0;0.0;2665.38;0.0;0.0;7476.0
1725;0.0;2535.4;193.49;-0.0;0.0;0.0;9092.16;0.0;710.11;4300.0;0.0;0.0;7739.0
1726;0.0;2391.89;182.54;-0.0;0.0;0.0;8382.06;0.0;693.57;4300.0;0.0;0.0;7568.0
1727;0.0;2138.08;163.17;-0.0;0.0;0.0;7688.48;0.0;1127.75;4300.0;0.0;0.0;7729.0
1728;0.0;2128.78;162.46;-0.0;0.0;-0.0;6560.73;0.0;1200.0;4300.0;0.0;20.76;7812.0
1729;0.0;2118.15;161.65;-0.0;0.0;0.0;5360.73;0.0;604.2;4300.0;0.0;0.0;7184.0
1730;0.0;1924.14;146.84;-0.0;0.0;0.0;4756.53;0.0;444.02;4300.0;0.0;0.0;6815.0
1731;0.0;1837.77;140.25;-0.0;0.0;-0.0;4312.51;0.0;242.98;4300.0;0.0;0.0;6521.0
1732;0.0;1594.59;121.69;-0.0;0.0;0.0;4069.53;0.0;174.72;4300.0;0.0;0.0;6191.0
1733;0.0;1533.46;117.03;-0.0;0.0;0.0;3894.81;0.0;251.51;4300.0;0.0;0.0;6202.0
1734;0.0;1455.06;111.04;-0.0;0.0;0.0;3643.31;0.0;0.0;4300.0;815.89;0.0;6682.0
1735;0.0;1506.89;115.0;-0.0;0.0;0.0;3643.31;0.0;925.11;4300.0;850.0;0.0;7697.0
1736;616.67;1356.73;103.54;-0.0;0.0;0.0;2718.19;0.0;1146.06;4300.0;850.0;0.0;8373.0
1737;5783.33;1270.36;96.95;-0.0;0.0;0.0;1572.13;0.0;0.0;1700.36;0.0;0.0;8851.0
1738;17050.0;1094.95;83.56;0.0;0.0;0.0;1572.13;1200.0;0.0;0.0;0.0;0.0;9192.0
1739;27933.33;1093.62;83.46;-0.0;0.0;0.0;2472.13;1200.0;0.0;0.0;0.0;0.0;9363.0
1740;35833.33;1262.38;96.34;-0.0;0.0;0.0;3372.13;1200.0;0.0;0.0;0.0;0.0;9554.0
1741;40833.33;1525.49;116.42;-0.0;0.0;0.0;4272.13;1200.0;0.0;0.0;0.0;0.0;9656.0
1742;43100.0;1553.4;118.55;-0.0;0.0;0.0;5172.13;1200.0;0.0;0.0;0.0;0.0;9532.0
1743;42383.33;1623.83;123.92;-0.0;0.0;0.0;6072.13;1200.0;0.0;0.0;0.0;0.0;9461.0
1744;38366.67;1747.41;133.36;-0.0;0.0;0.0;6972.13;1200.0;0.0;0.0;0.0;0.0;9230.0
1745;32083.33;1720.83;131.33;-0.0;0.0;0.0;7872.13;1200.0;0.0;0.0;0.0;0.0;9016.0
1746;22383.33;1793.91;136.9;-0.0;0.0;0.0;8772.13;1200.0;0.0;0.0;0.0;0.0;8911.0
1747;11000.0;1926.8;147.05;-0.0;-0.0;0.0;9672.13;1200.0;0.0;0.0;0.0;0.0;9105.0
1748;1816.67;1783.28;136.09;-0.0;0.0;0.0;10572.13;0.0;178.96;4300.0;850.0;0.0;9065.0
1749;83.33;1849.73;141.16;-0.0;0.0;-0.0;10393.18;0.0;1200.0;4300.0;850.0;316.78;8741.0
1750;0.0;1792.59;136.8;-0.0;0.0;0.0;9193.18;0.0;1172.61;4300.0;850.0;0.0;8252.0
1751;0.0;1583.96;120.88;-0.0;0.0;-0.0;8020.57;0.0;1200.0;4300.0;850.0;323.16;8378.0
1752;0.0;1380.65;105.37;0.0;0.0;-0.0;6820.57;0.0;1200.0;4300.0;850.0;580.98;8417.0
1753;0.0;1407.23;107.39;0.0;0.0;0.0;5620.57;0.0;1115.38;4300.0;850.0;0.0;7780.0
1754;0.0;1477.65;112.77;-0.0;0.0;0.0;4505.19;0.0;658.58;4300.0;850.0;0.0;7399.0
1755;0.0;1489.61;113.68;-0.0;0.0;0.0;3846.61;0.0;359.7;4300.0;850.0;0.0;7113.0
1756;0.0;1290.29;98.47;-0.0;0.0;0.0;3486.9;0.0;239.24;4300.0;850.0;0.0;6778.0
1757;0.0;1160.06;88.53;-0.0;0.0;0.0;3247.66;0.0;317.4;4300.0;850.0;0.0;6716.0
1758;0.0;1040.47;79.4;-0.0;0.0;0.0;2930.26;0.0;824.12;4300.0;850.0;0.0;7094.0
1759;0.0;1005.92;76.77;-0.0;0.0;-0.0;2106.14;0.0;1200.0;4300.0;850.0;615.31;8048.0
1760;416.67;976.69;74.54;-0.0;0.0;0.0;906.14;0.0;906.14;4300.0;850.0;1194.97;8719.0
1761;4816.67;982.0;74.94;0.0;0.0;-0.0;0.0;-0.0;0.0;3284.39;0.0;0.0;9158.0
1762;15800.0;968.71;73.93;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;9467.0
1763;26600.0;827.86;63.18;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9611.0
1764;35266.67;1294.28;98.77;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;9790.0
1765;41300.0;1352.74;103.24;-0.0;-0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;9839.0
1766;43983.33;1427.16;108.92;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;9709.0
1767;43083.33;1358.06;103.64;-0.0;-0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;9718.0
1768;38516.67;1100.27;83.97;0.0;-0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;9539.0
1769;31683.33;1166.71;89.04;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9378.0
1770;21400.0;1384.64;105.67;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9291.0
1771;10016.67;1257.07;95.93;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;9433.0
1772;1666.67;1354.07;103.34;-0.0;0.0;0.0;9000.0;0.0;1074.92;4300.0;850.0;0.0;9349.0
1773;66.67;1235.81;94.31;-0.0;0.0;-0.0;7925.08;0.0;1200.0;4300.0;850.0;1303.21;9050.0
1774;0.0;1213.22;92.59;-0.0;0.0;-0.0;6725.08;0.0;1200.0;4300.0;850.0;904.19;8560.0
1775;0.0;1230.49;93.91;0.0;0.0;0.0;5525.08;0.0;1200.0;4300.0;850.0;1005.6;8680.0
1776;0.0;1152.09;87.92;0.0;0.0;-0.0;4325.08;0.0;1200.0;4300.0;850.0;1076.98;8667.0
1777;0.0;1258.4;96.04;0.0;0.0;-0.0;3125.08;0.0;1200.0;4300.0;850.0;193.57;7898.0
1778;0.0;1162.72;88.73;0.0;0.0;-0.0;1925.08;0.0;1111.54;4300.0;850.0;0.0;7513.0
1779;0.0;1065.72;81.33;0.0;0.0;-0.0;813.53;0.0;813.53;4300.0;850.0;112.42;7223.0
1780;0.0;1041.8;79.51;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;616.69;6888.0
1781;0.0;922.21;70.38;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;682.42;6825.0
1782;0.0;826.53;63.08;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1150.39;7190.0
1783;0.0;696.3;53.14;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;2231.56;8131.0
1784;316.67;729.53;55.67;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;2559.13;8811.0
1785;3566.67;781.35;59.63;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;510.0;33.35;9251.0
1786;12800.0;988.65;75.45;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;9579.0
1787;23283.33;992.63;75.75;-0.0;-0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9751.0
1788;30883.33;1149.43;87.72;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;9959.0
1789;36650.0;1185.31;90.46;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;10037.0
1790;39016.67;1181.33;90.15;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;9945.0
1791;38633.33;1124.19;85.79;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;10013.0
1792;34466.67;954.1;72.81;-0.0;-0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;9871.0
1793;28433.33;948.78;72.41;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9724.0
1794;18883.33;809.25;61.76;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9628.0
1795;8633.33;785.34;59.93;-0.0;0.0;-0.0;8100.0;0.0;0.0;229.4;0.0;0.0;9708.0
1796;1566.67;770.72;58.82;-0.0;0.0;-0.0;8100.0;0.0;1200.0;4300.0;850.0;830.8;9577.0
1797;133.33;647.14;49.39;-0.0;0.0;-0.0;6900.0;0.0;1200.0;4300.0;850.0;2076.14;9256.0
1798;0.0;631.19;48.17;0.0;0.0;0.0;5700.0;0.0;1200.0;4300.0;850.0;1734.64;8764.0
1799;0.0;560.76;42.8;0.0;0.0;-0.0;4500.0;0.0;1200.0;4300.0;850.0;1938.44;8892.0
1800;0.0;499.64;38.13;0.0;0.0;-0.0;3300.0;0.0;1200.0;4300.0;850.0;1946.23;8834.0
1801;0.0;503.62;38.43;0.0;0.0;-0.0;2100.0;0.0;1200.0;4300.0;850.0;1129.94;8022.0
1802;0.0;526.21;40.16;0.0;0.0;-0.0;900.0;0.0;900.0;4300.0;850.0;1017.63;7634.0
1803;0.0;494.32;37.72;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1661.95;7344.0
1804;0.0;451.8;34.48;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;1376.72;7013.0
1805;0.0;469.08;35.8;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1299.13;6954.0
1806;0.0;580.7;44.32;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1535.99;7311.0
1807;0.0;526.21;40.16;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;2525.63;8242.0
1808;250.0;423.9;32.35;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;3082.75;8939.0
1809;3700.0;421.24;32.15;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;77.62;9381.0
1810;12550.0;539.5;41.17;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;9728.0
1811;22133.33;526.21;40.16;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9923.0
1812;28883.33;546.15;41.68;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;10141.0
1813;34166.67;587.34;44.82;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;10224.0
1814;36650.0;680.36;51.92;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;10138.0
1815;36150.0;815.9;62.27;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;10224.0
1816;33033.33;806.6;61.56;-0.0;-0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;10084.0
1817;27216.67;959.41;73.22;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9925.0
1818;18816.67;1134.82;86.6;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9805.0
1819;8166.67;1180.0;90.05;-0.0;0.0;-0.0;8100.0;341.04;0.0;742.32;0.0;0.0;9838.0
1820;1700.0;1225.18;93.5;-0.0;0.0;-0.0;8355.78;0.0;1200.0;4300.0;850.0;308.32;9677.0
1821;133.33;1505.56;114.9;-0.0;0.0;-0.0;7155.78;0.0;1200.0;4300.0;850.0;1235.21;9339.0
1822;0.0;1431.15;109.22;-0.0;0.0;-0.0;5955.78;0.0;1200.0;4300.0;850.0;951.64;8842.0
1823;0.0;1257.07;95.93;0.0;0.0;-0.0;4755.78;0.0;1200.0;4300.0;850.0;1267.0;8970.0
1824;0.0;906.26;69.16;0.0;0.0;-0.0;3555.78;0.0;1200.0;4300.0;850.0;1566.58;8892.0
1825;0.0;938.15;71.6;0.0;0.0;-0.0;2355.78;0.0;1200.0;4300.0;850.0;781.25;8141.0
1826;0.0;740.16;56.49;0.0;0.0;-0.0;1155.78;0.0;1155.78;4300.0;850.0;656.58;7759.0
1827;0.0;542.16;41.38;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1743.46;7477.0
1828;0.0;422.57;32.25;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1546.18;7151.0
1829;0.0;407.95;31.13;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1494.92;7084.0
1830;0.0;365.43;27.89;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1884.68;7428.0
1831;0.0;314.93;24.03;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;2872.03;8361.0
1832;316.67;377.39;28.8;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;3200.15;9073.0
1833;4350.0;388.02;29.61;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;340.0;55.37;9463.0
1834;14700.0;523.56;39.96;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;9802.0
1835;25566.67;605.94;46.24;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9971.0
1836;33383.33;640.49;48.88;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;10151.0
1837;38716.67;1013.89;77.38;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;10230.0
1838;41033.33;1178.67;89.95;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;10090.0
1839;40133.33;1284.97;98.06;-0.0;-0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;10127.0
1840;36566.67;1587.95;121.19;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;9964.0
1841;30483.33;1960.02;149.58;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9761.0
1842;20650.0;2431.75;185.58;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9684.0
1843;9783.33;2365.31;180.51;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;9667.0
1844;1850.0;2126.12;162.26;-0.0;0.0;-0.0;9000.0;0.0;1058.62;4300.0;0.0;0.0;9497.0
1845;50.0;2278.94;173.92;-0.0;0.0;-0.0;7941.38;0.0;1200.0;4300.0;850.0;380.14;9233.0
1846;0.0;2373.28;181.12;-0.0;0.0;-0.0;6741.38;0.0;1200.0;4300.0;680.0;22.6;8757.0
1847;0.0;2402.52;183.35;-0.0;0.0;0.0;5541.38;0.0;1198.13;4300.0;850.0;0.0;8934.0
1848;0.0;2644.36;201.81;-0.0;0.0;-0.0;4343.25;0.0;1200.0;4300.0;510.0;3.83;8860.0
1849;0.0;2569.9;195.93;0.0;0.0;0.0;0.0;0.0;0.0;4300.0;850.0;78.17;7994.0
1850;0.0;2208.09;168.34;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;19.57;7546.0
1851;0.0;2117.64;161.45;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;595.0;4.91;7179.0
1852;0.0;1963.34;149.68;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;340.0;2.98;6756.0
1853;0.0;1775.78;135.38;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;340.0;25.83;6577.0
1854;0.0;1666.71;127.07;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;510.0;20.22;6624.0
1855;0.0;1568.28;119.56;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;36.16;6874.0
1856;350.0;1516.4;115.61;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;765.0;14.99;7062.0
1857;4466.67;1493.79;113.88;0.0;0.0;-0.0;0.0;0.0;0.0;1498.66;0.0;0.0;7573.0
1858;15666.67;1496.45;114.09;0.0;0.0;0.0;-0.0;1200.0;0.0;0.0;0.0;0.0;8150.0
1859;27100.0;1507.09;114.9;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;8432.0
1860;35683.33;1531.03;116.72;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;8688.0
1861;41316.67;1493.79;113.88;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;9056.0
1862;44150.0;1507.09;114.9;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;8747.0
1863;43316.67;1664.05;126.86;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;8577.0
1864;39100.0;1684.0;128.39;-0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;8352.0
1865;32033.33;2059.11;156.98;-0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;8184.0
1866;21550.0;2210.75;168.54;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;8117.0
1867;9516.67;2032.51;154.96;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;8171.0
1868;1650.0;1944.72;148.26;-0.0;0.0;-0.0;9000.0;0.0;185.02;4300.0;0.0;0.0;8228.0
1869;83.33;1952.7;148.87;-0.0;0.0;-0.0;8814.98;0.0;1200.0;4300.0;510.0;54.1;8249.0
1870;0.0;1670.7;127.37;-0.0;0.0;-0.0;7614.98;0.0;1200.0;4300.0;595.0;3.93;7897.0
1871;0.0;1616.16;123.21;-0.0;0.0;-0.0;6414.98;0.0;1200.0;4300.0;850.0;77.62;8167.0
1872;0.0;1400.68;106.79;0.0;0.0;-0.0;5214.98;0.0;1200.0;4300.0;850.0;385.54;8243.0
1873;0.0;1395.35;106.38;0.0;0.0;-0.0;4014.98;0.0;1200.0;4300.0;510.0;43.27;7555.0
1874;0.0;1352.79;103.13;0.0;0.0;-0.0;2814.98;0.0;1200.0;4300.0;85.0;72.08;7113.0
1875;0.0;1241.05;94.62;0.0;0.0;0.0;1614.98;0.0;1089.33;4300.0;0.0;0.0;6725.0
1876;0.0;1032.22;78.69;-0.0;0.0;0.0;525.65;0.0;435.09;4300.0;425.0;0.0;6271.0
1877;0.0;889.89;67.84;-0.0;0.0;-0.0;90.56;0.0;23.27;4300.0;765.0;0.0;6046.0
1878;0.0;877.92;66.93;0.0;0.0;0.0;67.29;0.0;0.0;4300.0;750.15;0.0;5995.0
1879;0.0;800.77;61.05;-0.0;0.0;-0.0;67.29;0.0;67.29;4300.0;850.0;17.89;6097.0
1880;433.33;863.28;65.82;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;425.0;2.57;6090.0
1881;4466.67;1004.28;76.57;0.0;0.0;-0.0;0.0;77.93;0.0;1046.41;0.0;0.0;6516.0
1882;15366.67;1049.51;80.01;0.0;0.0;0.0;58.45;1200.0;0.0;0.0;0.0;0.0;7110.0
1883;26733.33;1000.29;76.26;-0.0;0.0;0.0;958.45;1200.0;0.0;0.0;0.0;0.0;7529.0
1884;35033.33;845.99;64.5;-0.0;0.0;0.0;1858.45;1200.0;0.0;0.0;0.0;0.0;7890.0
1885;41250.0;1033.55;78.8;-0.0;-0.0;0.0;2758.45;1200.0;0.0;0.0;0.0;0.0;8285.0
1886;44233.33;1129.32;86.1;0.0;0.0;0.0;3658.45;1200.0;0.0;0.0;0.0;0.0;7894.0
1887;43433.33;1453.88;110.84;-0.0;0.0;0.0;4558.45;1200.0;0.0;0.0;0.0;0.0;7616.0
1888;39166.67;1769.13;134.88;-0.0;0.0;0.0;5458.45;1200.0;0.0;0.0;0.0;0.0;7384.0
1889;32050.0;1934.08;147.45;-0.0;0.0;0.0;6358.45;1200.0;0.0;0.0;0.0;0.0;7257.0
1890;21400.0;2109.66;160.84;-0.0;0.0;0.0;7258.45;1200.0;0.0;0.0;0.0;0.0;7294.0
1891;9433.33;1730.56;131.94;0.0;-0.0;0.0;8158.45;1200.0;0.0;0.0;0.0;0.0;7559.0
1892;1416.67;1638.78;124.94;0.0;0.0;-0.0;9058.45;0.0;261.62;4300.0;170.0;0.0;7912.0
1893;83.33;1444.57;110.13;-0.0;0.0;-0.0;8796.83;0.0;1200.0;4300.0;850.0;127.96;8116.0
1894;0.0;1155.92;88.13;-0.0;0.0;-0.0;7596.83;0.0;1200.0;4300.0;850.0;179.95;7774.0
1895;0.0;971.03;74.03;-0.0;0.0;-0.0;6396.83;0.0;1200.0;4300.0;850.0;573.94;7969.0
1896;0.0;857.96;65.41;0.0;0.0;-0.0;5196.83;0.0;1200.0;4300.0;850.0;750.63;8024.0
1897;0.0;638.48;48.68;-0.0;0.0;0.0;3996.83;0.0;1200.0;4300.0;850.0;326.84;7364.0
1898;0.0;714.3;54.46;0.0;0.0;0.0;2796.83;0.0;1077.24;4300.0;850.0;0.0;6996.0
1899;0.0;727.61;55.47;-0.0;0.0;0.0;1719.59;0.0;759.92;4300.0;850.0;0.0;6693.0
1900;0.0;617.2;47.05;-0.0;0.0;-0.0;959.67;0.0;535.74;4300.0;850.0;0.0;6350.0
1901;0.0;595.92;45.43;0.0;0.0;-0.0;423.92;0.0;423.92;4300.0;850.0;129.72;6345.0
1902;0.0;518.77;39.55;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;1121.68;6830.0
1903;0.0;481.52;36.71;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;2225.77;7894.0
1904;350.0;524.09;39.96;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;2608.95;8673.0
1905;4366.67;496.16;37.83;0.0;0.0;-0.0;0.0;102.65;0.0;4300.0;0.0;0.0;9098.0
1906;15733.33;518.77;39.55;0.0;0.0;0.0;76.99;1200.0;0.0;0.0;0.0;0.0;9426.0
1907;26833.33;529.41;40.36;-0.0;-0.0;0.0;976.99;1200.0;0.0;0.0;0.0;0.0;9567.0
1908;35166.67;528.08;40.26;0.0;0.0;0.0;1876.99;1200.0;0.0;0.0;0.0;0.0;9740.0
1909;40650.0;719.63;54.86;-0.0;0.0;0.0;2776.99;1200.0;0.0;0.0;0.0;0.0;9832.0
1910;43066.67;715.63;54.56;-0.0;0.0;0.0;3676.99;1200.0;0.0;0.0;0.0;0.0;9730.0
1911;41950.0;694.35;52.94;-0.0;0.0;0.0;4576.99;1200.0;0.0;0.0;0.0;0.0;9710.0
1912;37566.67;677.06;51.62;-0.0;-0.0;0.0;5476.99;1200.0;0.0;0.0;0.0;0.0;9550.0
1913;30633.33;671.74;51.21;-0.0;-0.0;0.0;6376.99;1200.0;0.0;0.0;0.0;0.0;9379.0
1914;20250.0;746.23;56.89;-0.0;-0.0;0.0;7276.99;1200.0;0.0;0.0;0.0;0.0;9299.0
1915;8550.0;643.81;49.08;-0.0;0.0;0.0;8176.99;192.89;0.0;430.0;0.0;0.0;9480.0
1916;1333.33;473.54;36.1;-0.0;0.0;-0.0;8321.65;0.0;1200.0;4300.0;850.0;1291.02;9484.0
1917;0.0;359.15;27.38;0.0;0.0;0.0;7121.65;0.0;1200.0;4300.0;850.0;2434.47;9171.0
1918;0.0;452.26;34.48;-0.0;0.0;0.0;5921.65;0.0;1200.0;4300.0;850.0;1719.26;8556.0
1919;0.0;469.55;35.8;-0.0;0.0;0.0;4721.65;0.0;1200.0;4300.0;850.0;1823.65;8679.0
1920;0.0;469.55;35.8;-0.0;0.0;0.0;3521.65;0.0;1200.0;4300.0;850.0;1810.65;8666.0
1921;0.0;476.2;36.31;0.0;0.0;-0.0;2321.65;0.0;1200.0;4300.0;850.0;1141.49;8004.0
1922;0.0;359.15;27.38;-0.0;0.0;0.0;1121.65;0.0;1121.65;4300.0;850.0;945.82;7604.0
1923;0.0;663.76;50.6;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;1440.64;7305.0
1924;0.0;827.37;63.08;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;915.55;6956.0
1925;0.0;1038.87;79.2;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;629.93;6898.0
1926;0.0;1316.87;100.4;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;696.73;7264.0
1927;0.0;1480.49;112.87;-0.0;0.0;0.0;0.0;0.0;-0.0;4300.0;850.0;1525.64;8269.0
1928;316.67;1779.78;135.69;-0.0;0.0;0.0;-0.0;0.0;0.0;4300.0;850.0;1663.87;9046.0
1929;3966.67;1856.93;141.57;-0.0;0.0;0.0;-0.0;0.0;0.0;3440.0;0.0;22.84;9428.0
1930;14416.67;2386.34;181.93;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;9731.0
1931;24650.0;2625.77;200.19;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9883.0
1932;32600.0;3020.83;230.3;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;10062.0
1933;37033.33;3257.6;248.36;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;10126.0
1934;39433.33;3668.63;279.69;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;10020.0
1935;39216.67;3905.4;297.74;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;10059.0
1936;35466.67;4179.41;318.63;-0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;9910.0
1937;29733.33;4284.5;326.64;-0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9776.0
1938;19583.33;4324.4;329.69;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9699.0
1939;8083.33;3957.27;301.7;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;9832.0
1940;1250.0;3596.8;274.21;-0.0;0.0;-0.0;9000.0;0.0;385.99;4300.0;0.0;0.0;9807.0
1941;16.67;3724.49;283.95;-0.0;0.0;0.0;8614.01;0.0;1130.89;4300.0;0.0;0.0;9456.0
1942;0.0;3495.7;266.51;-0.0;0.0;0.0;7483.12;0.0;746.79;4300.0;0.0;0.0;8809.0
1943;0.0;3286.86;250.59;-0.0;0.0;0.0;6736.33;0.0;1081.55;4300.0;0.0;0.0;8919.0
1944;0.0;3208.38;244.6;-0.0;0.0;0.0;5654.78;0.0;1129.01;4300.0;0.0;0.0;8882.0
1945;0.0;3270.9;249.37;-0.0;0.0;0.0;4525.77;0.0;270.73;4300.0;0.0;0.0;8091.0
1946;0.0;3152.52;240.34;-0.0;0.0;0.0;4255.04;0.0;0.0;4297.14;0.0;0.0;7690.0
